,Speaker,Utterance,Unified
5,f,west and then down south,f|west and then down south
6,M,u start the game and say where to go,M|u start the game and say where to go
7,f,the map all right,f|the map all right
8,M,the game is so far ahead it is almost like it is in the middle of the world,M|the game is so far ahead it is almost like it is in the middle of the world
9,f,mmhmm,f|mmhmm
10,M,move to the east,M|move to the east
11,f,the very end of the map,f|the very end of the map
12,M,move to the end of a paper,M|move to the end of a paper
13,f,mmhmm,f|mmhmm
14,M,we'll just have to wait for the next map,M|we'll just have to wait for the next map
15,f,mmhmm,f|mmhmm
16,M,map and then map,M|map and then map
17,f,not in that corner,f|not in that corner
18,M,and what side?,M|and what side?
19,f,fssss over a bit,f|fssss over a bit
20,M,i have a collapsed roof,M|i have a collapsed roof
21,f,mmhmm,f|mmhmm
22,M,a bit,M|a bit
23,f,alright,f|alright
24,M,it's just a shelter,M|it's just a shelter
25,f,alright,f|alright
26,M,I'll do that.,M|I'll do that.
27,f,uh-huh,f|uh-huh
28,M,the shelter is over the bottom,M|the shelter is over the bottom
29,f,then south,f|then south
30,M,... then what?,M|... then what?
31,f,right,f|right
32,M,South then,M|South then
33,f,mmhmm,f|mmhmm
34,M,the shelter is in the east,M|the shelter is in the east
35,f,mmhmm,f|mmhmm
36,M,yeah you can just walk south east,M|yeah you can just walk south east
37,f,mmhmm,f|mmhmm
38,M,you can go east,M|you can go east
39,f,mmhmm,f|mmhmm
40,M,go roundabout,M|go roundabout
41,f,i'm going north,f|i'm going north
42,M,I'll be on in about 2 hours,M|I'll be on in about 2 hours
43,f,they're over a bit,f|they're over a bit
44,M,what about the hot springs?,M|what about the hot springs?
45,f,they're over to the west a bit,f|they're over to the west a bit
46,M,the whole thing is over a lot,M|the whole thing is over a lot
47,f,right,f|right
48,M,"right, so you're going to be going to the bottom of the volcano?","M|right, so you're going to be going to the bottom of the volcano?"
49,f,right so i'm going above them,f|right so i'm going above them
50,M,you need to turn the compass south,M|you need to turn the compass south
51,f,right,f|right
52,M,Until you get there,M|Until you get there
53,f,right i'll go up to them,f|right i'll go up to them
54,M,the bottom is the bottom of the line,M|the bottom is the bottom of the line
55,f,underneath them,f|underneath them
56,M,on the bottom?,M|on the bottom?
57,f,south,f|south
58,M,south or north?,M|south or north?
59,f,mmhmm underneath the elephants,f|mmhmm underneath the elephants
60,M,You're gonna be a couple more inches then,M|You're gonna be a couple more inches then
61,f,mmhmm it's up a bit,f|mmhmm it's up a bit
62,M,i was thinking about that but i wanted to make sure you were aware of the location.,M|i was thinking about that but i wanted to make sure you were aware of the location.
63,f,mmhmm,f|mmhmm
64,M,Mmmhmmm,M|Mmmhmmm
65,f,past the top of it,f|past the top of it
66,M,it's down,M|it's down
67,f,right,f|right
68,M,Right below it,M|Right below it
69,f,no,f|no
70,M,have you got a lake,M|have you got a lake
71,f,to the no,f|to the no
72,M,to who,M|to who
73,f,no,f|no
74,M,to bath,M|to bath
75,f,mm they're over to the east of the mountain,f|mm they're over to the east of the mountain
76,M,"No, that's the Roman Empire.","M|No, that's the Roman Empire."
77,f,no beside this no,f|no beside this no
78,M,"yes, they're a couple of hundred meters away","M|yes, they're a couple of hundred meters away"
79,f,right over to the east again,f|right over to the east again
80,M,right meow,M|right meow
81,f,level with the bottom of the lake,f|level with the bottom of the lake
82,M,what level is the lake?,M|what level is the lake?
83,f,alright,f|alright
84,M,where do you want to go?,M|where do you want to go?
85,f,i'm i'm going to hit the round rocks no,f|i'm i'm going to hit the round rocks no
86,M,you're going to get shot,M|you're going to get shot
87,f,right,f|right
88,M,i mean i'm pretty sure it's not gonna be any more than that,M|i mean i'm pretty sure it's not gonna be any more than that
89,f,up above it,f|up above it
90,M,the rock,M|the rock
91,f,something like circle right round it,f|something like circle right round it
92,M,"I'm not sure what that means, but it's nice to know that you know what I mean.","M|I'm not sure what that means, but it's nice to know that you know what I mean."
93,f,uh-huh,f|uh-huh
94,M,u want me to put it in the corner,M|u want me to put it in the corner
95,f,right up so i'm sitting just above the antelopes,f|right up so i'm sitting just above the antelopes
96,M,right round,M|right round
97,f,right,f|right
98,M,it is just above antelope.,M|it is just above antelope.
99,f,well i havenae,f|well i havenae
100,M,i have a bad feeling about this,M|i have a bad feeling about this
101,f,right okay,f|right okay
102,M,i know i'll be here,M|i know i'll be here
103,f,to the east or the west,f|to the east or the west
104,M,i don't understand,M|i don't understand
105,f,right,f|right
106,M,i think you mean east,M|i think you mean east
107,f,mmhmm,f|mmhmm
108,M,we have to go east,M|we have to go east
109,f,mmhmm,f|mmhmm
110,M,but the antelope,M|but the antelope
111,f,just past the antelopes it's finished,f|just past the antelopes it's finished
112,M,"mhm, just past antelope","M|mhm, just past antelope"
113,f,okay,f|okay
114,M,its done,M|its done
