Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	the banana tree	15	f	7, 21
2	3	up past the	27	f	53, 79
2	2	my left	3	f	7, 9
2	2	of it	47	f	41, 87
2	2	to the	47	f	41, 87
19	1	right	111	f	1, 9, 11, 15, 19, 29, 49, 55, 57, 61, 69, 75, 81, 89, 99, 101, 103, 105, 111
16	1	mmhmm	111	f	3, 23, 25, 31, 35, 47, 51, 59, 67, 73, 77, 83, 85, 99, 107, 113
7	1	yeah	105	f	5, 9, 21, 43, 65, 93, 109
6	1	the	81	f	7, 21, 41, 53, 79, 87
4	1	okey-dokey	107	f	13, 17, 91, 119
3	1	it	57	f	41, 87, 97
3	1	left	35	f	7, 9, 41
3	1	no	69	f	27, 63, 95
3	1	of	67	f	21, 41, 87
3	1	up	41	f	39, 53, 79
2	1	in	3	f	115, 117
2	1	mountain	9	f	45, 53
2	1	uh-huh	63	f	9, 71
2	1	we	33	f	87, 119
2	1	yes	39	f	33, 71

