Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	level with the bottom of the	224	210	1	g	15, 224
2	2	6	the rope bridge and the waterfall	193	56	1	f	138, 193
3	3	5	the left-hand side of the	130	104	2	g	27, 123, 130
2	2	5	to the left of it	218	34	1	g	185, 218
6	4	4	to the left of	218	212	5	g	7, 99, 149, 185, 191, 218
4	3	4	the bottom of the	224	210	3	g	15, 195, 201, 224
3	3	4	the top of the	125	196	1	f	0, 125, 195
2	2	4	have you got a	134	58	1	g	77, 134
2	2	4	the edge of the	183	18	1	f	166, 183
7	1	3	the left of	194	212	5	g	7, 99, 149, 185, 191, 194, 218
6	6	3	to the right	86	85	2	g	29, 61, 86, 91, 112, 113
5	2	3	the left-hand side	191	171	2	g	27, 123, 130, 191, 197
4	1	3	left-hand side of	130	104	3	g	27, 111, 123, 130
4	1	3	side of the	153	127	2	g	27, 123, 130, 153
4	4	3	the concealed hideout	176	170	3	g	7, 29, 75, 176
4	1	3	the top of	127	196	1	f	0, 125, 127, 195
3	1	3	have you got	134	104	2	g	31, 77, 134
3	3	3	the pine grove	180	102	2	g	79, 141, 180
3	1	3	the rope bridge	138	129	1	g	65, 138, 193
2	2	3	a good bit	185	98	1	f	88, 185
2	2	3	as the pine	62	40	1	g	23, 62
2	2	3	from the top	168	160	1	g	9, 168
2	2	3	just above the	205	186	1	f	20, 205
2	2	3	of the map	53	18	1	f	36, 53
2	2	3	okay right i	141	58	1	f	84, 141
2	2	3	okay right now	137	8	1	f	130, 137
2	2	3	right that's it	17	2	1	f	16, 17
2	2	3	the abandoned cottage	199	200	1	f	0, 199
2	2	3	the other side	206	82	1	g	125, 206
2	2	3	the saloon bar	217	58	1	f	160, 217
2	2	3	the walled city	13	8	1	f	6, 13
2	2	3	up the map	199	200	1	f	0, 199
22	11	2	of the	7	225	1	f	0, 7, 15, 27, 29, 36, 53, 103, 123, 125, 130, 139, 149, 153, 161, 166, 183, 195, 201, 215, 222, 224
22	11	2	to the	86	212	4	g	7, 29, 61, 75, 86, 91, 99, 112, 113, 123, 128, 139, 149, 151, 157, 160, 183, 185, 191, 213, 217, 218
15	15	2	at the	15	204	1	f	6, 15, 27, 49, 103, 111, 125, 133, 138, 153, 161, 179, 181, 206, 209
10	4	2	the top	29	196	1	f	0, 9, 29, 49, 111, 125, 127, 168, 179, 195
9	5	2	the bottom	15	215	1	f	10, 15, 103, 133, 186, 195, 201, 209, 224
9	2	2	the left	68	212	1	g	7, 68, 99, 149, 157, 185, 191, 194, 218
8	8	2	have a	39	176	1	f	36, 39, 95, 145, 171, 179, 207, 211
8	8	2	i've got	60	219	1	g	7, 60, 74, 86, 99, 100, 164, 225
8	3	2	side of	27	197	1	f	10, 27, 103, 111, 123, 130, 153, 206
7	5	2	above the	20	227	1	g	1, 20, 191, 195, 205, 218, 227
7	2	2	the pine	105	193	1	g	23, 62, 79, 105, 141, 180, 215
7	1	2	the right	118	90	2	g	29, 61, 86, 91, 112, 113, 118
6	6	2	on the	23	185	1	f	10, 23, 68, 113, 130, 194
6	6	2	right okay	76	142	2	g	21, 61, 76, 84, 124, 162
5	5	2	below the	22	143	1	g	19, 22, 37, 39, 161
5	3	2	from the	168	160	4	g	9, 39, 91, 151, 168
5	3	2	got a	74	84	1	g	51, 74, 77, 88, 134
5	2	2	have you	58	104	2	g	31, 51, 58, 77, 134
5	4	2	right i	141	191	3	f	0, 6, 84, 141, 190
5	1	2	the map	118	200	2	f	0, 36, 53, 118, 199
5	5	2	the page	153	66	1	f	130, 153, 155, 183, 195
5	5	2	the pyramid	125	140	2	f	22, 56, 125, 139, 161
5	5	2	the the	39	212	1	f	10, 39, 157, 187, 221
5	5	2	under the	89	162	1	f	56, 89, 141, 176, 217
5	5	2	underneath the	18	170	1	g	11, 18, 47, 95, 180
5	2	2	you got	134	205	3	g	19, 31, 77, 134, 223
4	3	2	and the	138	143	1	g	79, 138, 193, 221
4	4	2	go straight	160	191	2	g	11, 91, 160, 201
4	4	2	going to	38	85	1	g	29, 38, 91, 113
4	1	2	rope bridge	207	143	1	g	65, 138, 193, 207
4	4	2	the bakery	158	83	1	g	123, 158, 191, 205
4	4	2	the way	130	184	2	g	39, 43, 130, 222
4	2	2	up the	199	216	2	f	0, 130, 199, 215
3	3	2	but it's	88	101	1	g	23, 88, 123
3	3	2	go right	62	79	1	g	11, 62, 89
3	3	2	got that	113	124	1	f	100, 113, 223
3	3	2	i was	99	100	2	f	0, 48, 99
3	3	2	that i	100	96	1	g	99, 100, 194
3	1	2	that's it	80	65	1	f	16, 17, 80
3	1	2	the abandoned	201	202	1	f	0, 199, 201
3	3	2	the avalanche	79	124	1	f	18, 79, 141
3	3	2	the lake	224	46	2	g	179, 187, 224
