Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	to the left of the	29	20	1	f	10, 29
3	1	4	the left of the	40	31	1	f	10, 29, 40
3	1	4	to the left of	29	20	2	f	10, 14, 29
4	1	3	to the left	73	64	2	f	10, 14, 29, 73
2	2	3	about an inch	14	14	1	g	1, 14
2	2	3	of the page	29	14	1	f	16, 29
2	2	3	uh-huh okay so	39	14	1	f	26, 39
10	6	2	to the	13	64	1	f	10, 13, 14, 29, 31, 37, 45, 57, 67, 73
8	4	2	of the	37	62	2	f	10, 16, 29, 37, 40, 45, 51, 71
7	7	2	do you	54	79	3	g	7, 9, 37, 54, 59, 70, 85
5	5	2	and then	64	51	3	g	45, 49, 51, 64, 95
4	4	2	have a	48	49	1	g	37, 48, 59, 85
3	1	2	an inch	64	64	1	g	1, 14, 64
3	3	2	below the	33	55	1	f	14, 33, 68
3	1	2	the page	42	27	1	f	16, 29, 42
3	3	2	the the	46	10	2	g	37, 41, 46
3	3	2	to go	67	17	1	f	54, 67, 70
3	3	2	underneath the	78	70	2	g	9, 49, 78
2	2	2	above it	84	2	1	g	83, 84
2	2	2	at the	73	58	1	f	16, 73
2	2	2	far down	54	46	1	g	9, 54
2	2	2	mean yeah	27	6	1	f	22, 27
2	2	2	no i	67	20	1	f	48, 67
2	2	2	of it	41	28	1	f	14, 41
2	2	2	right okay	73	12	1	f	62, 73
2	2	2	see what	22	4	1	g	19, 22
2	2	2	so that	71	62	1	f	10, 71
2	2	2	straight down	64	64	1	g	1, 64
2	2	2	straight up	41	16	1	f	26, 41
2	2	2	to move	73	48	1	f	26, 73
37	21	1	the	4	95	1	g	3, 4, 5, 9, 10, 13, 14, 16, 25, 29, 31, 33, 35, 36, 37, 39, 40, 41, 42, 45, 46, 49, 51, 56, 57, 65, 67, 68, 69, 71, 73, 76, 78, 87, 89, 95, 97
23	21	1	right	1	98	1	f	0, 1, 3, 12, 29, 35, 36, 37, 41, 42, 49, 51, 54, 56, 61, 62, 67, 73, 79, 87, 88, 94, 97
21	14	1	you	22	87	4	g	3, 5, 7, 9, 22, 27, 31, 37, 41, 47, 49, 54, 57, 59, 67, 70, 82, 83, 85, 87, 89
18	6	1	to	10	97	1	g	1, 10, 13, 14, 26, 29, 31, 37, 45, 54, 57, 64, 67, 70, 73, 77, 85, 97
17	15	1	a	48	88	7	g	1, 5, 7, 9, 29, 37, 45, 48, 49, 59, 65, 74, 80, 81, 82, 85, 88
14	12	1	i	19	83	2	f	6, 10, 19, 22, 27, 29, 36, 48, 56, 57, 67, 72, 75, 88
12	12	1	just	16	85	1	g	3, 16, 26, 33, 37, 41, 57, 62, 65, 74, 83, 87
12	3	1	of	17	62	3	f	10, 14, 16, 17, 25, 29, 37, 40, 41, 45, 51, 71
10	6	1	have	48	77	3	g	9, 31, 37, 48, 49, 59, 72, 82, 83, 85
10	8	1	see	3	89	1	f	0, 3, 7, 17, 19, 22, 24, 35, 75, 88
9	6	1	and	64	91	6	g	5, 25, 45, 49, 51, 63, 64, 82, 95
9	2	1	do	56	89	3	g	7, 9, 37, 54, 56, 59, 70, 85, 95
9	5	1	down	10	83	3	g	1, 5, 9, 10, 31, 54, 64, 73, 83
9	5	1	okay	39	82	3	f	4, 20, 26, 39, 43, 55, 62, 73, 85
8	5	1	go	39	86	1	f	10, 39, 51, 54, 67, 70, 87, 95
8	4	1	it	29	87	2	f	0, 14, 29, 41, 64, 83, 84, 86
8	6	1	no	48	87	3	g	7, 33, 47, 48, 56, 57, 67, 93
7	7	1	mmhmm	21	85	1	f	8, 21, 30, 50, 58, 60, 92
7	4	1	so	10	67	1	g	5, 10, 26, 36, 39, 42, 71
