,response,context,context/0,context/1,context/2,context/3
0,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right,the start is ah here it's due north of the crest falls at the bottom right-hand side of your page,ah where do i start ross
1,west,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right,the start is ah here it's due north of the crest falls at the bottom right-hand side of your page
2,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right
3,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it
4,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay,be my left as well
5,right okay yes,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay
6,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west
7,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls
8,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls,how far do you west do you want me to go
9,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls
10,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes
11,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken
12,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom
13,right,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper
14,ah right do you have a poisoned stream directly east,right,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right
15,no,ah right do you have a poisoned stream directly east,right,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge
16,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east,right,yeah just stop,east over the footbridge
17,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east,right,yeah just stop
18,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east,right
19,right that's okay,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east
20,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no
21,yes,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches
22,right go east and go north west of the old you know go north just to the west of the old temple,yes,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross,two inches right
23,do you go go right go to the right,right go east and go north west of the old you know go north just to the west of the old temple,yes,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross
