,response,context,context/0,context/1,context/2,context/3
0,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah,okay ehm have you got a starting point above the missionary camp
1,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah
2,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas
3,of the map,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no
4,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner
5,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh,bottom
6,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh
7,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map
8,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map
9,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead
10,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down
11,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down
12,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page
13,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah
14,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again
15,uh do you have a rope bridge,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree
16,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry
17,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay,yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours
18,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay,yeah probably yeah
19,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge,okay
20,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving,uh do you have a rope bridge
21,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah,i do ehm do i avoid the missionary camp where i'm moving
22,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down,yeah
23,mmhmm,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah,so i move along so that i'm to the left of the missionary camp when i go down
24,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about,uh-huh yeah
25,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up,right,okay now i'm at the left-hand side of the banana tree about
26,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up,right
27,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm,almost the extreme left of the page and about four centimetres up
28,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up,mmhmm
29,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge,about quarter of the way up
30,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh,okay that's fine now you've got the rope bridge
31,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it,uh-huh
32,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge,so that you want to come up the page and then just when you're about in line with the rope rope bridge just turn right so you're across it
33,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah,okay so i'm going straight up and actually cross over the rope bridge
34,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge,yeah
35,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres,so i move up and cross over the rope bridge right so i'm now standing at the other side of the rope bridge
36,uh-huh,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah,okay if you now come down a couple of centimetres
37,if you sort of head along,uh-huh,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall,uh-huh yeah
38,mmhmm,if you sort of head along,uh-huh,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment,and do you have a waterfall
39,so that you're about in line with the bottom of the water,mmhmm,if you sort of head along,uh-huh,yeah if you just mm do you have a sort of the water coming down,yeah it's right of where i am at the moment
40,uh-huh,so that you're about in line with the bottom of the water,mmhmm,if you sort of head along,uh-huh,yeah if you just mm do you have a sort of the water coming down
41,if you know what i mean,uh-huh,so that you're about in line with the bottom of the water,mmhmm,if you sort of head along,uh-huh
42,yeah,if you know what i mean,uh-huh,so that you're about in line with the bottom of the water,mmhmm,if you sort of head along
43,and then have you got lost steps,yeah,if you know what i mean,uh-huh,so that you're about in line with the bottom of the water,mmhmm
44,no no steps,and then have you got lost steps,yeah,if you know what i mean,uh-huh,so that you're about in line with the bottom of the water
45,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are,no no steps,and then have you got lost steps,yeah,if you know what i mean,uh-huh
46,oh yeah which are where,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are,no no steps,and then have you got lost steps,yeah,if you know what i mean
47,well have you got fallen pillars,oh yeah which are where,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are,no no steps,and then have you got lost steps,yeah
48,mm yeah i do yeah,well have you got fallen pillars,oh yeah which are where,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are,no no steps,and then have you got lost steps
49,it's it's in the finishing point,mm yeah i do yeah,well have you got fallen pillars,oh yeah which are where,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are,no no steps
50,no,it's it's in the finishing point,mm yeah i do yeah,well have you got fallen pillars,oh yeah which are where,okay if you just get to the waterfall first and then you want to go straight up to where these lost steps are
51,no ehm it's about in line with the fallen pillars,no,it's it's in the finishing point,mm yeah i do yeah,well have you got fallen pillars,oh yeah which are where
52,uh-huh,no ehm it's about in line with the fallen pillars,no,it's it's in the finishing point,mm yeah i do yeah,well have you got fallen pillars
53,to the right of them,uh-huh,no ehm it's about in line with the fallen pillars,no,it's it's in the finishing point,mm yeah i do yeah
54,yeah,to the right of them,uh-huh,no ehm it's about in line with the fallen pillars,no,it's it's in the finishing point
55,in between the rope bridge and the waterfall,yeah,to the right of them,uh-huh,no ehm it's about in line with the fallen pillars,no
56,all right so you've the rope bridge and the waterfall and the fallen pillars so at the moment i'm at the waterfall,in between the rope bridge and the waterfall,yeah,to the right of them,uh-huh,no ehm it's about in line with the fallen pillars
57,uh-huh well you want to go straight up,all right so you've the rope bridge and the waterfall and the fallen pillars so at the moment i'm at the waterfall,in between the rope bridge and the waterfall,yeah,to the right of them,uh-huh
