,response,context,context/0,context/1,context/2,context/3
0,mmhmm,that's that's correct uh-huh and go below the diamond mine,so that's with the diamond mine on on your right,right now go south from the diamond mine until you are just above the desert,okay yeah,okay start off above the diamond mine
1,and below the graveyard below the graveyard but above the carved wooden pole,mmhmm,that's that's correct uh-huh and go below the diamond mine,so that's with the diamond mine on on your right,right now go south from the diamond mine until you are just above the desert,okay yeah
2,oh hang on i don't have a graveyard,and below the graveyard below the graveyard but above the carved wooden pole,mmhmm,that's that's correct uh-huh and go below the diamond mine,so that's with the diamond mine on on your right,right now go south from the diamond mine until you are just above the desert
3,okay so you don't have a graveyard do you have a fast flowing river,oh hang on i don't have a graveyard,and below the graveyard below the graveyard but above the carved wooden pole,mmhmm,that's that's correct uh-huh and go below the diamond mine,so that's with the diamond mine on on your right
4,fast running creek,okay so you don't have a graveyard do you have a fast flowing river,oh hang on i don't have a graveyard,and below the graveyard below the graveyard but above the carved wooden pole,mmhmm,that's that's correct uh-huh and go below the diamond mine
5,ehm mm don't know yeah it could be could be,fast running creek,okay so you don't have a graveyard do you have a fast flowing river,oh hang on i don't have a graveyard,and below the graveyard below the graveyard but above the carved wooden pole,mmhmm
6,is that to the right that'll be to my right to my right,ehm mm don't know yeah it could be could be,fast running creek,okay so you don't have a graveyard do you have a fast flowing river,oh hang on i don't have a graveyard,and below the graveyard below the graveyard but above the carved wooden pole
7,to your right uh-huh,is that to the right that'll be to my right to my right,ehm mm don't know yeah it could be could be,fast running creek,okay so you don't have a graveyard do you have a fast flowing river,oh hang on i don't have a graveyard
8,right so i continue and go below the fast running creek,to your right uh-huh,is that to the right that'll be to my right to my right,ehm mm don't know yeah it could be could be,fast running creek,okay so you don't have a graveyard do you have a fast flowing river
9,no go just until you go go below the diamond mine until just before the fast fast flowing river,right so i continue and go below the fast running creek,to your right uh-huh,is that to the right that'll be to my right to my right,ehm mm don't know yeah it could be could be,fast running creek
10,i don't have a fast flowing river,no go just until you go go below the diamond mine until just before the fast fast flowing river,right so i continue and go below the fast running creek,to your right uh-huh,is that to the right that'll be to my right to my right,ehm mm don't know yeah it could be could be
11,you have a fast flowing creek,i don't have a fast flowing river,no go just until you go go below the diamond mine until just before the fast fast flowing river,right so i continue and go below the fast running creek,to your right uh-huh,is that to the right that'll be to my right to my right
12,i've a fast flowing running creek which is on the far right-hand corner,you have a fast flowing creek,i don't have a fast flowing river,no go just until you go go below the diamond mine until just before the fast fast flowing river,right so i continue and go below the fast running creek,to your right uh-huh
13,mmhmm,i've a fast flowing running creek which is on the far right-hand corner,you have a fast flowing creek,i don't have a fast flowing river,no go just until you go go below the diamond mine until just before the fast fast flowing river,right so i continue and go below the fast running creek
14,so you have,mmhmm,i've a fast flowing running creek which is on the far right-hand corner,you have a fast flowing creek,i don't have a fast flowing river,no go just until you go go below the diamond mine until just before the fast fast flowing river
15,well do you have an apache camp,so you have,mmhmm,i've a fast flowing running creek which is on the far right-hand corner,you have a fast flowing creek,i don't have a fast flowing river
16,yeah got an apache camp,well do you have an apache camp,so you have,mmhmm,i've a fast flowing running creek which is on the far right-hand corner,you have a fast flowing creek
17,okay,yeah got an apache camp,well do you have an apache camp,so you have,mmhmm,i've a fast flowing running creek which is on the far right-hand corner
18,but that's like at forty-five degrees south east,okay,yeah got an apache camp,well do you have an apache camp,so you have,mmhmm
19,right okay then right you're going to go below the diamond mine,but that's like at forty-five degrees south east,okay,yeah got an apache camp,well do you have an apache camp,so you have
20,right,right okay then right you're going to go below the diamond mine,but that's like at forty-five degrees south east,okay,yeah got an apache camp,well do you have an apache camp
21,do you have a graveyard,right,right okay then right you're going to go below the diamond mine,but that's like at forty-five degrees south east,okay,yeah got an apache camp
