,response,context,context/0,context/1,context/2,context/3
0,yeah,no it's a tiny bit okay and while you're doing that go in to your right a bit but it doesn't really matter okay ehm have you got a ravine,so it's not far down,mmhmm,to the left of burnt forest,right ehm you've got to take your line down from the start to just vertically to just to the left of burnt forest
1,right take that same line still down vertically to the left of the ravine,yeah,no it's a tiny bit okay and while you're doing that go in to your right a bit but it doesn't really matter okay ehm have you got a ravine,so it's not far down,mmhmm,to the left of burnt forest
2,there's a cottage on my map,right take that same line still down vertically to the left of the ravine,yeah,no it's a tiny bit okay and while you're doing that go in to your right a bit but it doesn't really matter okay ehm have you got a ravine,so it's not far down,mmhmm
3,well just draw round it,there's a cottage on my map,right take that same line still down vertically to the left of the ravine,yeah,no it's a tiny bit okay and while you're doing that go in to your right a bit but it doesn't really matter okay ehm have you got a ravine,so it's not far down
4,the left of the ravine,well just draw round it,there's a cottage on my map,right take that same line still down vertically to the left of the ravine,yeah,no it's a tiny bit okay and while you're doing that go in to your right a bit but it doesn't really matter okay ehm have you got a ravine
5,uh-huh is the cottage in the way there no,the left of the ravine,well just draw round it,there's a cottage on my map,right take that same line still down vertically to the left of the ravine,yeah
6,it's next to the ravine,uh-huh is the cottage in the way there no,the left of the ravine,well just draw round it,there's a cottage on my map,right take that same line still down vertically to the left of the ravine
7,well that's okay right now take that take the line is the cottage directly beside the ravine,it's next to the ravine,uh-huh is the cottage in the way there no,the left of the ravine,well just draw round it,there's a cottage on my map
8,mmhmm right next to it,well that's okay right now take that take the line is the cottage directly beside the ravine,it's next to the ravine,uh-huh is the cottage in the way there no,the left of the ravine,well just draw round it
9,is there a space between them yeah,mmhmm right next to it,well that's okay right now take that take the line is the cottage directly beside the ravine,it's next to the ravine,uh-huh is the cottage in the way there no,the left of the ravine
10,mmhmm,is there a space between them yeah,mmhmm right next to it,well that's okay right now take that take the line is the cottage directly beside the ravine,it's next to the ravine,uh-huh is the cottage in the way there no
11,right take the line and go to your right underneath the cottage can you do that,mmhmm,is there a space between them yeah,mmhmm right next to it,well that's okay right now take that take the line is the cottage directly beside the ravine,it's next to the ravine
12,no 'cause the ravine's on the right of the cottage,right take the line and go to your right underneath the cottage can you do that,mmhmm,is there a space between them yeah,mmhmm right next to it,well that's okay right now take that take the line is the cottage directly beside the ravine
13,yeah but i want you to draw up through between the cottage and the ravine,no 'cause the ravine's on the right of the cottage,right take the line and go to your right underneath the cottage can you do that,mmhmm,is there a space between them yeah,mmhmm right next to it
14,and down through,yeah but i want you to draw up through between the cottage and the ravine,no 'cause the ravine's on the right of the cottage,right take the line and go to your right underneath the cottage can you do that,mmhmm,is there a space between them yeah
15,no up through go go down vertically until you're and draw underneath the cottage and then come up,and down through,yeah but i want you to draw up through between the cottage and the ravine,no 'cause the ravine's on the right of the cottage,right take the line and go to your right underneath the cottage can you do that,mmhmm
16,mmhmm,no up through go go down vertically until you're and draw underneath the cottage and then come up,and down through,yeah but i want you to draw up through between the cottage and the ravine,no 'cause the ravine's on the right of the cottage,right take the line and go to your right underneath the cottage can you do that
17,between the cottage and the ravine,mmhmm,no up through go go down vertically until you're and draw underneath the cottage and then come up,and down through,yeah but i want you to draw up through between the cottage and the ravine,no 'cause the ravine's on the right of the cottage
18,i've just come down there,between the cottage and the ravine,mmhmm,no up through go go down vertically until you're and draw underneath the cottage and then come up,and down through,yeah but i want you to draw up through between the cottage and the ravine
19,you weren't meant to,i've just come down there,between the cottage and the ravine,mmhmm,no up through go go down vertically until you're and draw underneath the cottage and then come up,and down through
20,right,you weren't meant to,i've just come down there,between the cottage and the ravine,mmhmm,no up through go go down vertically until you're and draw underneath the cottage and then come up
21,okay right you went down past burnt forest,right,you weren't meant to,i've just come down there,between the cottage and the ravine,mmhmm
22,i went underneath burnt forest,okay right you went down past burnt forest,right,you weren't meant to,i've just come down there,between the cottage and the ravine
23,well you weren't meant to,i went underneath burnt forest,okay right you went down past burnt forest,right,you weren't meant to,i've just come down there
