,response,context,context/0,context/1,context/2,context/3
0,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh,right okay have you got the start up at the top left-hand corner
1,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh
2,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest
3,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah
4,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right
5,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right
6,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest
7,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far
8,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start
9,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh
10,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve
11,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage
12,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no
13,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve
14,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how
15,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it
16,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just
17,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve
18,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve
19,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left
20,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left
21,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh
22,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath
23,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm
24,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh,right okay so you're going to in a straight line go go to the right have you got the ravine
25,mmhmm,right so i go along to the right,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,below it,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,uh-huh
