,response,context,context/0,context/1,context/2,context/3
0,yeah right on the right-hand side roughly just,ehm you're coming the for three inches down below that do you have a diamond mine there,uh-huh,okay,uh-huh,okay the start part is at the top left-hand corner
1,okay uh-huh,yeah right on the right-hand side roughly just,ehm you're coming the for three inches down below that do you have a diamond mine there,uh-huh,okay,uh-huh
2,right down there,okay uh-huh,yeah right on the right-hand side roughly just,ehm you're coming the for three inches down below that do you have a diamond mine there,uh-huh,okay
3,right beside it you just go straight down underneath it,right down there,okay uh-huh,yeah right on the right-hand side roughly just,ehm you're coming the for three inches down below that do you have a diamond mine there,uh-huh
4,right okay oops that was,right beside it you just go straight down underneath it,right down there,okay uh-huh,yeah right on the right-hand side roughly just,ehm you're coming the for three inches down below that do you have a diamond mine there
5,do you have a graveyard just along from the diamond mine,right okay oops that was,right beside it you just go straight down underneath it,right down there,okay uh-huh,yeah right on the right-hand side roughly just
6,no i've got a gallows to the left like below the left,do you have a graveyard just along from the diamond mine,right okay oops that was,right beside it you just go straight down underneath it,right down there,okay uh-huh
7,no no just ignore that,no i've got a gallows to the left like below the left,do you have a graveyard just along from the diamond mine,right okay oops that was,right beside it you just go straight down underneath it,right down there
8,right okay,no no just ignore that,no i've got a gallows to the left like below the left,do you have a graveyard just along from the diamond mine,right okay oops that was,right beside it you just go straight down underneath it
9,do you have carved stones,right okay,no no just ignore that,no i've got a gallows to the left like below the left,do you have a graveyard just along from the diamond mine,right okay oops that was
10,oh no i have got a gold mine but it's it's a it's a good bit below that,do you have carved stones,right okay,no no just ignore that,no i've got a gallows to the left like below the left,do you have a graveyard just along from the diamond mine
11,sorry no i said a graveyard,oh no i have got a gold mine but it's it's a it's a good bit below that,do you have carved stones,right okay,no no just ignore that,no i've got a gallows to the left like below the left
12,oh sorry no oh no i,sorry no i said a graveyard,oh no i have got a gold mine but it's it's a it's a good bit below that,do you have carved stones,right okay,no no just ignore that
13,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay,oh sorry no oh no i,sorry no i said a graveyard,oh no i have got a gold mine but it's it's a it's a good bit below that,do you have carved stones,right okay
14,no i haven't got that,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay,oh sorry no oh no i,sorry no i said a graveyard,oh no i have got a gold mine but it's it's a it's a good bit below that,do you have carved stones
15,well,no i haven't got that,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay,oh sorry no oh no i,sorry no i said a graveyard,oh no i have got a gold mine but it's it's a it's a good bit below that
16,okay,well,no i haven't got that,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay,oh sorry no oh no i,sorry no i said a graveyard
17,so come along to about mm about five six inches anyway straight along to the right,okay,well,no i haven't got that,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay,oh sorry no oh no i
18,underneath the diamond mine,so come along to about mm about five six inches anyway straight along to the right,okay,well,no i haven't got that,no it's to the right-hand side of the diamond mine on my map there's a graveyard right beside it okay
19,underneath the diamond mine,underneath the diamond mine,so come along to about mm about five six inches anyway straight along to the right,okay,well,no i haven't got that
20,right how far underneath the diamond mine,underneath the diamond mine,underneath the diamond mine,so come along to about mm about five six inches anyway straight along to the right,okay,well
21,it's about an inch or so,right how far underneath the diamond mine,underneath the diamond mine,underneath the diamond mine,so come along to about mm about five six inches anyway straight along to the right,okay
22,right okay five inches right along up along to near a a ravine stuff thing,it's about an inch or so,right how far underneath the diamond mine,underneath the diamond mine,underneath the diamond mine,so come along to about mm about five six inches anyway straight along to the right
23,no i don't have the ravine,right okay five inches right along up along to near a a ravine stuff thing,it's about an inch or so,right how far underneath the diamond mine,underneath the diamond mine,underneath the diamond mine
24,i've got,no i don't have the ravine,right okay five inches right along up along to near a a ravine stuff thing,it's about an inch or so,right how far underneath the diamond mine,underneath the diamond mine
25,do you have carved stones,i've got,no i don't have the ravine,right okay five inches right along up along to near a a ravine stuff thing,it's about an inch or so,right how far underneath the diamond mine
26,i've got carved stones and then indian country,do you have carved stones,i've got,no i don't have the ravine,right okay five inches right along up along to near a a ravine stuff thing,it's about an inch or so
27,yeah down below it,i've got carved stones and then indian country,do you have carved stones,i've got,no i don't have the ravine,right okay five inches right along up along to near a a ravine stuff thing
28,bit underneath it and i've got a ravine right in the middle between they two,yeah down below it,i've got carved stones and then indian country,do you have carved stones,i've got,no i don't have the ravine
