,response,context,context/0,context/1,context/2,context/3
0,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep,right at the very top of the page there's a cross
1,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep
2,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it
3,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm
4,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down
5,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah
6,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a
7,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah
8,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine
9,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel
10,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right
11,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus
12,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that,you don't have a rift valley
13,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay,oh i've got a rift valley above that
14,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side,yeah okay
15,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down,you've got the rift valley right up at the top right-hand side
16,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm,you're drawing your line down
17,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,mmhmm
18,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page
19,yeah,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah,towards the right-hand corner
20,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that,yeah
21,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine,right,ehm that's going to take me pretty near to the cactus thing so i'm trying to avoid that
22,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine,right
23,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah,hang on hang on right an inch to the right of the diamond mine
24,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it,yeah
25,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay,yeah and then straight down to an inch below it
26,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah,should be now yeah if your line's below the diamond mine you should be okay
27,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right,yeah
28,okay,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page,and then go straight along to my right which is your right as well go straight along to the right
29,right and then to your right again,okay,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page,okay to right to the edge of the page
30,okay hang on,right and then to your right again,okay,then go up to almost the very top of the page,er right okay that takes me to,no to about halfway to page about four inches off before the page
31,well but,okay hang on,right and then to your right again,okay,then go up to almost the very top of the page,er right okay that takes me to
32,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but,okay hang on,right and then to your right again,okay,then go up to almost the very top of the page
33,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,have you got the rift valley there 'cause i've got the rift valley right up in that top right-hand corner,well but,okay hang on,right and then to your right again,okay
