Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	and then the other way	43	M	6, 48
2	4	turn right so you	31	M	4, 34
3	3	on my left	125	M	40, 78, 164
3	3	side of the	61	M	128, 138, 188
3	3	then turn right	35	M	4, 8, 38
3	3	you can go	81	M	36, 48, 116
2	3	be on the	109	M	80, 188
2	3	get to the	167	M	32, 198
2	3	going to the	125	M	12, 136
2	3	he walks past	121	M	24, 144
2	3	i can do	47	M	112, 158
2	3	i don't know	83	M	18, 100
2	3	in the map	65	M	150, 214
2	3	left and then	45	M	4, 48
2	3	the door and	13	M	24, 36
2	3	the map is	123	M	70, 192
2	3	to the left	105	M	48, 152
2	3	where it is	39	M	18, 56
2	3	you can't get	3	M	32, 34
2	3	you get the	193	M	4, 196
8	2	to the	207	M	12, 32, 48, 136, 138, 152, 198, 218
7	2	of the	195	M	18, 32, 128, 138, 152, 188, 212
7	2	on the	145	M	58, 78, 80, 82, 100, 188, 202
6	2	the map	147	M	68, 70, 82, 150, 192, 214
6	2	you mean	145	M	46, 152, 156, 166, 184, 190
5	2	the left	123	M	30, 48, 78, 132, 152
5	2	turn left	171	M	4, 28, 38, 120, 174
5	2	you can	163	M	36, 48, 116, 140, 198
4	2	, i	141	M	18, 108, 122, 158
4	2	and then	45	M	4, 6, 36, 48
4	2	can go	119	M	36, 48, 116, 154
4	2	do you	61	M	156, 196, 202, 216
4	2	going to	125	M	12, 76, 126, 136
4	2	i am	143	M	66, 86, 108, 208
4	2	i can	85	M	74, 78, 112, 158
4	2	i don't	167	M	18, 94, 100, 184
4	2	in the	173	M	42, 86, 150, 214
4	2	the lake	37	M	182, 188, 216, 218
4	2	then turn	35	M	4, 8, 28, 38
4	2	you can't	191	M	32, 34, 124, 222
3	2	I can	29	M	178, 194, 206
3	2	be on	129	M	60, 80, 188
3	2	have a	165	M	22, 92, 186
3	2	left ,	41	M	38, 50, 78
3	2	so you	195	M	4, 34, 198
3	2	the abandoned	17	M	136, 150, 152
3	2	the caravan	19	M	18, 26, 36
2	2	, it's	21	M	150, 170
2	2	a meadow	41	M	52, 92
2	2	and go	103	M	36, 138
2	2	are you	5	M	102, 106
2	2	can get	121	M	78, 198
2	2	do that	43	M	180, 222
2	2	for you	85	M	74, 158
2	2	go to	87	M	52, 138
2	2	have to	89	M	126, 214
2	2	i do	39	M	122, 160
2	2	i'll be	139	M	80, 218
2	2	i'm going	83	M	54, 136
2	2	if you	149	M	74, 222
2	2	is that	13	M	0, 12
2	2	it ?	53	M	114, 166
2	2	of it	19	M	60, 78
2	2	oh okay	89	M	88, 176
2	2	ok i'll	101	M	80, 180
2	2	right ,	59	M	50, 108
2	2	that the	19	M	0, 18
