Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	the bottom of the	94	58	1	M	37, 94
2	2	4	to go to the	209	88	1	g	122, 209
2	2	4	you want to go	80	80	1	M	1, 80
8	8	3	do you have	109	195	3	g	20, 48, 66, 109, 150, 194, 196, 214
5	5	3	to the right	49	111	1	g	38, 49, 92, 122, 148
4	4	3	left of the	221	202	3	g	20, 180, 190, 221
4	4	3	side of the	117	187	1	g	24, 117, 163, 210
3	1	3	go to the	122	137	1	M	73, 122, 209
3	3	3	i don't know	106	190	1	M	5, 106, 194
3	1	3	the bottom of	172	136	1	M	37, 94, 172
3	3	3	to the bottom	94	100	1	M	73, 94, 172
3	3	3	where are you	216	88	2	M	129, 135, 216
2	2	3	and over the	84	74	1	M	11, 84
2	2	3	i don't have	207	12	1	g	196, 207
2	2	3	of the mountain	210	198	1	M	13, 210
2	2	3	of the way	186	136	1	M	51, 186
2	2	3	you can go	22	20	1	M	3, 22
2	2	3	you have to	209	190	1	g	20, 209
2	2	3	you're trying to	78	28	1	M	51, 78
23	10	2	of the	13	210	1	g	12, 13, 20, 24, 30, 37, 46, 51, 54, 76, 88, 92, 94, 117, 122, 163, 179, 180, 186, 187, 190, 210, 221
18	18	2	and then	59	183	4	g	22, 28, 46, 54, 59, 71, 80, 82, 84, 95, 104, 130, 138, 182, 183, 192, 200, 204
18	10	2	to the	16	207	1	M	3, 16, 20, 30, 38, 49, 73, 91, 92, 94, 114, 122, 131, 148, 149, 172, 190, 209
12	4	2	do you	39	195	1	g	20, 39, 48, 53, 66, 109, 150, 151, 162, 194, 196, 214
10	10	2	in a	29	173	1	g	28, 29, 46, 92, 101, 104, 147, 180, 197, 200
9	6	2	to go	38	209	1	M	1, 38, 76, 80, 122, 155, 180, 206, 209
8	8	2	above the	215	207	6	g	14, 22, 50, 76, 116, 160, 215, 220
8	3	2	i don't	106	203	3	M	5, 19, 47, 106, 194, 196, 197, 207
8	4	2	the bottom	94	185	4	M	37, 63, 69, 73, 94, 157, 172, 221
8	3	2	the right	38	140	1	M	9, 38, 43, 49, 92, 116, 122, 148
7	7	2	going to	79	179	3	g	2, 38, 76, 79, 122, 178, 180
7	7	2	have a	50	194	1	M	21, 50, 123, 150, 163, 175, 214
7	7	2	the left	16	180	1	M	11, 16, 20, 114, 157, 180, 190
7	7	2	you're going	15	179	1	g	2, 15, 32, 76, 122, 178, 180
6	6	2	go up	46	154	1	M	3, 46, 62, 84, 139, 156
6	2	2	side of	24	204	2	M	7, 9, 24, 117, 163, 210
5	2	2	are you	216	150	4	M	67, 93, 129, 135, 216
5	5	2	at the	46	145	1	M	13, 46, 69, 120, 157
5	5	2	have you	71	207	1	g	2, 71, 128, 154, 208
5	5	2	the top	46	116	1	M	7, 46, 76, 84, 122
4	4	2	just go	33	159	1	g	24, 33, 73, 182
4	4	2	of a	46	181	1	M	7, 46, 51, 187
4	2	2	over the	46	74	1	M	11, 46, 65, 84
3	3	2	and the	187	160	2	g	28, 90, 187
3	3	2	do that	29	156	1	g	28, 29, 183
3	1	2	don't have	207	158	2	g	50, 196, 207
3	3	2	down the	149	126	2	g	24, 46, 149
3	3	2	draw a	97	150	1	g	68, 97, 217
3	3	2	on my	110	192	1	M	5, 110, 196
3	3	2	say that	194	159	1	M	53, 194, 211
3	3	2	so i	92	71	1	M	87, 92, 157
3	3	2	the fort	182	118	2	M	65, 131, 182
3	3	2	the lake	37	156	1	g	8, 37, 163
3	3	2	the page	217	38	2	g	180, 204, 217
3	3	2	the pyramid	173	141	1	g	46, 173, 186
3	3	2	to be	192	119	1	M	79, 192, 197
3	1	2	trying to	172	122	1	M	51, 78, 172
3	1	2	want to	197	197	1	M	1, 80, 197
3	3	2	you don't	185	136	2	g	50, 182, 185
3	3	2	you get	14	31	1	M	7, 14, 37
2	2	2	a stone	185	136	1	g	50, 185
2	2	2	above it	195	68	1	g	128, 195
2	2	2	and stop	199	58	1	g	142, 199
2	2	2	corner of	157	70	1	g	88, 157
2	2	2	go in	180	148	1	M	33, 180
2	2	2	goes down	212	64	1	M	149, 212
2	2	2	or a	205	104	1	g	102, 205
2	2	2	right i	206	176	1	M	31, 206
2	2	2	right what	171	94	1	g	78, 171
2	2	2	right where	216	200	1	M	17, 216
2	2	2	that and	183	66	1	g	118, 183
2	2	2	the other	95	50	1	g	46, 95
2	2	2	the paper	151	98	1	g	54, 151
2	2	2	then do	165	118	1	g	48, 165
2	2	2	then you	209	130	1	g	80, 209
2	2	2	there and	178	146	1	M	33, 178
2	2	2	to do	211	134	1	g	78, 211
2	2	2	turn left	127	42	1	g	86, 127
2	2	2	up the	186	24	1	M	163, 186
2	2	2	you just	186	36	1	M	151, 186
2	2	2	you know	142	124	1	M	19, 142
100	58	1	the	3	220	1	g	2, 3, 7, 8, 9, 11, 12, 13, 14, 16, 20, 22, 23, 24, 25, 26, 28, 30, 31, 37, 38, 40, 41, 43, 46, 49, 50, 51, 54, 57, 58, 60, 62, 63, 64, 65, 68, 69, 71, 72, 73, 74, 76, 78, 79, 84, 85, 87, 88, 90, 91, 92, 94, 95, 100, 101, 104, 114, 116, 117, 118, 120, 122, 131, 137, 138, 142, 145, 146, 148, 149, 151, 154, 156, 157, 160, 161, 163, 168, 172, 173, 178, 179, 180, 182, 184, 186, 187, 190, 194, 195, 200, 204, 206, 209, 210, 215, 217, 220, 221
