Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	for a long time .	3	M	13, 15
2	3	I'm not even	63	M	1, 63
2	3	the Super Bowl	33	M	3, 35
3	2	Super Bowl	35	M	3, 35, 37
3	2	the Cowboys	73	M	1, 13, 73
2	2	Cowboys are	3	M	1, 3
2	2	I think	15	M	59, 73
2	2	The Cowboys	13	M	3, 15
2	2	mean the	33	M	41, 73
2	2	not that	13	M	21, 33
2	2	playing the	7	M	5, 11
2	2	you can't	21	M	37, 57
14	1	the	73	M	1, 3, 5, 7, 9, 11, 13, 35, 39, 41, 59, 63, 67, 73
10	1	a	57	M	13, 15, 19, 29, 31, 37, 55, 63, 67, 69
6	1	I	45	M	29, 57, 59, 65, 67, 73
5	1	I'm	63	M	1, 19, 25, 61, 63
5	1	not	63	M	1, 11, 21, 33, 63
4	1	you	65	M	9, 37, 57, 73
3	1	He's	35	M	21, 51, 55
3	1	The	37	M	3, 15, 39
3	1	They're	29	M	5, 11, 33
3	1	You	9	M	37, 41, 45
3	1	and	29	M	35, 61, 63
3	1	are	39	M	1, 3, 39
3	1	can't	29	M	29, 37, 57
3	1	that	49	M	21, 33, 69
3	1	think	45	M	29, 59, 73
2	1	Is	47	M	23, 69
2	1	Packers	55	M	9, 63
2	1	Vikings	25	M	39, 63
2	1	What	3	M	25, 27
2	1	been	49	M	15, 63
2	1	fan	5	M	63, 67
2	1	gonna	59	M	3, 61
2	1	good	11	M	21, 31
2	1	he	5	M	19, 23
2	1	more	31	M	29, 59
2	1	of	11	M	19, 29
2	1	was	7	M	13, 19
2	1	win	35	M	3, 37

