Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	5	, uh , I ,	91	60	2	B	32, 90, 91
2	2	5	, you know , I	41	6	1	B	36, 41
5	3	4	, you know ,	41	43	2	B	32, 36, 41, 46, 74
2	2	4	I'd rather have a	60	14	1	M	47, 60
2	2	4	a lot of time	39	20	1	B	20, 39
12	9	3	, uh ,	91	117	8	B	18, 22, 32, 34, 52, 60, 72, 90, 91, 114, 120, 134
7	2	3	you know ,	41	53	3	B	22, 32, 36, 41, 46, 49, 74
5	3	3	a lot of	39	79	2	B	12, 20, 39, 62, 90
4	4	3	. Uh ,	117	92	3	B	26, 60, 62, 117
3	3	3	, if you	73	55	1	B	22, 73, 76
3	3	3	You know ,	134	62	2	M	73, 109, 134
3	1	3	know , I	109	74	1	B	36, 41, 109
2	2	3	I'm going to	116	6	1	M	111, 116
2	2	3	No . No	67	2	1	B	66, 67
2	2	3	in the car	128	36	1	M	93, 128
2	2	3	still good ,	19	2	1	B	18, 19
15	10	2	, I	41	130	3	B	4, 32, 36, 41, 52, 90, 91, 100, 102, 104, 109, 114, 116, 117, 133
13	2	2	, uh	91	129	9	B	6, 18, 22, 32, 34, 52, 60, 72, 90, 91, 114, 120, 134
12	1	2	uh ,	114	117	8	B	18, 22, 32, 34, 52, 60, 72, 90, 91, 114, 120, 134
9	5	2	Uh ,	99	92	7	B	26, 28, 36, 58, 60, 62, 94, 99, 117
8	6	2	have a	46	91	2	M	43, 45, 46, 47, 60, 104, 128, 133
7	2	2	, you	73	66	2	B	32, 36, 41, 46, 73, 74, 97
7	7	2	. I	53	130	1	B	4, 53, 57, 60, 86, 114, 133
7	7	2	Yeah .	72	98	2	M	1, 53, 72, 76, 82, 83, 98
7	2	2	a lot	54	103	2	B	12, 20, 39, 54, 62, 90, 114
7	7	2	car .	4	126	1	M	3, 4, 25, 38, 42, 62, 128
6	4	2	the car	55	107	2	B	22, 38, 55, 76, 93, 128
6	6	2	was a	49	54	4	B	4, 6, 32, 42, 49, 57
5	5	2	And ,	32	84	1	M	19, 32, 72, 90, 102
5	5	2	I think	45	79	1	B	22, 45, 55, 57, 100
5	3	2	in the	60	94	1	M	35, 60, 93, 111, 128
4	2	2	, if	73	55	2	B	22, 72, 73, 76
4	4	2	I don't	102	113	2	M	21, 47, 102, 133
4	4	2	but I	114	115	2	M	21, 77, 114, 135
4	4	2	classical music	121	6	3	B	116, 118, 120, 121
4	2	2	going to	111	55	2	B	62, 100, 111, 116
4	4	2	it .	34	111	1	M	23, 34, 77, 133
4	4	2	like the	98	103	1	M	29, 98, 129, 131
3	1	2	I ,	91	60	2	B	32, 90, 91
3	3	2	I got	104	52	2	M	53, 57, 104
3	3	2	I had	37	71	1	B	34, 37, 104
3	3	2	I like	29	128	1	B	4, 29, 131
3	3	2	It's not	60	24	2	M	37, 51, 60
3	3	2	Nissan .	64	36	2	M	29, 59, 64
3	3	2	No ,	95	49	1	B	66, 95, 114
3	3	2	Oh ,	125	124	2	B	2, 98, 125
3	3	2	Well ,	7	40	1	B	4, 7, 43
3	3	2	a Ford	65	34	2	B	32, 34, 65
3	3	2	a Nissan	57	46	2	B	12, 22, 57
3	3	2	a car	62	16	2	M	47, 49, 62
3	3	2	a used	5	39	1	B	4, 5, 42
3	3	2	buy a	22	28	1	M	5, 22, 32
3	3	2	had a	35	4	1	B	34, 35, 37
3	3	2	have the	79	58	2	B	22, 76, 79
3	3	2	it is	133	118	1	B	18, 133, 135
3	3	2	it was	49	14	2	B	36, 44, 49
3	3	2	it's not	102	84	2	M	19, 43, 102
3	3	2	listen to	127	14	2	B	114, 126, 127
3	3	2	looking for	95	36	2	B	60, 94, 95
3	3	2	of the	90	110	1	M	9, 90, 118
3	1	2	of time	116	97	1	B	20, 39, 116
3	3	2	that ,	54	24	1	M	37, 54, 60
3	3	2	that .	100	74	1	M	31, 100, 104
3	3	2	the best	86	62	2	M	25, 57, 86
3	3	2	they don't	130	122	1	M	11, 130, 132
3	3	2	you have	94	50	2	M	45, 75, 94
