Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	I mean , you know ,	3	B	28, 30
4	4	, you know ,	31	B	0, 4, 28, 30
2	4	, I don't know	7	B	4, 10
2	4	, I think people	5	B	16, 20
2	4	, that was just	3	B	30, 32
2	4	, uh , you	7	B	10, 16
2	4	. You know ,	11	B	16, 26
5	3	, you know	31	B	0, 4, 16, 28, 30
3	3	, uh ,	11	B	10, 16, 20
3	3	I mean ,	5	B	28, 30, 32
3	3	You know ,	19	B	8, 16, 26
2	3	, I think	5	B	16, 20
2	3	, there's nothing	3	B	4, 6
2	3	I think ,	15	B	20, 34
2	3	don't know .	7	B	4, 10
2	3	know , I	13	B	16, 28
2	3	like you said	15	B	18, 32
2	3	on T V	17	B	4, 20
2	3	the TIME MAGAZINE	3	B	4, 6
7	2	know ,	31	B	0, 4, 8, 16, 26, 28, 30
6	2	, I	29	B	0, 4, 10, 16, 20, 28
6	2	, you	31	B	0, 4, 10, 16, 28, 30
4	2	, uh	17	B	4, 10, 16, 20
4	2	I think	19	B	16, 18, 20, 34
3	2	, but	11	B	10, 16, 20
3	2	, there's	13	B	4, 6, 16
3	2	. I	29	B	0, 2, 28
3	2	T V	19	B	2, 4, 20
3	2	TIME MAGAZINE	5	B	2, 4, 6
3	2	know .	13	B	4, 10, 16
2	2	, and	3	B	28, 30
2	2	, is	31	B	4, 34
2	2	, it's	25	B	8, 32
2	2	, or	13	B	4, 16
2	2	I get	9	B	2, 10
2	2	Right .	21	B	6, 26
2	2	Uh-huh .	3	B	22, 24
2	2	or at	5	B	0, 4
2	2	really ,	5	B	6, 10
2	2	something ,	5	B	6, 10
2	2	that .	17	B	0, 16
2	2	that happen	11	B	18, 28
2	2	that was	3	B	30, 32
12	1	I	35	B	0, 2, 4, 10, 12, 16, 18, 20, 28, 30, 32, 34
9	1	you	33	B	0, 4, 6, 10, 16, 18, 28, 30, 32
8	1	that	33	B	0, 4, 16, 18, 26, 28, 30, 32
7	1	the	31	B	0, 4, 6, 20, 26, 28, 30
6	1	and	25	B	10, 16, 28, 30, 32, 34
6	1	of	31	B	4, 6, 10, 18, 26, 34
4	1	a	25	B	2, 10, 16, 26
4	1	it	19	B	2, 4, 6, 20
4	1	just	27	B	6, 28, 30, 32
4	1	or	17	B	0, 4, 6, 16
4	1	to	25	B	6, 16, 20, 30
3	1	Right	21	B	6, 14, 26
3	1	TIME	5	B	2, 4, 6
3	1	because	27	B	6, 26, 32
3	1	get	9	B	2, 4, 10
3	1	good	23	B	4, 20, 26
3	1	in	17	B	4, 6, 20
3	1	news	19	B	0, 16, 18
3	1	something	27	B	6, 10, 32
3	1	there's	13	B	4, 6, 16
3	1	thing	31	B	4, 26, 34
3	1	was	7	B	26, 30, 32
3	1	we	23	B	4, 16, 26
3	1	with	29	B	6, 16, 34
2	1	I've	3	B	4, 6
2	1	at	5	B	0, 4
2	1	basically	9	B	8, 16
2	1	from	9	B	2, 10
2	1	like	15	B	18, 32
2	1	more	9	B	10, 18
2	1	on	17	B	4, 20
2	1	one	33	B	2, 34
2	1	so	29	B	2, 30

