Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	, um ,	15	3	2	A	12,15	[[12, 15]]
4	0	2	, um	15	27	2	A	12,15,34,39	[[12, 15], [34, 39]]
2	0	2	um ,	15	3	2	A	12,15	[[12, 15]]
2	0	2	and ,	15	5	1	A	10,15	[[10, 15]]
4	2	1	that	15	5	5	A	14,15,17,19	[[14, 15, 17, 19]]
9	1	1	i	11	33	1	A	6,11,14,17,19,32,33,38,39	[[6, 11], [14, 17, 19], [32, 33], [38, 39]]
3	1	1	and	11	5	2	A	10,11,15	[[10, 11, 15]]
2	0	1	in	41	3	8	A	38,41	[[38, 41]]
4	0	1	um	15	27	2	A	12,15,34,39	[[12, 15], [34, 39]]
5	1	1	that's	21	15	1	A	18,21,28,32,33	[[18, 21], [28, 32, 33]]
2	0	1	don't	23	5	2	A	18,23	[[18, 23]]
2	0	1	right	33	5	1	A	28,33	[[28, 33]]
