Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	2	, but	21	5	1	A	16,21	[[16, 21]]
2	0	2	, i	111	5	2	A	106,111	[[106, 111]]
2	0	2	going to	95	5	4	A	90,95	[[90, 95]]
2	0	2	, and	91	1	1	A	90,91	[[90, 91]]
2	0	2	and i	35	3	1	A	32,35	[[32, 35]]
2	0	2	i like	61	1	1	A	60,61	[[60, 61]]
32	6	1	i	15	105	2	A	10,15,16,17,21,22,25,30,31,32,33,35,36,38,41,46,49,54,55,56,60,61,88,91,102,103,105,106,110,111,114,115	[[10, 15], [16, 17, 21], [22, 25], [30, 31, 32, 33, 35], [32, 33, 35], [36, 38, 41], [38, 41], [46, 49], [54, 55], [56, 60, 61], [60, 61], [88, 91], [102, 103, 105], [106, 110, 111], [110, 111, 114, 115]]
7	1	1	to	33	81	1	A	30,33,90,91,95,106,111	[[30, 33], [90, 91, 95], [106, 111]]
2	0	1	yeah	39	5	4	A	34,39	[[34, 39]]
2	0	1	that	111	5	4	A	106,111	[[106, 111]]
3	1	1	know	33	3	1	A	30,32,33	[[30, 32, 33], [32, 33]]
8	4	1	and	33	63	1	A	32,33,35,37,90,91,93,95	[[32, 33, 35, 37], [90, 91, 93, 95]]
5	1	1	in	73	23	3	A	72,73,90,93,95	[[72, 73], [90, 93, 95]]
2	0	1	so	117	1	10	A	116,117	[[116, 117]]
2	0	1	but	21	5	2	A	16,21	[[16, 21]]
4	0	1	just	41	43	1	A	36,41,76,79	[[36, 41], [76, 79]]
2	0	1	is	21	3	1	A	18,21	[[18, 21]]
3	1	1	piano	19	5	1	A	16,19,21	[[16, 19, 21]]
