Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	5	i do , uh ,	9	3	1	A	6,9	[[6, 9]]
2	0	4	do , uh ,	9	3	1	A	6,9	[[6, 9]]
2	0	4	much sugar , boy	45	3	1	A	42,45	[[42, 45]]
7	1	3	, uh ,	9	67	3	A	6,8,9,26,31,68,73	[[6, 8, 9], [8, 9], [26, 31], [68, 73]]
2	0	3	, uh .	17	1	1	A	16,17	[[16, 17]]
2	0	3	did you ?	47	1	1	A	46,47	[[46, 47]]
12	4	2	, uh	9	67	3	A	6,8,9,14,16,17,26,28,31,68,70,73	[[6, 8, 9], [8, 9], [14, 16, 17], [16, 17], [26, 28, 31], [28, 31], [68, 70, 73]]
3	1	2	a lot	51	3	4	A	48,50,51	[[48, 50, 51]]
2	0	2	well ,	73	5	5	A	68,73	[[68, 73]]
2	0	2	oh ,	45	5	4	A	40,45	[[40, 45]]
2	0	2	i do	9	3	1	A	6,9	[[6, 9]]
2	0	2	it .	15	3	1	A	12,15	[[12, 15]]
2	0	2	, boy	45	3	2	A	42,45	[[42, 45]]
2	0	2	, right	5	1	1	A	4,5	[[4, 5]]
2	0	2	sugar ,	45	3	1	A	42,45	[[42, 45]]
2	0	2	to do	15	1	1	A	14,15	[[14, 15]]
2	0	2	you ?	47	1	2	A	46,47	[[46, 47]]
2	0	2	do that	59	1	1	A	58,59	[[58, 59]]
2	0	2	feel it	23	1	1	A	22,23	[[22, 23]]
2	0	2	fish .	55	1	1	A	54,55	[[54, 55]]
2	0	2	have to	45	1	1	A	44,45	[[44, 45]]
2	0	2	is it	33	5	1	A	28,33	[[28, 33]]
2	0	2	sugar in	61	1	1	A	60,61	[[60, 61]]
2	0	2	to wake	35	1	1	A	34,35	[[34, 35]]
12	2	1	i	9	61	1	A	6,9,10,11,12,14,15,19,44,49,62,67	[[6, 9, 10, 11], [10, 11, 12, 14, 15], [12, 14, 15], [14, 15, 19], [44, 49], [62, 67]]
12	4	1	it	15	21	2	A	12,14,15,18,22,23,24,28,29,30,32,33	[[12, 14, 15], [14, 15], [18, 22, 23], [22, 23], [24, 28, 29], [28, 29, 30, 32, 33], [30, 32, 33], [32, 33]]
10	4	1	a	7	49	1	A	6,7,38,40,43,48,50,51,53,55	[[6, 7], [38, 40, 43], [40, 43], [48, 50, 51, 53], [50, 51, 53, 55]]
11	1	1	do	7	53	1	A	6,7,9,14,15,26,27,34,37,58,59	[[6, 7, 9], [14, 15], [26, 27], [34, 37], [58, 59]]
4	0	1	it's	31	15	2	A	28,31,38,43	[[28, 31], [38, 43]]
8	2	1	to	15	35	4	A	10,14,15,32,34,35,44,45	[[10, 14, 15], [14, 15], [32, 34, 35], [34, 35], [44, 45]]
2	0	1	the	1	1	1	A	0,1	[[0, 1]]
4	0	1	like	55	9	2	A	54,55,62,63	[[54, 55], [62, 63]]
3	1	1	so	13	5	2	A	8,10,13	[[8, 10, 13], [10, 13]]
2	0	1	of	55	5	6	A	50,55	[[50, 55]]
2	0	1	have	45	1	4	A	44,45	[[44, 45]]
2	0	1	right	5	1	1	A	4,5	[[4, 5]]
2	0	1	in	61	1	5	A	60,61	[[60, 61]]
3	1	1	lot	51	3	4	A	48,50,51	[[48, 50, 51]]
5	1	1	sugar	45	19	1	A	42,45,58,60,61	[[42, 45], [58, 60, 61]]
2	0	1	that's	67	5	1	A	62,67	[[62, 67]]
2	0	1	eat	45	3	1	A	42,45	[[42, 45]]
2	0	1	much	45	3	3	A	42,45	[[42, 45]]
2	0	1	feel	23	1	1	A	22,23	[[22, 23]]
3	1	1	ketchup	61	3	1	A	60,61,63	[[60, 61, 63]]
2	0	1	my	35	1	2	A	34,35	[[34, 35]]
2	0	1	earlier	35	1	1	A	34,35	[[34, 35]]
2	0	1	fish	55	1	1	A	54,55	[[54, 55]]
2	0	1	nice	65	1	1	A	64,65	[[64, 65]]
2	0	1	sleep	41	5	1	A	36,41	[[36, 41]]
2	0	1	studying	73	1	1	A	72,73	[[72, 73]]
2	0	1	up	35	1	1	A	34,35	[[34, 35]]
