,Speaker,Utterance,Unified
5,A,Is that a nice vacation spot?,A|Is that a nice vacation spot?
6,M,"Uh, I haven't been on a real hot, hot, cool, hot summer. I mean, I've been on, on a nice hot, mild summer.","M|Uh, I haven't been on a real hot, hot, cool, hot summer. I mean, I've been on, on a nice hot, mild summer."
7,A,"Right, okay.","A|Right, okay."
8,M,"And, uh.","M|And, uh."
9,A,Right. So you probably wouldn't recommend that as a big tourist spot?,A|Right. So you probably wouldn't recommend that as a big tourist spot?
10,M,"Uh, no, because, uh","M|Uh, no, because, uh"
11,A,"Ooh, that would be nice.","A|Ooh, that would be nice."
12,M,"But, uh.","M|But, uh."
13,A,Did you scuba dive there?,A|Did you scuba dive there?
14,M,"Oh, yes, yes.","M|Oh, yes, yes."
15,A,"Ooh, that would be nice.","A|Ooh, that would be nice."
16,M,"!!!% Yeah, that is, that's what we like to do. We've got a, we've got, uh, we have a little, uh little, little, well, little school on one side and a football field and, uh we've, we're kind of on a picnic table out there, so we, we do, uh","M|!!!% Yeah, that is, that's what we like to do. We've got a, we've got, uh, we have a little, uh little, little, well, little school on one side and a football field and, uh we've, we're kind of on a picnic table out there, so we, we do, uh"
17,A,"Oh, that would be enjoyable. Right, yeah, that's, a nice break.","A|Oh, that would be enjoyable. Right, yeah, that's, a nice break."
18,M,Uh-huh.,M|Uh-huh.
19,A,"I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing.","A|I haven't been on vacation in a while either. Um, usually when we go, we go to Colorado, to Estes Park area. Which is up kind of near Denver. And, uh, stay in the mountains up there, do a little hiking and resting, get away from the Texas heat, that kind of thing."
20,M,Uh-huh. Uh-homing.,M|Uh-huh. Uh-homing.
21,A,"So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long","A|So it's a lot of fun. I worked up there last summer, so I guess it was kind of like a vacation the, whole summer long"
22,M,Yeah.,M|Yeah.
