,Speaker,Utterance,Unified
5,A,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,","A|and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,"
6,M,Uh-huh.,M|Uh-huh.
7,A,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California.","A|and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California."
8,M,Uh.,M|Uh.
9,A,"And these were from other, people from other countries. He's a translator.","A|And these were from other, people from other countries. He's a translator."
10,M,"Oh, really?","M|Oh, really?"
11,A,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is.","A|And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is."
12,M,Right.,M|Right.
13,A,"Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it.","A|Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it."
14,M,Yeah.,M|Yeah.
15,A,"You mean more money for that means less for cancer or,","A|You mean more money for that means less for cancer or,"
16,M,"Well, I think, I, I agree with you, I also think that, uh","M|Well, I think, I, I agree with you, I also think that, uh"
17,A,yeah.,A|yeah.
18,M,Uh-huh.,M|Uh-huh.
19,A,Uh-huh.,A|Uh-huh.
20,M,and I'm not sure that that's going to happen.,M|and I'm not sure that that's going to happen.
21,A,Uh-huh.,A|Uh-huh.
22,M,"Yeah, I, I agree. Uh, I think that, uh that, that's a really important part of, uh uh, education and that, you know, that you have to have the ability to have that, because I think, uh-hil SAMHUNTUM is a good example of that,","M|Yeah, I, I agree. Uh, I think that, uh that, that's a really important part of, uh uh, education and that, you know, that you have to have the ability to have that, because I think, uh-hil SAMHUNTUM is a good example of that,"
23,A,"Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie.","A|Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie."
24,M,"Uh, I know that, uh.","M|Uh, I know that, uh."
25,A,"Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point.","A|Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point."
26,M,Yeah.,M|Yeah.
27,A,Uh-huh.,A|Uh-huh.
28,M,So I'm really concerned about that.,M|So I'm really concerned about that.
29,A,Uh-huh.,A|Uh-huh.
30,M,"I'm not, I don, I really don't know what the answer is.","M|I'm not, I don, I really don't know what the answer is."
31,A,"Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more.","A|Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more."
32,M,Yeah.,M|Yeah.
33,A,"That's, that's the part that,","A|That's, that's the part that,"
34,M,"I mean, you, you have to look at it more from a, a selfish point of view, you don't want to, you want to take care of the world and you want, you can't just come in and do this, you need to make this world a better place for all of us,","M|I mean, you, you have to look at it more from a, a selfish point of view, you don't want to, you want to take care of the world and you want, you can't just come in and do this, you need to make this world a better place for all of us,"
35,A,"That's the part that scares me, you know. I mean beginning with this is, this is just for homosexuals, well no, it's for homosexuals and gays, well no, actually, it's, I mean, you know. Did they know that all along?","A|That's the part that scares me, you know. I mean beginning with this is, this is just for homosexuals, well no, it's for homosexuals and gays, well no, actually, it's, I mean, you know. Did they know that all along?"
36,M,Uh-huh.,M|Uh-huh.
37,A,Oh,A|Oh
38,M,"And, you can get it, you just have to be careful.","M|And, you can get it, you just have to be careful."
39,A,Right.,A|Right.
40,M,"but, uh.","M|but, uh."
41,A,"And how is it really transmitted, et cetera.","A|And how is it really transmitted, et cetera."
42,M,Uh-huh.,M|Uh-huh.
43,A,"Which is, I think, what they also don't know. I mean that's, I think they, they told us what was convenient and felt safe to say, you know.","A|Which is, I think, what they also don't know. I mean that's, I think they, they told us what was convenient and felt safe to say, you know."
44,M,"Right. Well, they can tell us anything they want.","M|Right. Well, they can tell us anything they want."
45,A,"It was nice to isolate it to one particular community that they have trouble, you know, they just as soon not approve of anyway, but, but that isn't how it was in Africa.","A|It was nice to isolate it to one particular community that they have trouble, you know, they just as soon not approve of anyway, but, but that isn't how it was in Africa."
46,M,Right.,M|Right.
47,A,"In Africa was the men and women and, and had nothing to do with that, and it's huge over there. So I, I, you know, and it's beginning, other countries that's what's his point. This was an international, conference where people are saying, well, but in my country it's, you know, like this.","A|In Africa was the men and women and, and had nothing to do with that, and it's huge over there. So I, I, you know, and it's beginning, other countries that's what's his point. This was an international, conference where people are saying, well, but in my country it's, you know, like this."
48,M,Yeah.,M|Yeah.
49,A,"And does that mean like flus and everything else, there are all these different strains of it?","A|And does that mean like flus and everything else, there are all these different strains of it?"
50,M,"Well, yeah, I mean, it's kind of like, you just isolate them, and then you can't eat them, you don't know what you do with them.","M|Well, yeah, I mean, it's kind of like, you just isolate them, and then you can't eat them, you don't know what you do with them."
51,A,"I mean I don't know. All I'm saying is I think it's scarier than we know. Uh, or maybe they understand but,","A|I mean I don't know. All I'm saying is I think it's scarier than we know. Uh, or maybe they understand but,"
52,M,"Well, I don, I think that, that, uh, you don't have to worry about, uh you know the child care, the, the whole school system and everything, I mean, that's, that would be the most important thing.","M|Well, I don, I think that, that, uh, you don't have to worry about, uh you know the child care, the, the whole school system and everything, I mean, that's, that would be the most important thing."
53,A,"Yeah, and, uh, and then the people that have it, it does seem that there are, are some drugs that are there that, you know, they keep holding back. If you, if I were dying, I'm not sure I would care.","A|Yeah, and, uh, and then the people that have it, it does seem that there are, are some drugs that are there that, you know, they keep holding back. If you, if I were dying, I'm not sure I would care."
54,M,Uh-huh.,M|Uh-huh.
55,A,"Yeah, right. I'll take anything you know.","A|Yeah, right. I'll take anything you know."
