,Speaker,Utterance,Unified
5,M,"just, just a little bit.","M|just, just a little bit."
6,A,Yeah. I think it's a little harsh to say that they should have to spend a year or two.,A|Yeah. I think it's a little harsh to say that they should have to spend a year or two.
7,M,Uh-huh.,M|Uh-huh.
8,A,"I, I, I'd force them. I think that, uh, I think it would be, I think I think a lot of kids actually do a lot of work and no one just realizes it.","A|I, I, I'd force them. I think that, uh, I think it would be, I think I think a lot of kids actually do a lot of work and no one just realizes it."
9,M,Uh-huh.,M|Uh-huh.
10,A,"Right, exactly. I was a, I was a Boy Scout. As part of being a Boy Scout, you had to do, you know, projects all throughout and then to become an Eagle Scout you have to spend a, do a yearlong project.","A|Right, exactly. I was a, I was a Boy Scout. As part of being a Boy Scout, you had to do, you know, projects all throughout and then to become an Eagle Scout you have to spend a, do a yearlong project."
11,M,Uh-huh.,M|Uh-huh.
12,A,Yeah.,A|Yeah.
13,M,"And I think, uh.","M|And I think, uh."
14,A,"I think, I, I, now I think people generally volunteer.","A|I think, I, I, now I think people generally volunteer."
15,M,Uh-huh.,M|Uh-huh.
16,A,"That there's no problem with getting them to, do stuff.","A|That there's no problem with getting them to, do stuff."
17,M,No problem at all.,M|No problem at all.
18,A,"Well, we have a funny commercial around here. It says something like, if people were to give five, hours a week or five percent of their salary, we could, they could solve all the world's problems or something. So,  I guess if we all give five hours a week or five percent of our salary we could, uh,","A|Well, we have a funny commercial around here. It says something like, if people were to give five, hours a week or five percent of their salary, we could, they could solve all the world's problems or something. So,  I guess if we all give five hours a week or five percent of our salary we could, uh,"
19,M,"Yeah, I guess, uh.","M|Yeah, I guess, uh."
20,A,"or just, or just gave, or, or, or just forced our kids just to, to, force kids to serve for, uh, parents, I guess.","A|or just, or just gave, or, or, or just forced our kids just to, to, force kids to serve for, uh, parents, I guess."
21,M,Yeah.,M|Yeah.
22,A,"Substitute. My, my, yeah,","A|Substitute. My, my, yeah,"
23,M,"Well, that's, that, that would be true.","M|Well, that's, that, that would be true."
24,A,my kid will do four or five hours this week for me. No problem.,A|my kid will do four or five hours this week for me. No problem.
25,M,That's great.,M|That's great.
26,A,Uh-huh.,A|Uh-huh.
27,M,"and, uh","M|and, uh"
28,A,I've seen that. Yeah.,A|I've seen that. Yeah.
29,M,"And, uh.","M|And, uh."
30,A,"They, they, just started trying to get them, something together like, like that around here from, for, from the community because, uh, we had a big ice storm uh, very, very recently.","A|They, they, just started trying to get them, something together like, like that around here from, for, from the community because, uh, we had a big ice storm uh, very, very recently."
31,M,Uh-oh.,M|Uh-oh.
32,A,You don't sound like you're in the north. You sound like you're in the south somewhere.,A|You don't sound like you're in the north. You sound like you're in the south somewhere.
33,M,"No, I'm in the, uh east of Dallas.","M|No, I'm in the, uh east of Dallas."
34,A,"Yeah, uh, I'm in, uh, New York.","A|Yeah, uh, I'm in, uh, New York."
35,M,"Oh, really?","M|Oh, really?"
36,A,"Upstate New York, yeah.","A|Upstate New York, yeah."
37,M,Uh-huh.,M|Uh-huh.
38,A,"And, uh,","A|And, uh,"
39,M,"Yeah, I, I think that, uh.","M|Yeah, I, I think that, uh."
40,A,"Long way, uh,","A|Long way, uh,"
41,M,Oh.,M|Oh.
42,A,"And we just had a really big ice storm. And, basically, half the trees in, in our city, I'm in Rochester which is, uh right upstate. Half of the trees in the city, uh, are no good anymore.","A|And we just had a really big ice storm. And, basically, half the trees in, in our city, I'm in Rochester which is, uh right upstate. Half of the trees in the city, uh, are no good anymore."
43,M,"Yeah, I think we had about four inches of snow on the ground in about, uh uh, this evening.","M|Yeah, I think we had about four inches of snow on the ground in about, uh uh, this evening."
44,A,That's how bad it was. Everything is just down everywhere.,A|That's how bad it was. Everything is just down everywhere.
45,M,"Oh, yeah.","M|Oh, yeah."
46,A,"You know, we had three hundred thousand people without power.","A|You know, we had three hundred thousand people without power."
47,M,Yeah.,M|Yeah.
48,A,"You know, it was, and, you know, and, and they, and we didn't have power for a week and there are still people who don't have power.","A|You know, it was, and, you know, and, and they, and we didn't have power for a week and there are still people who don't have power."
49,M,Uh-huh.,M|Uh-huh.
50,A,"Oh, yeah, it's been, it's been, it's been ten days already and there are still something like ten thousand people without power.","A|Oh, yeah, it's been, it's been, it's been ten days already and there are still something like ten thousand people without power."
51,M,Yeah.,M|Yeah.
52,A,"and were officially, yeah, and we're officially in a state of emergency. Funny thing is the news, the national news how they covered it. Uh,","A|and were officially, yeah, and we're officially in a state of emergency. Funny thing is the news, the national news how they covered it. Uh,"
53,M,Oh.,M|Oh.
54,A,"Yeah. I think it made about three minutes on one of the national news stations or something and, and we've been in a state of emergency for over, you know, for ten or eleven days.","A|Yeah. I think it made about three minutes on one of the national news stations or something and, and we've been in a state of emergency for over, you know, for ten or eleven days."
55,M,Uh-huh.,M|Uh-huh.
56,A,"You know. We just got our phone back today, uh, and, and, they're you know, putting out ads now for people to come volunteer, or to have their organizations come, volunteer to help clean up the streets.","A|You know. We just got our phone back today, uh, and, and, they're you know, putting out ads now for people to come volunteer, or to have their organizations come, volunteer to help clean up the streets."
57,M,"Oh, my gosh.","M|Oh, my gosh."
58,A,"Because we have, you know, everywhere that a tree is down people need help and,  we're all, all, a lot of older folks need help getting,  their yards cleaned out because they can't afford to pay anyone","A|Because we have, you know, everywhere that a tree is down people need help and,  we're all, all, a lot of older folks need help getting,  their yards cleaned out because they can't afford to pay anyone"
59,M,Uh-huh.,M|Uh-huh.
60,A,"and they, and, and they certainly can't carry it themselves","A|and they, and, and they certainly can't carry it themselves"
61,M,Yeah.,M|Yeah.
62,A,"and, So,","A|and, So,"
63,M,"Well, that's a shame because it's really, it's, it really is a problem.","M|Well, that's a shame because it's really, it's, it really is a problem."
64,A,"Oh, that's great.","A|Oh, that's great."
65,M,"It's, it's just, uh","M|It's, it's just, uh"
66,A,"And is that supported by all donations to the church and so forth or,","A|And is that supported by all donations to the church and so forth or,"
67,M,Yeah.,M|Yeah.
68,A,"Oh, so he,","A|Oh, so he,"
69,M,"So, you know","M|So, you know"
70,A,That's real nice.,A|That's real nice.
71,M,"So, it's real convenient, too.","M|So, it's real convenient, too."
72,A,Right.,A|Right.
73,M,"But, um,","M|But, um,"
74,A,"That,  that's real good.","A|That,  that's real good."
75,M,"And, uh, we have, uh  had real good luck with that.","M|And, uh, we have, uh  had real good luck with that."
76,A,"And I, and I bet it gives you a real good feeling  to be doing that.","A|And I, and I bet it gives you a real good feeling  to be doing that."
77,M,"Oh, it sure does.","M|Oh, it sure does."
78,A,Yeah.,A|Yeah.
79,M,"and, uh, I think it's helped a lot.","M|and, uh, I think it's helped a lot."
80,A,"That's, that's, uh, that's real good.","A|That's, that's, uh, that's real good."
81,M,"Yeah, it, it really is.","M|Yeah, it, it really is."
82,A,"We had, uh, we had organizations like that in college, you know. We had a community service group in college that had all sorts of different groups and some did like that, some did elderly visits,","A|We had, uh, we had organizations like that in college, you know. We had a community service group in college that had all sorts of different groups and some did like that, some did elderly visits,"
83,M,Uh-huh.,M|Uh-huh.
84,A,"some did, uh, some did, you know, Big Brother, Big Sister, stuff like that. And I'm convinced that, that, that at least twenty-five percent of our school participated in some sort of a, some sort of group. You know, activity like that.","A|some did, uh, some did, you know, Big Brother, Big Sister, stuff like that. And I'm convinced that, that, that at least twenty-five percent of our school participated in some sort of a, some sort of group. You know, activity like that."
85,M,Uh-huh.,M|Uh-huh.
86,A,"You know. Twenty-five, I don't know. Twenty-five percent? A asks someone else in the Yeah, my wife was big in that","A|You know. Twenty-five, I don't know. Twenty-five percent? A asks someone else in the Yeah, my wife was big in that"
87,M,Uh-huh.,M|Uh-huh.
88,A,"And she thinks, yeah, twenty-five percent. It, it was a small school","A|And she thinks, yeah, twenty-five percent. It, it was a small school"
89,M,Uh-huh.,M|Uh-huh.
90,A,"But, uh, Yeah, but, I mean, a, a, a lot of people would get involved and, you know, because there were all different, organizations to do. There was Big Brother, Big Sister,","A|But, uh, Yeah, but, I mean, a, a, a lot of people would get involved and, you know, because there were all different, organizations to do. There was Big Brother, Big Sister,"
91,M,Uh-huh.,M|Uh-huh.
92,A,"they had a yearly auction, they had a dance marathon for charity or, to, to support that, group.","A|they had a yearly auction, they had a dance marathon for charity or, to, to support that, group."
93,M,Oh.,M|Oh.
94,A,"Such that, you know, lots of people got involved that way.","A|Such that, you know, lots of people got involved that way."
95,M,"Well, that's great.","M|Well, that's great."
96,A,Yeah.,A|Yeah.
97,M,"So, uh, it's, it, it was, it had to be a lot of fun.","M|So, uh, it's, it, it was, it had to be a lot of fun."
98,A,"Yeah, no, neither do I. I think it should be completely optional and you know.","A|Yeah, no, neither do I. I think it should be completely optional and you know."
99,M,Uh-huh.,M|Uh-huh.
100,A,"Yeah, they're not worth a year. Or some people just, just can't even afford it, you know, whatever. I mean, the Peace Corps doesn't pay very well. You know?","A|Yeah, they're not worth a year. Or some people just, just can't even afford it, you know, whatever. I mean, the Peace Corps doesn't pay very well. You know?"
101,M,"No, I, I think they do, I do think they pay a little bit too much.","M|No, I, I think they do, I do think they pay a little bit too much."
102,A,"People get shipped off and then, you know, and then, and then their parents, I have a, uh, a, a friend whose, whose son is in the Peace Corps in Guatemala, or daughter is in the Peace Corps in Guatemala right now.","A|People get shipped off and then, you know, and then, and then their parents, I have a, uh, a, a friend whose, whose son is in the Peace Corps in Guatemala, or daughter is in the Peace Corps in Guatemala right now."
103,M,Uh-huh.,M|Uh-huh.
104,A,"And, you know, he and his wife just went off to visit her and, you know, I know I could never afford to go visit a kid in Guatemala.","A|And, you know, he and his wife just went off to visit her and, you know, I know I could never afford to go visit a kid in Guatemala."
105,M,Yeah.,M|Yeah.
106,A,"You know, so","A|You know, so"
107,M,Yeah.,M|Yeah.
108,A,"so I think, you know, and, and, and the kid's certainly not making much money.","A|so I think, you know, and, and, and the kid's certainly not making much money."
109,M,"No, no, no.","M|No, no, no."
110,A,"So I can see where that, that, may be a problem.","A|So I can see where that, that, may be a problem."
111,M,Uh-huh.,M|Uh-huh.
112,A,Just take off a year.,A|Just take off a year.
113,M,"yeah, I know, I think that's a, a big problem, and I think it's a big part of it too.","M|yeah, I know, I think that's a, a big problem, and I think it's a big part of it too."
114,A,"Yeah, I don't,","A|Yeah, I don't,"
115,M,I don't know.,M|I don't know.
116,A,"Yeah, yeah, well neither can I, so, I, I, I, I, I, I, did my service before and I'll do my little community service throughout, but never  never for a year again.","A|Yeah, yeah, well neither can I, so, I, I, I, I, I, I, did my service before and I'll do my little community service throughout, but never  never for a year again."
117,M,Uh-huh.,M|Uh-huh.
118,A,"So, so I guess our vote is no","A|So, so I guess our vote is no"
119,M,Yeah.,M|Yeah.
120,A,"Well, it's been nice talking to you again.","A|Well, it's been nice talking to you again."
121,M,You too.,M|You too.
122,A,"Well, yeah, we're, we're slowly getting everything back together again. You know, it, it's taking time, but everything, you know,","A|Well, yeah, we're, we're slowly getting everything back together again. You know, it, it's taking time, but everything, you know,"
123,M,It's hard to find time for all of us.,M|It's hard to find time for all of us.
124,A,"we got lucky. We had no damage to our house or anything so, The rest will just have to come with time.","A|we got lucky. We had no damage to our house or anything so, The rest will just have to come with time."
125,M,"Yeah, well, we, we've been lucky. I guess, I guess we're just lucky to have been able to do that. We, uh, we bought a new house about two and a half years ago.","M|Yeah, well, we, we've been lucky. I guess, I guess we're just lucky to have been able to do that. We, uh, we bought a new house about two and a half years ago."
126,A,"Well, good luck to you, too.","A|Well, good luck to you, too."
127,M,"Okay, bye-bye.","M|Okay, bye-bye."
128,A,Bye-bye or,A|Bye-bye or
129,M,Byee.,M|Byee.
