,Speaker,Utterance,Unified
5,A,All local. Were they like all in Dallas?,A|All local. Were they like all in Dallas?
6,M,"Yeah, uh-hope so, because, uh.","M|Yeah, uh-hope so, because, uh."
7,A,Oh.,A|Oh.
8,M,"but, uh,","M|but, uh,"
9,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
10,M,"And, uh, so I was kind of hoping that, uh.","M|And, uh, so I was kind of hoping that, uh."
11,A,Just from city to city then .,A|Just from city to city then .
12,M,"Yeah, yeah.","M|Yeah, yeah."
13,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
14,M,"so, it was a big deal for them.","M|so, it was a big deal for them."
15,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
16,M,"But, uh.","M|But, uh."
17,A,Do you go back?,A|Do you go back?
18,M,"Yeah, I go back every year to see my grandparents.","M|Yeah, I go back every year to see my grandparents."
19,A,"Is it choice or just business or,","A|Is it choice or just business or,"
20,M,"Well, uh.","M|Well, uh."
21,A,Uh-huh.,A|Uh-huh.
22,M,"And I don't know why that is. I mean, I do have friends that go to a, a private school, but they don't have the money to go and, and do something like that.","M|And I don't know why that is. I mean, I do have friends that go to a, a private school, but they don't have the money to go and, and do something like that."
23,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
24,M,"and, uh.","M|and, uh."
25,A,Uh-huh.,A|Uh-huh.
26,M,"But, uh.","M|But, uh."
27,A,Oh. Do you have brothers and sisters?,A|Oh. Do you have brothers and sisters?
28,M,Yes.,M|Yes.
29,A,"Uh-huh, uh-huh. And, is your mother still living?","A|Uh-huh, uh-huh. And, is your mother still living?"
30,M,"Yes, she's still living at home.","M|Yes, she's still living at home."
31,A,"Oh, so, so you go back and visit with her anyway. Would you not?","A|Oh, so, so you go back and visit with her anyway. Would you not?"
32,M,No.,M|No.
33,A,"I mean, either way there was family reunion time, or not,","A|I mean, either way there was family reunion time, or not,"
34,M,Uh-uh.,M|Uh-uh.
35,A,"Relatives, right.","A|Relatives, right."
36,M,and I'm not sure that I would have liked it if my mother had been there.,M|and I'm not sure that I would have liked it if my mother had been there.
37,A,Uh-huh.,A|Uh-huh.
38,M,"And, uh uh, you know, they all lived in the same town,","M|And, uh uh, you know, they all lived in the same town,"
39,A,Uh-huh.,A|Uh-huh.
40,M,"And, uh.","M|And, uh."
41,A,"Right, right.","A|Right, right."
42,M,"But, uh.","M|But, uh."
43,A,"The next generation, uh-huh.","A|The next generation, uh-huh."
44,M,!!!%!! Remind me.,M|!!!%!! Remind me.
45,A,why do you think that it's less close than it used to be?,A|why do you think that it's less close than it used to be?
46,M,"!!!%!! translated!!You know!!It's just, uh.","M|!!!%!! translated!!You know!!It's just, uh."
47,A,"Uh-huh, uh-huh, uh-huh.","A|Uh-huh, uh-huh, uh-huh."
48,M,I think that they feel like they have to go.,M|I think that they feel like they have to go.
49,A,"Right, right. Right.","A|Right, right. Right."
50,M,"And, uh.","M|And, uh."
51,A,Uh-huh.,A|Uh-huh.
52,M,"and I think that is a, a major problem that needs to be addressed sooner rather than later.","M|and I think that is a, a major problem that needs to be addressed sooner rather than later."
53,A,"Is that just family's lack of priority, anymore, maybe yes , we get so involved in our work lives and just, social lives and so forth.","A|Is that just family's lack of priority, anymore, maybe yes , we get so involved in our work lives and just, social lives and so forth."
54,M,Yeah.,M|Yeah.
55,A,Uh-huh.,A|Uh-huh.
56,M,"We don't need the, uh","M|We don't need the, uh"
57,A,"Right, right.","A|Right, right."
58,M,"And, and, uh.","M|And, and, uh."
59,A,"It really makes an effort on, to, do this anymore.","A|It really makes an effort on, to, do this anymore."
60,M,Yeah.,M|Yeah.
61,A,"Right, right.","A|Right, right."
62,M,"But, uh, it's a very good program.","M|But, uh, it's a very good program."
63,A,"Right, right.","A|Right, right."
64,M,"You know, and, and that's why, you know, it was so funny when I went to the movies because, you, you miss that.","M|You know, and, and that's why, you know, it was so funny when I went to the movies because, you, you miss that."
65,A,"Do you correspond with anybody other than your mother and brother that's in that group? On a regular basis, not just Christmas cards.","A|Do you correspond with anybody other than your mother and brother that's in that group? On a regular basis, not just Christmas cards."
66,M,"No, no, I don't, I'm not.","M|No, no, I don't, I'm not."
67,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
68,M,"and they, uh they, I don't know, that's probably, uh.","M|and they, uh they, I don't know, that's probably, uh."
69,A,Right.,A|Right.
70,M,"!!!!,!!%!! Remind me of that now.","M|!!!!,!!%!! Remind me of that now."
71,A,"Right, right.","A|Right, right."
72,M,"!!!!,!!;!! Remind me of that now that you mention it.","M|!!!!,!!;!! Remind me of that now that you mention it."
