,Speaker,Utterance,Unified
5,M,Uh.,M|Uh.
6,A,"and then when I would come home and he would leave, and, um, so I think one day one of our kids said, you know, someone came home and they said, well, when is dad leaving or something. It was like that they thought that's the way life was, that you didn't have two parents at home at the same time.","A|and then when I would come home and he would leave, and, um, so I think one day one of our kids said, you know, someone came home and they said, well, when is dad leaving or something. It was like that they thought that's the way life was, that you didn't have two parents at home at the same time."
7,M,"Right, right.","M|Right, right."
8,A,"And so I think, um, it's become real important to me that we try to spend time together as a family. So there's one or two nights a week, we have a, on Monday nights we set aside time where it's called, uh, family home evening and we stay home that evening, all of us, and we do things together.","A|And so I think, um, it's become real important to me that we try to spend time together as a family. So there's one or two nights a week, we have a, on Monday nights we set aside time where it's called, uh, family home evening and we stay home that evening, all of us, and we do things together."
9,M,Yeah.,M|Yeah.
10,A,Yes.,A|Yes.
11,M,!!!%!! Remind me.,M|!!!%!! Remind me.
12,A,"Oh, you are?","A|Oh, you are?"
13,M,"Yes, I am.","M|Yes, I am."
14,A,"Yes and,","A|Yes and,"
15,M,Oh.,M|Oh.
16,A,"So you do that and, right, and then we try to do a family activity on Saturday, usually in the morning.","A|So you do that and, right, and then we try to do a family activity on Saturday, usually in the morning."
17,M,Right.,M|Right.
18,A,"Right, and then, you know, sometimes we try to do our lesson on Sunday night and then our activity or something on Monday but, We're, it's real important to us to spend time together.","A|Right, and then, you know, sometimes we try to do our lesson on Sunday night and then our activity or something on Monday but, We're, it's real important to us to spend time together."
19,M,That's right.,M|That's right.
20,A,I have two.,A|I have two.
21,M,"Oh, well, you're one of them.","M|Oh, well, you're one of them."
22,A,"Uh-huh. I have a girl and a boy, and the boy's five, he's in kindergarten, and the girl is four. She'll be in kindergarten next year. Uh-huh.","A|Uh-huh. I have a girl and a boy, and the boy's five, he's in kindergarten, and the girl is four. She'll be in kindergarten next year. Uh-huh."
23,M,!!!%!! Remind me.,M|!!!%!! Remind me.
24,A,Uh-huh.,A|Uh-huh.
25,M,"And, uh, my youngest daughter is eleven and my oldest daughter is two. And, uh","M|And, uh, my youngest daughter is eleven and my oldest daughter is two. And, uh"
26,A,They are a handful.,A|They are a handful.
27,M,Yeah.,M|Yeah.
28,A,Uh-huh.,A|Uh-huh.
29,M,"And, uh","M|And, uh"
30,A,Uh-huh.,A|Uh-huh.
31,M,"So, uh  you know,","M|So, uh  you know,"
32,A,Yes.,A|Yes.
33,M,"and we're still, uh","M|and we're still, uh"
34,A,Uh-huh.,A|Uh-huh.
35,M,"But, uh.","M|But, uh."
36,A,Uh-huh.,A|Uh-huh.
37,M,"But, uh.","M|But, uh."
38,A,"Well, no, and it's, it's just not, um, it's not as stable for the kids,","A|Well, no, and it's, it's just not, um, it's not as stable for the kids,"
39,M,Yeah.,M|Yeah.
40,A,"and they, everybody decided to come over and talk to me right now. But, uh, it's, yeah.","A|and they, everybody decided to come over and talk to me right now. But, uh, it's, yeah."
41,M,!!!%!! Remind me,M|!!!%!! Remind me
42,A,"Well, it's also important, I think, um, for my husband. I, I try to go out of my way to, to plan things that he can do with the kids because, since I am home with them and so I get a lot of time with them, he needs to have, um, some time with them.","A|Well, it's also important, I think, um, for my husband. I, I try to go out of my way to, to plan things that he can do with the kids because, since I am home with them and so I get a lot of time with them, he needs to have, um, some time with them."
43,M,"Right, right.","M|Right, right."
44,A,"So he, when he comes home, he, um, you know, it's his job at night. He puts the kids to bed,","A|So he, when he comes home, he, um, you know, it's his job at night. He puts the kids to bed,"
45,M,Uh.,M|Uh.
46,A,"and he reads to them,","A|and he reads to them,"
47,M,Yeah.,M|Yeah.
