,Speaker,Utterance,Unified
5,M,Uh-huh.,M|Uh-huh.
6,A,I see.,A|I see.
7,M,"And then I just plan on getting, getting, uh getting a router and, uh trying to get it up and running.","M|And then I just plan on getting, getting, uh getting a router and, uh trying to get it up and running."
8,A,"Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard","A|Yeah, you do a lot more area than I do. I've, all the rest of my yard, backyard is, uh, you know, pool and decking it's all the dirt I have, left in my backyard"
9,M,Yeah,M|Yeah
10,A,"Well, I I enjoy fiddling around. It's cheap entertainment.","A|Well, I I enjoy fiddling around. It's cheap entertainment."
11,M,Yeah.,M|Yeah.
12,A,"It is, uh-huh.","A|It is, uh-huh."
13,M,"Uh, I like to fish and there's some places here that will take fish and also some places where you can catch them for food.","M|Uh, I like to fish and there's some places here that will take fish and also some places where you can catch them for food."
14,A,That's right. Yeah.,A|That's right. Yeah.
15,M,"and, uh, it is fun.","M|and, uh, it is fun."
16,A,"I enjoy, Excuse me, go ahead. Uh-huh.","A|I enjoy, Excuse me, go ahead. Uh-huh."
17,M,!!!%!! Remind me.,M|!!!%!! Remind me.
18,A,Uh-huh.,A|Uh-huh.
19,M,"But, uh.","M|But, uh."
20,A,That's right. That's right. Uh-huh. Uh-huh. Takes a lot of room.,A|That's right. That's right. Uh-huh. Uh-huh. Takes a lot of room.
21,M,"Yeah, it does.","M|Yeah, it does."
22,A,"It sure does. I made mistake one year and planted some cantaloupe, my goodness, what a mistake that was.","A|It sure does. I made mistake one year and planted some cantaloupe, my goodness, what a mistake that was."
23,M,Yeah.,M|Yeah.
24,A,"They do. Well, it was very good it just takes up, you know, like you say, a lot of your garden area.","A|They do. Well, it was very good it just takes up, you know, like you say, a lot of your garden area."
25,M,Uh-hums.,M|Uh-hums.
26,A,"It's the first and only time I've done that. We don't do anything exotic we just do, oh, tomatoes, bell peppers, radishes and turnips, I mean, not turnips, carrots, beets and things like that.","A|It's the first and only time I've done that. We don't do anything exotic we just do, oh, tomatoes, bell peppers, radishes and turnips, I mean, not turnips, carrots, beets and things like that."
27,M,Uh-huh.,M|Uh-huh.
28,A,"My wife used to plant a few snow peas. I don't really care for snow peas. Well, she just plants a few for herself.","A|My wife used to plant a few snow peas. I don't really care for snow peas. Well, she just plants a few for herself."
