,Speaker,Utterance,Unified
5,M,"so I guess I'm kind of, uh. I don, I, uh I donno, I guess you'd call it a deterrent, but I don tinker with it too much. Uh, you, you would think that, that the person who commits the crime would have some kind of remorse for what they did, uh","M|so I guess I'm kind of, uh. I don, I, uh I donno, I guess you'd call it a deterrent, but I don tinker with it too much. Uh, you, you would think that, that the person who commits the crime would have some kind of remorse for what they did, uh"
6,A,"Uh, I believe in it, too","A|Uh, I believe in it, too"
7,M,"Yeah. Well, I, uh","M|Yeah. Well, I, uh"
8,A,"I'm Catholic and we're not supposed to, but, uh, I feel that it, like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know I would say go ahead and execute that person as well.","A|I'm Catholic and we're not supposed to, but, uh, I feel that it, like you, you know, on the premeditated murders I feel if you're, you know, I mean, if it's beyond a doubt that you did it, you know I would say go ahead and execute that person as well."
9,M,Uh.,M|Uh.
10,A,"But, it's the cases, you know, like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it.","A|But, it's the cases, you know, like sometimes you, you know, you hear of people that they say they went to jail falsely, you know, they really didn't do it. Well, you know, you, you got, you got that point well, you know, what, what if a mistake is made and you put someone, you know, to death that really didn't do it."
11,M,Yeah.,M|Yeah.
12,A,"There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know,","A|There's always that chance, I don't know, but, I would say that, you know, for that many people to all of them agree that you did it and it was premeditated, it would be kind of hard for, you know,"
13,M,Right.,M|Right.
14,A,"You know what I'm saying? Like,","A|You know what I'm saying? Like,"
