,Speaker,Utterance,Unified
5,M,"So, I guess I'm a big Saint Louis Cardinals fan.","M|So, I guess I'm a big Saint Louis Cardinals fan."
6,A,Yeah.,A|Yeah.
7,M,"But, uh.","M|But, uh."
8,A,"Well, they haven't, they haven't, have they just lost one game this year?","A|Well, they haven't, they haven't, have they just lost one game this year?"
9,M,"Uh, yeah, they just beat the Saints.","M|Uh, yeah, they just beat the Saints."
10,A,Two.,A|Two.
11,M,"Oh, yeah.","M|Oh, yeah."
12,A,"Yeah. But they're not doing bad. People are pretty surprised that they, I mean they beat the Giants.","A|Yeah. But they're not doing bad. People are pretty surprised that they, I mean they beat the Giants."
13,M,"Well, you know, I, I don't know if I would have said that about the Cowboys. I think they're doing pretty good.","M|Well, you know, I, I don't know if I would have said that about the Cowboys. I think they're doing pretty good."
14,A,I bet,A|I bet
15,M,"And, uh, I didn't get to see it.","M|And, uh, I didn't get to see it."
16,A,"Oh, boy, I bet all the men that got direct down there were just right on it","A|Oh, boy, I bet all the men that got direct down there were just right on it"
17,M,"Oh yeah, they were.","M|Oh yeah, they were."
18,A,Yep.,A|Yep.
19,M,"You know, so,","M|You know, so,"
20,A,"Yeah. Yeah, well, I am, I'm a big football fan. I never my father was a football fan my whole life and he used to have the football pool at the office and all this stuff and I just hated it. And I think I was just mad because he spent so much time watching football on Sundays.","A|Yeah. Yeah, well, I am, I'm a big football fan. I never my father was a football fan my whole life and he used to have the football pool at the office and all this stuff and I just hated it. And I think I was just mad because he spent so much time watching football on Sundays."
21,M,Uh-huh.,M|Uh-huh.
22,A,"And, uh, so when I met my husband, he was watching football and I figured out that I couldn't see him all weekend. I couldn't see him until like Tuesday because MONDAY NIGHT FOOTBALL, if I didn't, like football. So,","A|And, uh, so when I met my husband, he was watching football and I figured out that I couldn't see him all weekend. I couldn't see him until like Tuesday because MONDAY NIGHT FOOTBALL, if I didn't, like football. So,"
23,M,"Yeah, Monday was the one that jumped up and pushed me.","M|Yeah, Monday was the one that jumped up and pushed me."
24,A,Yep.,A|Yep.
25,M,"So,","M|So,"
26,A,"Uh-huh, uh-huh.","A|Uh-huh, uh-huh."
27,M,"But, uh.","M|But, uh."
28,A,Yeah.,A|Yeah.
29,M,"But, uh.","M|But, uh."
30,A,"Uh-huh. Well, I do. I just, I love it. It's such, I just think it's such a fun sport. And, uh, I'm just hoping that the Broncos can get back on their feet. We're not convinced that we're going to be Cowboy fans yet. But, uh,","A|Uh-huh. Well, I do. I just, I love it. It's such, I just think it's such a fun sport. And, uh, I'm just hoping that the Broncos can get back on their feet. We're not convinced that we're going to be Cowboy fans yet. But, uh,"
31,M,"Yeah, I think they'll probably do pretty well. They're going, they're going pretty well and, uh.","M|Yeah, I think they'll probably do pretty well. They're going, they're going pretty well and, uh."
32,A,"Well, I guess we'll first have to get to used to the idea that we're staying here","A|Well, I guess we'll first have to get to used to the idea that we're staying here"
33,M,Well I think so too.,M|Well I think so too.
34,A,"That's even harder. But,","A|That's even harder. But,"
35,M,"That, that's true. That's true, that would be hard.","M|That, that's true. That's true, that would be hard."
36,A,"No, we're just, this is only the second place we've lived. We've only been married for five and a half years. And, uh, we have two small children, and he had a, uh, just got transferred here to E-Systems, so.","A|No, we're just, this is only the second place we've lived. We've only been married for five and a half years. And, uh, we have two small children, and he had a, uh, just got transferred here to E-Systems, so."
37,M,"Oh, uh-huh.","M|Oh, uh-huh."
38,A,"Oh. Well, I tell you this, the weather here and there's no mountains or anything, you know, and when you go to a football game in Colorado that's, you know, there's snow and it's an adventure And here, yeah you've just got to drive down to the, to the stadium","A|Oh. Well, I tell you this, the weather here and there's no mountains or anything, you know, and when you go to a football game in Colorado that's, you know, there's snow and it's an adventure And here, yeah you've just got to drive down to the, to the stadium"
39,M,Uh-huh.,M|Uh-huh.
40,A,"and, uh,","A|and, uh,"
41,M,"Yeah, I, I've, I used to go to, uh Raiders games a lot when they were in town.","M|Yeah, I, I've, I used to go to, uh Raiders games a lot when they were in town."
42,A,Yes.,A|Yes.
43,M,"We're going to have to put up signs and say, no telephone books.","M|We're going to have to put up signs and say, no telephone books."
44,A,"Well, he's from here.","A|Well, he's from here."
45,M,"Yeah, he is.","M|Yeah, he is."
46,A,That's what I hear.,A|That's what I hear.
47,M,He's a pretty decent guy.,M|He's a pretty decent guy.
48,A,Which is rare.,A|Which is rare.
