,Speaker,Utterance,Unified
5,M,"and, and she's got a new computer at home, and I have to type all the things back and forth.","M|and, and she's got a new computer at home, and I have to type all the things back and forth."
6,A,Uh-huh.,A|Uh-huh.
7,M,"and, uh.","M|and, uh."
8,A,Right.,A|Right.
9,M,"And I usually try to get everything that I can, you, I usually go to a flea market and buy like, uh clothes from there, you can usually find some that are similar to what you're looking for.","M|And I usually try to get everything that I can, you, I usually go to a flea market and buy like, uh clothes from there, you can usually find some that are similar to what you're looking for."
10,A,Uh-huh.,A|Uh-huh.
11,M,"it's, it's really, it was really good. We, I guess we both sort of, sort of liked different things about each of them.","M|it's, it's really, it was really good. We, I guess we both sort of, sort of liked different things about each of them."
12,A,"Of course, uh-huh.","A|Of course, uh-huh."
13,M,"so we just, you know, left it out of the way,","M|so we just, you know, left it out of the way,"
14,A,Right,A|Right
15,M,"and, uh, it's, uh it's a big problem,","M|and, uh, it's, uh it's a big problem,"
16,A,"right, just to get you by five years and then you'll throw it away rather than have it fixed","A|right, just to get you by five years and then you'll throw it away rather than have it fixed"
17,M,Yeah.,M|Yeah.
18,A,"We're, we're a wasteful society, for sure.","A|We're, we're a wasteful society, for sure."
19,M,Uh-huh.,M|Uh-huh.
20,A,"Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything","A|Right. Right. And you usually get what you pay for. We bought some walkie-talkies a couple of years ago for Christmas, and they were like ten dollars, and we expected them to work nice for the little kids, and they didn't work worth anything"
21,M,"Right, right.","M|Right, right."
22,A,"So we took those back, and that's about that all that were taken back in ages.","A|So we took those back, and that's about that all that were taken back in ages."
23,M,!!!%!! Remind me of that now.,M|!!!%!! Remind me of that now.
24,A,Yeah.,A|Yeah.
25,M,"and you can get them for like twenty or thirty cents more, and then you can actually get a real good deal if you, if the, if, if they're real good about telling you what brand it is.","M|and you can get them for like twenty or thirty cents more, and then you can actually get a real good deal if you, if the, if, if they're real good about telling you what brand it is."
26,A,Right.,A|Right.
27,M,"it's like, uh.","M|it's like, uh."
28,A,Right.,A|Right.
29,M,"but, uh.","M|but, uh."
30,A,"Oh, really. It's hard.","A|Oh, really. It's hard."
31,M,"Yeah, it is.","M|Yeah, it is."
32,A,"Oh, wow.","A|Oh, wow."
33,M,"and you could tell, you know, it was just a terrible car.","M|and you could tell, you know, it was just a terrible car."
34,A,"Uh-huh, and it just pertained to that","A|Uh-huh, and it just pertained to that"
35,M,"and it just, and I, I, you, you really have to think that it was just one of those things, you have to wonder, you've got to wonder if it was a accident or, you got lucky and you got the guy who shot that guy lucky enough to get it out.","M|and it just, and I, I, you, you really have to think that it was just one of those things, you have to wonder, you've got to wonder if it was a accident or, you got lucky and you got the guy who shot that guy lucky enough to get it out."
36,A,"I, at first I thought of food, you know, because that's what, mainly what I buy, it seems like, and, uh, you know, I still don't have any, anything to do there, but, But I, I think, too, a lot of people don't buy their warranties either because they know that when it's that old they're going to buy a new one,","A|I, at first I thought of food, you know, because that's what, mainly what I buy, it seems like, and, uh, you know, I still don't have any, anything to do there, but, But I, I think, too, a lot of people don't buy their warranties either because they know that when it's that old they're going to buy a new one,"
37,M,Yeah.,M|Yeah.
38,A,so.,A|so.
39,M,"Well, that's, that, that is, that was part of my thought also.","M|Well, that's, that, that is, that was part of my thought also."
40,A,"Yeah, my husband is really good at fixing things, too, so he usually, be able to fix anything that's minor, and and that has saved us thousands of dollars, you know, from to mechanic to anything like that","A|Yeah, my husband is really good at fixing things, too, so he usually, be able to fix anything that's minor, and and that has saved us thousands of dollars, you know, from to mechanic to anything like that"
41,M,Yeah.,M|Yeah.
42,A,"but, but, it was interesting to, I don't know if they're making them better or not, I, it's hard to say. Some, I think they more of their parts plastic, which, you know, makes things break easier, but I think the technology is better.","A|but, but, it was interesting to, I don't know if they're making them better or not, I, it's hard to say. Some, I think they more of their parts plastic, which, you know, makes things break easier, but I think the technology is better."
43,M,"Oh, yeah.","M|Oh, yeah."
44,A,About quality.,A|About quality.
45,M,!!!%!! Remind me of that one.,M|!!!%!! Remind me of that one.
46,A,Right.,A|Right.
47,M,they're just not made as well.,M|they're just not made as well.
48,A,"Yeah, Yeah.","A|Yeah, Yeah."
49,M,and I think that's what's so sad.,M|and I think that's what's so sad.
50,A,"Right. Well, people aren't willing to pay those prices very often, so, you know, for a handcrafted something, so","A|Right. Well, people aren't willing to pay those prices very often, so, you know, for a handcrafted something, so"
51,M,"Right, yeah,","M|Right, yeah,"
52,A,"so. So, if we get what we what we deserve","A|so. So, if we get what we what we deserve"
53,M,Yeah.,M|Yeah.
