,Speaker,Utterance,Unified
5,M,mm,M|mm
6,g,go along to the the left,g|go along to the the left
7,M,mm,M|mm
8,g,there's no banana tree in this one,g|there's no banana tree in this one
9,M,right,M|right
10,g,uh-huh well say the top's north and,g|uh-huh well say the top's north and
11,M,"!!!,!!'!!""!!!'!!226!!8!!147!!4!!7!!6!!987!!146!!424!!328!!488!!886!!286!!487!!288!!88!!688!!889!!84!!89!!92!!888!!!,!!!!!!!!!!!!!!!?!!!!!!!!!!!!!.!!'t!!86!!44!!","M|!!!,!!'!!""!!!'!!226!!8!!147!!4!!7!!6!!987!!146!!424!!328!!488!!886!!286!!487!!288!!88!!688!!889!!84!!89!!92!!888!!!,!!!!!!!!!!!!!!!?!!!!!!!!!!!!!.!!'t!!86!!44!!"
12,g,go west,g|go west
13,M,right okay,M|right okay
14,g,until you've just got past the edge of the crest falls,g|until you've just got past the edge of the crest falls
15,M,right okay,M|right okay
16,g,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""","g|and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c"""
17,M,mmhmm,M|mmhmm
18,g,right and then go due west until about two centimetres from the edge of the paper,g|right and then go due west until about two centimetres from the edge of the paper
19,M,mmhmm,M|mmhmm
20,g,now do you have a footbridge,g|now do you have a footbridge
21,M,yes,M|yes
22,g,right go up north now until you're just due north until you're just below the the level of the footbridge,g|right go up north now until you're just due north until you're just below the the level of the footbridge
23,M,okay,M|okay
24,g,and then from there go over right to the edge of the the the western side of footbridge,g|and then from there go over right to the edge of the the the western side of footbridge
25,M,right,M|right
26,g,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,g|right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there
27,M,no,M|no
28,g,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,g|well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half
29,M,mm,M|mm
30,g,uh-huh and then och take a wee bit more to be safe just a wee touch more,g|uh-huh and then och take a wee bit more to be safe just a wee touch more
31,M,right right,M|right right
32,g,and then do you have an old temple,g|and then do you have an old temple
33,M,yeah,M|yeah
34,g,right go along eastward for about two inches,g|right go along eastward for about two inches
35,M,okay,M|okay
36,g,and then curve up until you're at the bottom of the old temple,g|and then curve up until you're at the bottom of the old temple
37,M,mm,M|mm
38,g,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,g|mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there
39,M,"!!!'!!""!!226!!456!!228!!8!!84!!88!!889!!4!!888!!86!!886!!96!!92!!89!!98!!","M|!!!'!!""!!226!!456!!228!!8!!84!!88!!889!!4!!888!!86!!886!!96!!92!!89!!98!!"
40,g,right what about do you have an abandoned truck,g|right what about do you have an abandoned truck
41,M,ehm no,M|ehm no
42,g,uh-huh,g|uh-huh
43,M,right okay,M|right okay
44,g,is there anything between the old temple and the truck,g|is there anything between the old temple and the truck
45,M,there's a slate mountain,M|there's a slate mountain
46,g,right i don't have that,g|right i don't have that
47,M,okay so if you draw a line from the start,M|okay so if you draw a line from the start
48,g,go two and a half inches up over the temple the up the side of it,g|go two and a half inches up over the temple the up the side of it
49,M,right,M|right
50,g,and then and then say an angle of northwest forty-five degrees,g|and then and then say an angle of northwest forty-five degrees
51,M,mm,M|mm
52,g,go up for about two inches that would probably take you past the top of the,g|go up for about two inches that would probably take you past the top of the
53,M,mm,M|mm
54,g,something uh-huh,g|something uh-huh
55,M,yeah,M|yeah
56,g,and then back down at the same angle to well the opposite angle anyway to get you down to your abandoned truck just below it,g|and then back down at the same angle to well the opposite angle anyway to get you down to your abandoned truck just below it
57,M,right right so i'm going down,M|right right so i'm going down
58,g,and then go straight across the bottom of the abandoned truck,g|and then go straight across the bottom of the abandoned truck
59,M,right so i'm going round in a sort of curve,M|right so i'm going round in a sort of curve
60,g,"until you're just below the ""a""","g|until you're just below the ""a"""
61,M,right okay,M|right okay
62,g,now have you got baboons,g|now have you got baboons
63,M,no,M|no
64,g,right now come due south,g|right now come due south
65,M,mmhmm,M|mmhmm
66,g,about an inch and a half to an inch and three quarters,g|about an inch and a half to an inch and three quarters
67,M,yeah right,M|yeah right
68,g,and then due west for about two inches uh then,g|and then due west for about two inches uh then
69,M,right,M|right
70,g,do you have a white mountain further up,g|do you have a white mountain further up
71,M,yes,M|yes
72,g,"right now well the best thing to do first of all would be come back up to where you were at the ""a"" and the come up to make that a ""u"" shape","g|right now well the best thing to do first of all would be come back up to where you were at the ""a"" and the come up to make that a ""u"" shape"
73,M,right okay,M|right okay
74,g,and then draw a line straight between this point and maybe about half a centimetre to the west of the bottom of the white mountain,g|and then draw a line straight between this point and maybe about half a centimetre to the west of the bottom of the white mountain
75,M,right,M|right
