,Speaker,Utterance,Unified
5,M,yeah,M|yeah
6,g,you don't have a forge well the forge is eh below the the cliffs say about two inches down okay so you go from the start slightly to your right down the way right a curve,g|you don't have a forge well the forge is eh below the the cliffs say about two inches down okay so you go from the start slightly to your right down the way right a curve
7,M,mm right,M|mm right
8,g,to the bottom of the cliffs,g|to the bottom of the cliffs
9,M,uh i've got a forge about two and a half inches below the cliff what do you want me to do,M|uh i've got a forge about two and a half inches below the cliff what do you want me to do
10,g,and then you start to go left go about half an inch out to the left and and down about you know two and a half inches three inches,g|and then you start to go left go about half an inch out to the left and and down about you know two and a half inches three inches
11,M,mmhmm,M|mmhmm
12,g,an inch and a half if you draw that line down you'll be on the left-hand side of the forge you don't have a forge but there is one there,g|an inch and a half if you draw that line down you'll be on the left-hand side of the forge you don't have a forge but there is one there
13,M,right i'm on the right-hand,M|right i'm on the right-hand
14,g,so now you're about,g|so now you're about
15,M,i've got a forge about two inches below the cliffs okay,M|i've got a forge about two inches below the cliffs okay
16,g,you should really end up about four inches down from the the cross er you know in the same line like just beneath it in fact four inches down okay,g|you should really end up about four inches down from the the cross er you know in the same line like just beneath it in fact four inches down okay
17,M,right okay,M|right okay
18,g,no no,g|no no
19,M,"right well i'll tell you what right you're under the ""t"" of cliffs","M|right well i'll tell you what right you're under the ""t"" of cliffs"
20,g,no the initial line from the cross,g|no the initial line from the cross
21,M,right,M|right
22,g,goes right but it doesn't go as far right as the cliffs,g|goes right but it doesn't go as far right as the cliffs
23,M,oh right,M|oh right
24,g,it goes down to where it says cliffs okay,g|it goes down to where it says cliffs okay
25,M,right,M|right
26,g,about a centimetre from where it says cliffs to the left-hand side of it okay then you go back left slightly until you're beneath the the start and down you know two or three inches until you're,g|about a centimetre from where it says cliffs to the left-hand side of it okay then you go back left slightly until you're beneath the the start and down you know two or three inches until you're
27,M,uh right okay,M|uh right okay
28,g,yeah,g|yeah
29,M,okay,M|okay
30,g,until you're about you know four inches or four and a half inches or so down from the start,g|until you're about you know four inches or four and a half inches or so down from the start
31,M,right okay,M|right okay
32,g,do you have an old pine,g|do you have an old pine
33,M,yeah,M|yeah
34,g,yeah a single old pine,g|yeah a single old pine
35,M,yeah okay,M|yeah okay
36,g,and down down as far as that okay,g|and down down as far as that okay
37,M,okay,M|okay
38,g,but you know beneath the start,g|but you know beneath the start
39,M,uh yeah,M|uh yeah
40,g,so then you go right which would be under the forge and you go up over the old pine okay,g|so then you go right which would be under the forge and you go up over the old pine okay
41,M,so i go right underneath it,M|so i go right underneath it
42,g,over the pine,g|over the pine
43,M,yeah,M|yeah
44,g,yeah more or less,g|yeah more or less
45,M,more or less yeah,M|more or less yeah
46,g,as as long as you avoid the forge and the pine you you don't have to,g|as as long as you avoid the forge and the pine you you don't have to
47,M,right,M|right
48,g,worry too much about the exact,g|worry too much about the exact
49,M,well i've got a forge about two inches to the left of the pine so,M|well i've got a forge about two inches to the left of the pine so
50,g,route but eh,g|route but eh
51,M,so i go down to the bottom of the pine grove,M|so i go down to the bottom of the pine grove
52,g,right so once you're at the top of the pine if you go about two and a half inches three inches to the right have you got a pine forest,g|right so once you're at the top of the pine if you go about two and a half inches three inches to the right have you got a pine forest
53,M,uh-huh,M|uh-huh
54,g,you have well just go down the left-hand side of the pine forest,g|you have well just go down the left-hand side of the pine forest
55,M,right,M|right
56,g,you've got a bay there,g|you've got a bay there
57,M,yes,M|yes
58,g,i don't have a bay there it'll be at the top,g|i don't have a bay there it'll be at the top
59,M,right okay,M|right okay
60,g,have you got a bay at the bottom,g|have you got a bay at the bottom
61,M,uh i've got an apache camp it's it's below the apache,M|uh i've got an apache camp it's it's below the apache
62,g,crane bay,g|crane bay
63,M,yeah well head down past the centre of the map past the bottom of it,M|yeah well head down past the centre of the map past the bottom of it
64,g,where's the one at the top,g|where's the one at the top
65,M,it's at the the top of the page right,M|it's at the the top of the page right
66,g,how far down,g|how far down
67,M,about two centimetres,M|about two centimetres
68,g,yeah well don't go much you know don't go any higher than than the the height of the old pine or or the forest that must be where the bay is i don't have a bay there but the route you know must miss the bay er so you know just go along 'til you get to the pine forest more or less and then go go down on the left-hand side of the pine forest,g|yeah well don't go much you know don't go any higher than than the the height of the old pine or or the forest that must be where the bay is i don't have a bay there but the route you know must miss the bay er so you know just go along 'til you get to the pine forest more or less and then go go down on the left-hand side of the pine forest
69,M,right,M|right
70,g,okay once you're at the bottom of the pine forest just where it says pine,g|okay once you're at the bottom of the pine forest just where it says pine
71,M,right okay,M|right okay
72,g,okay if you if you just kind of draw a draw an arc er to the right just more or less the same direction as you've been going until have you got wheatfields,g|okay if you if you just kind of draw a draw an arc er to the right just more or less the same direction as you've been going until have you got wheatfields
73,M,right okay,M|right okay
74,g,on your map no well the,g|on your map no well the
75,M,yeah,M|yeah
76,g,you have right,g|you have right
77,M,yeah,M|yeah
78,g,well just draw the arc and stop the arc you know in line with the wheatfields but beneath the pine forest okay,g|well just draw the arc and stop the arc you know in line with the wheatfields but beneath the pine forest okay
79,M,mm,M|mm
