,Speaker,Utterance,Unified
5,M,right,M|right
6,g,pass them on your their left,g|pass them on your their left
7,M,"!!!2017!!2018!!2019!!2020!! 2020!!'!!2016!! 2017!!""!! 2016!!4!!8!!52!!48!!6!!.!!,!!72!!84!!88!!146!!7!!","M|!!!2017!!2018!!2019!!2020!! 2020!!'!!2016!! 2017!!""!! 2016!!4!!8!!52!!48!!6!!.!!,!!72!!84!!88!!146!!7!!"
8,g,uh-huh right and then have you got a forge underneath the cliffs,g|uh-huh right and then have you got a forge underneath the cliffs
9,M,i've got a granite quarry,M|i've got a granite quarry
10,g,oh have you got an old pine tree sort of down diagonally right from the cliffs,g|oh have you got an old pine tree sort of down diagonally right from the cliffs
11,M,yeah,M|yeah
12,g,right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle,g|right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle
13,M,right,M|right
14,g,well like you know a pretend loop,g|well like you know a pretend loop
15,M,yeah,M|yeah
16,g,right start right so you're just below the cliffs,g|right start right so you're just below the cliffs
17,M,right,M|right
18,g,right so you go out towards outside of the map,g|right so you go out towards outside of the map
19,M,okay,M|okay
20,g,yeah and then round the bottom of the forge which isn't there,g|yeah and then round the bottom of the forge which isn't there
21,M,right,M|right
22,g,but it's on on the same level as the pine tree,g|but it's on on the same level as the pine tree
23,M,right,M|right
24,g,right and then you go up the inside of the pine tree,g|right and then you go up the inside of the pine tree
25,M,okay,M|okay
26,g,right not no that the left of the pine tree so the that's outside of the map,g|right not no that the left of the pine tree so the that's outside of the map
27,M,right right,M|right right
28,g,uh-huh,g|uh-huh
29,M,right so i'm now at the bottom of the rift valley,M|right so i'm now at the bottom of the rift valley
30,g,uh-huh,g|uh-huh
31,M,right,M|right
32,g,yeah,g|yeah
33,M,right,M|right
34,g,and then so you get to the top of the pine tree,g|and then so you get to the top of the pine tree
35,M,mmhmm,M|mmhmm
36,g,right and then go vertically across to about two thirds across the page,g|right and then go vertically across to about two thirds across the page
37,M,right,M|right
38,g,horizontally sorry,g|horizontally sorry
39,M,right,M|right
40,g,uh-huh have you got a pine forest on right,g|uh-huh have you got a pine forest on right
41,M,yeah,M|yeah
42,g,well you slope down with the pine forest on your right,g|well you slope down with the pine forest on your right
43,M,mmhmm,M|mmhmm
44,g,aha so don't go round the pine forest just like pass down by it,g|aha so don't go round the pine forest just like pass down by it
45,M,right,M|right
46,g,"right and then just where the word pine forest is just stop at the ""p""","g|right and then just where the word pine forest is just stop at the ""p"""
47,M,right okay,M|right okay
