,Speaker,Utterance,Unified
5,M,right okay,M|right okay
6,g,you turn left,g|you turn left
7,M,right,M|right
8,g,then left again so you're coming down the side of the caravan park,g|then left again so you're coming down the side of the caravan park
9,M,mmhmm,M|mmhmm
10,g,keep going down,g|keep going down
11,M,right i'm sort of above the caravan,M|right i'm sort of above the caravan
12,g,then you turn left go,g|then you turn left go
13,M,mm,M|mm
14,g,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,g|you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map
15,M,mm,M|mm
16,g,okay you got that,g|okay you got that
17,M,"and you're going to go down again but this time you're doing a ""u"" shape to it","M|and you're going to go down again but this time you're doing a ""u"" shape to it"
18,g,you're going along and you're turning left again,g|you're going along and you're turning left again
19,M,right okay,M|right okay
20,g,okay,g|okay
21,M,and then go up northwards,M|and then go up northwards
22,g,ah out the top of the caravan park,g|ah out the top of the caravan park
23,M,right okay,M|right okay
24,g,then so you're coming down the side of the caravan park,g|then so you're coming down the side of the caravan park
25,M,mmhmm,M|mmhmm
26,g,not not to the if you come have you come down past the caravan park,g|not not to the if you come have you come down past the caravan park
27,M,oh right,M|oh right
28,g,you turn left,g|you turn left
29,M,right,M|right
30,g,no come down and turn left,g|no come down and turn left
31,M,right,M|right
32,g,then you go along,g|then you go along
33,M,to the left,M|to the left
34,g,turn left again,g|turn left again
35,M,mmhmm,M|mmhmm
36,g,no you don't go to the bottom of the map,g|no you don't go to the bottom of the map
37,M,i'm talking about as if i'm walking down a hill,M|i'm talking about as if i'm walking down a hill
38,g,turn left so that's two turns left after you come out the caravan park,g|turn left so that's two turns left after you come out the caravan park
39,M,right,M|right
40,g,yeah,g|yeah
41,M,right have you got a collapsed shelter,M|right have you got a collapsed shelter
42,g,and left back up into the map,g|and left back up into the map
43,M,back up to the point,M|back up to the point
44,g,be careful for the old mill you'll see it it should be on your right-hand side,g|be careful for the old mill you'll see it it should be on your right-hand side
45,M,uh-huh,M|uh-huh
46,g,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,g|you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet
47,M,yeah i'm at the top of the old,M|yeah i'm at the top of the old
48,g,right turn round the old turn to the right after the old mill,g|right turn round the old turn to the right after the old mill
49,M,okay,M|okay
50,g,yeah to the right after the old mill,g|yeah to the right after the old mill
51,M,okay,M|okay
52,g,that's you going across to the other side of the map,g|that's you going across to the other side of the map
53,M,uh-huh,M|uh-huh
54,g,keep going,g|keep going
