,Speaker,Utterance,Unified
5,M,mm,M|mm
6,g,'til it's 'til it's an inch below the diamond mine right do you have a,g|'til it's 'til it's an inch below the diamond mine right do you have a
7,M,yeah,M|yeah
8,g,yeah do you have a a wagon wheel just to the right of the the diamond mine,g|yeah do you have a a wagon wheel just to the right of the the diamond mine
9,M,no i've got a wagon just to my left,M|no i've got a wagon just to my left
10,g,what's the next thing to its right,g|what's the next thing to its right
11,M,ehm it's just a wagon have you got anything there no,M|ehm it's just a wagon have you got anything there no
12,g,you don't have a rift valley,g|you don't have a rift valley
13,M,no,M|no
14,g,yeah okay,g|yeah okay
15,M,right i'm there,M|right i'm there
16,g,you're drawing your line down,g|you're drawing your line down
17,M,uh-huh,M|uh-huh
18,g,underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page,g|underneath draw a line to your right and straight along at a slight angle rising up towards the back of the corner of the page
19,M,mm,M|mm
20,g,yeah,g|yeah
21,M,okay,M|okay
22,g,right,g|right
23,M,right and then you're going to go up north again,M|right and then you're going to go up north again
24,g,yeah,g|yeah
25,M,yeah okay,M|yeah okay
26,g,should be now yeah if your line's below the diamond mine you should be okay,g|should be now yeah if your line's below the diamond mine you should be okay
27,M,right,M|right
28,g,and then go straight along to my right which is your right as well go straight along to the right,g|and then go straight along to my right which is your right as well go straight along to the right
29,M,right,M|right
30,g,no to about halfway to page about four inches off before the page,g|no to about halfway to page about four inches off before the page
31,M,right okay,M|right okay
32,g,then go up to almost the very top of the page,g|then go up to almost the very top of the page
33,M,yeah,M|yeah
34,g,right and then to your right again,g|right and then to your right again
35,M,right,M|right
36,g,well but,g|well but
37,M,so you've got to miss the washed stones as well,M|so you've got to miss the washed stones as well
38,g,yeah you're going to actually go through the rift valley like the rift valley's like a half moon,g|yeah you're going to actually go through the rift valley like the rift valley's like a half moon
39,M,right,M|right
40,g,you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley,g|you're going to go and you're going to come right through you're going to like intersect right almost at the midpoint of the rift valley
41,M,okay okay,M|okay okay
42,g,"yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean","g|yeah like right through the sort of midpoint like through the it's like a ""u"" and you're going right through the midpoint you want to be down into the ""u"" as though you were going if you know what i mean"
43,M,right okay right okay,M|right okay right okay
44,g,yeah below and then like into the rift valley,g|yeah below and then like into the rift valley
45,M,okay right okay,M|okay right okay
46,g,and right through,g|and right through
47,M,yeah,M|yeah
48,g,straight through yeah,g|straight through yeah
49,M,right okay,M|right okay
50,g,and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way do you know what i mean,g|and you want to go to the sort of midpoint of the rift valley you want to intersect in the midpoint of the rift valley going down the way do you know what i mean
51,M,okay,M|okay
52,g,right you've got in you're above the rift valley first of all right,g|right you've got in you're above the rift valley first of all right
53,M,uh-huh,M|uh-huh
54,g,yeah above the rift valley you go above the rift valley and then you start coming down as in into the rift valley and you intersect like the line of the rift valley in the midpoint,g|yeah above the rift valley you go above the rift valley and then you start coming down as in into the rift valley and you intersect like the line of the rift valley in the midpoint
55,M,in the west,M|in the west
56,g,"your rift valley is ""u""-shaped yeah","g|your rift valley is ""u""-shaped yeah"
57,M,yeah okay,M|yeah okay
58,g,yeah,g|yeah
59,M,right okay,M|right okay
60,g,yes,g|yes
61,M,right,M|right
62,g,yeah through the midpoint below your rift valley about four inches down do you have rocks,g|yeah through the midpoint below your rift valley about four inches down do you have rocks
63,M,yeah,M|yeah
64,g,and do you have a stone creek,g|and do you have a stone creek
65,M,no,M|no
66,g,uh-huh,g|uh-huh
67,M,right well go down two inches straight down,M|right well go down two inches straight down
68,g,yeah i've got that,g|yeah i've got that
69,M,right and go up the left-hand side of the page,M|right and go up the left-hand side of the page
70,g,you've got nothing to like the left of it,g|you've got nothing to like the left of it
71,M,the left of the outlaws'hideout 'cause it's directly above the start,M|the left of the outlaws'hideout 'cause it's directly above the start
72,g,well i've got a stone creek there see in between you want to go from the rift valley right down in between the rocks,g|well i've got a stone creek there see in between you want to go from the rift valley right down in between the rocks
73,M,uh-huh,M|uh-huh
74,g,no no not sorry i i i don't mean through the two rocks i mean like to the left of the two rocks about an inch,g|no no not sorry i i i don't mean through the two rocks i mean like to the left of the two rocks about an inch
75,M,okay,M|okay
76,g,do you have white water,g|do you have white water
77,M,mmhmm,M|mmhmm
78,g,yeah that's true and you don't have a stone creek above your white water,g|yeah that's true and you don't have a stone creek above your white water
79,M,uh-huh,M|uh-huh
