,Speaker,Utterance,Unified
5,M,"!!!'!!""!!2014!!2012!!224!!424!!444!!456!!88!!4!!8!!888!!84!!44!!86!!92!!886!!889!!288!!328!!248!!7!!488!!428!!VW!!148!!!!!!!!.!!48!!","M|!!!'!!""!!2014!!2012!!224!!424!!444!!456!!88!!4!!8!!888!!84!!44!!86!!92!!886!!889!!288!!328!!248!!7!!488!!428!!VW!!148!!!!!!!!.!!48!!"
6,g,and below the graveyard below the graveyard but above the carved wooden pole,g|and below the graveyard below the graveyard but above the carved wooden pole
7,M,right,M|right
8,g,okay so you don't have a graveyard do you have a fast flowing river,g|okay so you don't have a graveyard do you have a fast flowing river
9,M,no,M|no
10,g,ehm mm don't know yeah it could be could be,g|ehm mm don't know yeah it could be could be
11,M,well you have to go round the graveyard then,M|well you have to go round the graveyard then
12,g,to your right uh-huh,g|to your right uh-huh
13,M,well,M|well
14,g,no go just until you go go below the diamond mine until just before the fast fast flowing river,g|no go just until you go go below the diamond mine until just before the fast fast flowing river
15,M,okay,M|okay
16,g,you have a fast flowing creek,g|you have a fast flowing creek
17,M,yes mmhmm,M|yes mmhmm
18,g,mmhmm,g|mmhmm
19,M,is it on your right- hand side,M|is it on your right- hand side
20,g,well do you have an apache camp,g|well do you have an apache camp
21,M,uh-huh,M|uh-huh
22,g,okay,g|okay
23,M,so just move from where you are now to the apache,M|so just move from where you are now to the apache
24,g,right okay then right you're going to go below the diamond mine,g|right okay then right you're going to go below the diamond mine
25,M,below the diamond,M|below the diamond
26,g,do you have a graveyard,g|do you have a graveyard
27,M,no i don't,M|no i don't
28,g,don't have a graveyard,g|don't have a graveyard
29,M,"!!!'!!!'!!""!! Twitter!!.!!,!!8!!4!!2!!6!!7!! Slay the dead tree the stream i suppose you must have is that correct","M|!!!'!!!'!!""!! Twitter!!.!!,!!8!!4!!2!!6!!7!! Slay the dead tree the stream i suppose you must have is that correct"
30,g,do you have a desert,g|do you have a desert
31,M,mmhmm,M|mmhmm
32,g,no don't go don't go any further than the desert don't go onto the desert,g|no don't go don't go any further than the desert don't go onto the desert
33,M,right okay,M|right okay
34,g,right you uh-huh below the diamond mine,g|right you uh-huh below the diamond mine
35,M,uh-hope so,M|uh-hope so
36,g,and then go to your right,g|and then go to your right
37,M,straight up,M|straight up
38,g,you've got neither a graveyard nor a fast flowing river,g|you've got neither a graveyard nor a fast flowing river
39,M,a fast running creek,M|a fast running creek
40,g,okay right you've got a fast flowing fast running creek i don't have a fast running creek,g|okay right you've got a fast flowing fast running creek i don't have a fast running creek
41,M,well i've got the fast flowing creek and then a diamond mine so,M|well i've got the fast flowing creek and then a diamond mine so
42,g,so ehm ehm i'm kind of stuck,g|so ehm ehm i'm kind of stuck
43,M,so you go down sort of curve down and then up past the diamond mine,M|so you go down sort of curve down and then up past the diamond mine
44,g,erm mark no just wait i know you're thirsty but just wait 'til you get to the desert,g|erm mark no just wait i know you're thirsty but just wait 'til you get to the desert
45,M,right,M|right
46,g,well okay then right you've got a creek i've got a river,g|well okay then right you've got a creek i've got a river
47,M,"!!!!.!!'!!!'!!':!!""!!8!!7!!6!!4!!","M|!!!!.!!'!!!'!!':!!""!!8!!7!!6!!4!!"
48,g,so they must be linked somehow,g|so they must be linked somehow
49,M,yeah,M|yeah
50,g,so do you want to just go along to your right,g|so do you want to just go along to your right
51,M,uh-huh,M|uh-huh
52,g,and then go up and over the top of where the creek is,g|and then go up and over the top of where the creek is
53,M,ok,M|ok
54,g,and then down south again,g|and then down south again
55,M,right,M|right
56,g,down south again until just above the apache camp,g|down south again until just above the apache camp
57,M,right,M|right
58,g,and pass that by go to your southwest of the apache camp,g|and pass that by go to your southwest of the apache camp
59,M,"!!!,!!'!!""!!.!!92!!4!!8!!7!!","M|!!!,!!'!!""!!.!!92!!4!!8!!7!!"
60,g,uh-huh,g|uh-huh
61,M,"!!!'!!!'!!""!!2018!! 2018!!8!!4!!2017!!7!!2019!!6!!488!!48!!328!!248!!88!!888!!889!!886!!887!!87!!81!!84!!89!!92!!91!!96!!85!!86!!","M|!!!'!!!'!!""!!2018!! 2018!!8!!4!!2017!!7!!2019!!6!!488!!48!!328!!248!!88!!888!!889!!886!!887!!87!!81!!84!!89!!92!!91!!96!!85!!86!!"
62,g,uh-huh,g|uh-huh
63,M,right,M|right
64,g,right take the southwest direction,g|right take the southwest direction
65,M,uh southwest,M|uh southwest
66,g,now do you have a walled city,g|now do you have a walled city
67,M,yes,M|yes
68,g,and do you have a desert,g|and do you have a desert
69,M,yes i do,M|yes i do
70,g,well pass from above the apache camp um and over the top of the walled city but between the desert and the walled city,g|well pass from above the apache camp um and over the top of the walled city but between the desert and the walled city
71,M,mmhmm,M|mmhmm
72,g,uh-huh so that's over the top of the walled city,g|uh-huh so that's over the top of the walled city
73,M,uh well i'm just above the wall,M|uh well i'm just above the wall
74,g,okay,g|okay
75,M,now go straight up until you're about an inch from the left-hand side of the page,M|now go straight up until you're about an inch from the left-hand side of the page
76,g,oh that's fair enough right just just go between those two,g|oh that's fair enough right just just go between those two
77,M,ok,M|ok
78,g,right,g|right
79,M,right now you have to drop down about an inch and a half,M|right now you have to drop down about an inch and a half
80,g,and then,g|and then
81,M,have you got the start,M|have you got the start
82,g,continue south,g|continue south
83,M,ok,M|ok
84,g,right until do you you you have no carved wooden pole at all,g|right until do you you you have no carved wooden pole at all
85,M,no,M|no
86,g,a totem pole sort of thing,g|a totem pole sort of thing
87,M,yeah uh-huh,M|yeah uh-huh
88,g,right,g|right
89,M,right and then you go up the page straight up to the gold mine,M|right and then you go up the page straight up to the gold mine
90,g,well okay do you have any flat rocks,g|well okay do you have any flat rocks
91,M,no,M|no
92,g,do you have a stone creek in that area,g|do you have a stone creek in that area
93,M,no,M|no
94,g,right,g|right
95,M,well you've got to go round that side,M|well you've got to go round that side
96,g,right okay,g|right okay
97,M,so you're at the bottom of the ravine,M|so you're at the bottom of the ravine
98,g,right okay right what you do then is you go south from the walled city,g|right okay right what you do then is you go south from the walled city
99,M,south,M|south
100,g,and you follow a sort of curve ehm how do you describe the last south sort of from go in a,g|and you follow a sort of curve ehm how do you describe the last south sort of from go in a
101,M,southeast mmhmm,M|southeast mmhmm
102,g,"sort of ""c"" shape to cover the bottom of a ""c"" right from when you pass down below the walled city","g|sort of ""c"" shape to cover the bottom of a ""c"" right from when you pass down below the walled city"
103,M,mmhmm,M|mmhmm
104,g,"go in a ""c""-shaped curve","g|go in a ""c""-shaped curve"
105,M,uh-huh,M|uh-huh
106,g,right and then go between the flat rocks and the stone creek okay can you do that you pass in a pass,g|right and then go between the flat rocks and the stone creek okay can you do that you pass in a pass
107,M,"!!!'!!,!!""!!","M|!!!'!!,!!""!!"
108,g,oh you're at the walled city,g|oh you're at the walled city
109,M,uh-huh,M|uh-huh
110,g,you're just above it have you come down,g|you're just above it have you come down
111,M,uh-huh,M|uh-huh
112,g,uh-huh,g|uh-huh
113,M,right now you've got to go right round the outside of the wall ehm and come back up to the other side of it in a big curve sort of,M|right now you've got to go right round the outside of the wall ehm and come back up to the other side of it in a big curve sort of
114,g,right,g|right
115,M,right now i want you to go to your left,M|right now i want you to go to your left
116,g,right,g|right
117,M,and then you're going to go straight along for another two centimetres,M|and then you're going to go straight along for another two centimetres
118,g,between the walled city and what,g|between the walled city and what
119,M,i've got carved wooden pillars,M|i've got carved wooden pillars
120,g,right oh well i don't have this on my map so ehm do you have flat rocks,g|right oh well i don't have this on my map so ehm do you have flat rocks
121,M,yes,M|yes
122,g,in line with the ghost town,g|in line with the ghost town
123,M,uh-huh,M|uh-huh
124,g,right then pass pass below the ghost town,g|right then pass pass below the ghost town
125,M,passing through the the the right-hand side of the page,M|passing through the the the right-hand side of the page
126,g,but above the carved wooden pole and above the stone creek,g|but above the carved wooden pole and above the stone creek
127,M,above the carved pole,M|above the carved pole
128,g,right,g|right
129,M,and then go along to your right,M|and then go along to your right
130,g,so you're just yeah well then just make sure yous you miss that uh-huh uh-huh,g|so you're just yeah well then just make sure yous you miss that uh-huh uh-huh
131,M,right right,M|right right
132,g,no don't go don't go below the wooden pole,g|no don't go don't go below the wooden pole
133,M,right okay,M|right okay
134,g,uh-huh but don't go below the level of the stone creek,g|uh-huh but don't go below the level of the stone creek
135,M,okay,M|okay
136,g,right no below the flat rocks,g|right no below the flat rocks
137,M,above the flat stones,M|above the flat stones
138,g,you got to you've got to pass below the flat rocks,g|you got to you've got to pass below the flat rocks
139,M,uh-uh,M|uh-uh
140,g,right so you're taking a sort of north,g|right so you're taking a sort of north
141,M,going to the right,M|going to the right
142,g,right below the flat rocks,g|right below the flat rocks
143,M,uh-huh,M|uh-huh
144,g,okay you want to veer to your right curve round to your right and go in a south south direction and do you have buffalo,g|okay you want to veer to your right curve round to your right and go in a south south direction and do you have buffalo
145,M,well sort of yeah,M|well sort of yeah
146,g,no you're not going into a saloon bar mark,g|no you're not going into a saloon bar mark
147,M,right okay,M|right okay
148,g,right,g|right
149,M,right well you want have you got a carved wooden pole,M|right well you want have you got a carved wooden pole
150,g,right go south past buffalo,g|right go south past buffalo
151,M,right just south,M|right just south
152,g,and then just in a sort of virtual straight line past the bar mark,g|and then just in a sort of virtual straight line past the bar mark
153,M,right,M|right
154,g,okay,g|okay
155,M,right,M|right
156,g,and and do you have a cattle ranch,g|and and do you have a cattle ranch
157,M,no,M|no
158,g,okay erm,g|okay erm
159,M,right and you're going to come up and you'll have a fort to the left of the cattle ranch sorry to the right,M|right and you're going to come up and you'll have a fort to the left of the cattle ranch sorry to the right
160,g,do you have a fort,g|do you have a fort
161,M,mmhmm,M|mmhmm
162,g,right well go past the buffalo,g|right well go past the buffalo
163,M,mmhmm,M|mmhmm
164,g,above the right below the buffalo below the buffalo right,g|above the right below the buffalo below the buffalo right
165,M,right,M|right
166,g,that's right turn to your left,g|that's right turn to your left
167,M,right,M|right
168,g,below the buffalo,g|below the buffalo
169,M,right,M|right
170,g,right at about at the level of the top of the fort right in line with the top of the fort,g|right at about at the level of the top of the fort right in line with the top of the fort
171,M,right so i go underneath the buffalo and round underneath the fort then,M|right so i go underneath the buffalo and round underneath the fort then
172,g,"no don't pass straight across right just curve downwards in a a ""u"" slight ""u"" a very very very slight curve and then pass upwards in a like an upside-down ""u"" because you want to avoid the cattle ranch which lies between the fort and the buffalo there's a cattle there's a cattle ranch","g|no don't pass straight across right just curve downwards in a a ""u"" slight ""u"" a very very very slight curve and then pass upwards in a like an upside-down ""u"" because you want to avoid the cattle ranch which lies between the fort and the buffalo there's a cattle there's a cattle ranch"
173,M,right so i'm going above the fort then,M|right so i'm going above the fort then
174,g,that's right,g|that's right
175,M,and then you want you want have you got the buffalo,M|and then you want you want have you got the buffalo
176,g,you've go up and over the cattle ranch,g|you've go up and over the cattle ranch
177,M,uh-huh,M|uh-huh
178,g,then down uh-huh that's right,g|then down uh-huh that's right
179,M,and along to your right,M|and along to your right
180,g,right and then down underneath the fort sort of um to your left,g|right and then down underneath the fort sort of um to your left
181,M,uh-hope so,M|uh-hope so
