,Speaker,Utterance,Unified
5,M,mmhmm,M|mmhmm
6,g,uh-huh just just below the burnt forest without touching the burnt forest,g|uh-huh just just below the burnt forest without touching the burnt forest
7,M,right,M|right
8,g,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,g|right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start
9,M,mmhmm,M|mmhmm
10,g,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,g|understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve
11,M,mmhmm,M|mmhmm
12,g,no,g|no
13,M,you've not got you've not,M|you've not got you've not
14,g,no you just see how,g|no you just see how
15,M,"!!!!,!!'!!!'!!""!! Remind me!!what!!the!!2017!!2!!2018!!8!!2019!!6!!2016!!4!!7!!","M|!!!!,!!'!!!'!!""!! Remind me!!what!!the!!2017!!2!!2018!!8!!2019!!6!!2016!!4!!7!!"
16,g,uh-huh you just,g|uh-huh you just
17,M,"!!!!,!!'!!""!!","M|!!!!,!!'!!""!!"
18,g,uh-huh it's just a slight curve,g|uh-huh it's just a slight curve
19,M,"!!!'!!!'!!""!! Rem!!okay!!i!!u!!mm!!s!!r!!","M|!!!'!!!'!!""!! Rem!!okay!!i!!u!!mm!!s!!r!!"
20,g,uh-huh and then back to the left,g|uh-huh and then back to the left
21,M,right,M|right
22,g,okay so you're about eh three to four inches below start then directly underneath,g|okay so you're about eh three to four inches below start then directly underneath
23,M,right,M|right
24,g,right okay so you're going to in a straight line go go to the right have you got the ravine,g|right okay so you're going to in a straight line go go to the right have you got the ravine
25,M,uh-uh,M|uh-uh
26,g,right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine,g|right going to go straight along ehm say about along to the right leaving about an inch about an inch from the ravine
27,M,mmhmm so i'm going to curve up,M|mmhmm so i'm going to curve up
28,g,uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine,g|uh-huh then you're going to eh slope up to the right eh oh uh-huh to the left of the ravine you're going to slope up go above the top of the ravine
29,M,right,M|right
30,g,mmhmm,g|mmhmm
31,M,and then you you're about an centimetre away from the edge of the page,M|and then you you're about an centimetre away from the edge of the page
32,g,uh-huh uh-huh,g|uh-huh uh-huh
33,M,okay,M|okay
34,g,uh-huh right do you have the remote village,g|uh-huh right do you have the remote village
35,M,eh yeah,M|eh yeah
36,g,right well it doesn't doesn't matter,g|right well it doesn't doesn't matter
37,M,"!!!!:!!'!!!'!!""!!!,!!'t!!","M|!!!!:!!'!!!'!!""!!!,!!'t!!"
38,g,uh-huh you can go about a centimetre above the the ravine okay and then,g|uh-huh you can go about a centimetre above the the ravine okay and then
39,M,right,M|right
40,g,uh-huh uh-huh,g|uh-huh uh-huh
41,M,and you should be sort of like at the left-most tip,M|and you should be sort of like at the left-most tip
42,g,and then you're going to go straight along to the right in a straight line,g|and then you're going to go straight along to the right in a straight line
43,M,right okay,M|right okay
44,g,uh-huh okay so don't go as far as the pine grove,g|uh-huh okay so don't go as far as the pine grove
45,M,right okay,M|right okay
46,g,right so you should be about ehm level with the top of the pine grove that that far up,g|right so you should be about ehm level with the top of the pine grove that that far up
47,M,mm,M|mm
48,g,but you're about you know you're not in near the you're not at the pine grove yet,g|but you're about you know you're not in near the you're not at the pine grove yet
49,M,right i'm at the top,M|right i'm at the top
50,g,so you're about an inch and a half from the pine grove you're going to your line is going to slope down to the right but you're going to keep to the left-hand side of the pine grove i'm not making this very easy am i right,g|so you're about an inch and a half from the pine grove you're going to your line is going to slope down to the right but you're going to keep to the left-hand side of the pine grove i'm not making this very easy am i right
51,M,right okay,M|right okay
52,g,see what i mean,g|see what i mean
53,M,right,M|right
54,g,so you go down until you're ehm 'til you're at the bottom left-hand corner of the pine grove,g|so you go down until you're ehm 'til you're at the bottom left-hand corner of the pine grove
55,M,right,M|right
56,g,mmhmm,g|mmhmm
57,M,and then go straight up about an inch and a half,M|and then go straight up about an inch and a half
58,g,no not touching,g|no not touching
59,M,right,M|right
60,g,okay,g|okay
61,M,and then turn to your right,M|and then turn to your right
62,g,right right have you got the concealed hideout,g|right right have you got the concealed hideout
63,M,yeah,M|yeah
64,g,oh right okay ehm directly above the concealed hideout,g|oh right okay ehm directly above the concealed hideout
65,M,yeah,M|yeah
66,g,okay well i haven't got that but what you what you're going to do is you're going to right you've got we've got another curve on the line so this is probably why you're curving to avoid that avalanche so you curve first of all to the right,g|okay well i haven't got that but what you what you're going to do is you're going to right you've got we've got another curve on the line so this is probably why you're curving to avoid that avalanche so you curve first of all to the right
67,M,uh i'm going to go down to the left first then,M|uh i'm going to go down to the left first then
68,g,okay moving down all the time,g|okay moving down all the time
69,M,uh right,M|uh right
70,g,you're just you're just you're going down but also to the right you're you're,g|you're just you're just you're going down but also to the right you're you're
71,M,right okay,M|right okay
72,g,uh-huh,g|uh-huh
73,M,okay,M|okay
74,g,right what happens is you go you curve to the right and then back into the left and then you curve to the right again along the top of this concealed hideout,g|right what happens is you go you curve to the right and then back into the left and then you curve to the right again along the top of this concealed hideout
75,M,so you're basically in a line with the end of the concealed out of it,M|so you're basically in a line with the end of the concealed out of it
76,g,no,g|no
77,M,right,M|right
78,g,no,g|no
79,M,right so i'm going down,M|right so i'm going down
80,g,no you're going you're going to go to the right of the concealed hideout you're going to go along the top to the right,g|no you're going you're going to go to the right of the concealed hideout you're going to go along the top to the right
81,M,right okay,M|right okay
82,g,mmhmm,g|mmhmm
83,M,and then you're just going up the side of it okay,M|and then you're just going up the side of it okay
84,g,'til you've sort of curved to the right then to the left and then back out to the right again,g|'til you've sort of curved to the right then to the left and then back out to the right again
85,M,right okay,M|right okay
86,g,uh-huh,g|uh-huh
87,M,right,M|right
88,g,right okay ehm right so you're where are you now then,g|right okay ehm right so you're where are you now then
89,M,right,M|right
90,g,okay right ehm have you got the boat house,g|okay right ehm have you got the boat house
91,M,ehm no,M|ehm no
92,g,right what you're going to do is you're going to curve round the concealed hideout going round the right of it and then straight along until you get to the boat house the bottom left-hand corner of the boat house,g|right what you're going to do is you're going to curve round the concealed hideout going round the right of it and then straight along until you get to the boat house the bottom left-hand corner of the boat house
93,M,ok,M|ok
94,g,no bottom right-hand corner of the boat house,g|no bottom right-hand corner of the boat house
95,M,oh right okay,M|oh right okay
96,g,right okay right have you got the crane bay,g|right okay right have you got the crane bay
97,M,uh-huh,M|uh-huh
98,g,right you're going to go straight down eh straight down to the crane bay,g|right you're going to go straight down eh straight down to the crane bay
99,M,right,M|right
100,g,uh-huh,g|uh-huh
101,M,"and stop at the ""b""","M|and stop at the ""b"""
102,g,oh is it,g|oh is it
103,M,yeah,M|yeah
104,g,oh you've got a different boat house i've got two boat houses,g|oh you've got a different boat house i've got two boat houses
105,M,oh right ehm,M|oh right ehm
106,g,uh-huh so we've made a mistake you,g|uh-huh so we've made a mistake you
107,M,right,M|right
108,g,right okay you see my boat house is to the left of the concealed hideout,g|right okay you see my boat house is to the left of the concealed hideout
109,M,uh well that's what i've told you to go through,M|uh well that's what i've told you to go through
110,g,right okay sorry that's the wrong one you don't wanna go anywhere near that one right,g|right okay sorry that's the wrong one you don't wanna go anywhere near that one right
111,M,right i'll just go down there,M|right i'll just go down there
