Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	down to the left	17	M	68, 84
3	3	down to the	83	M	2, 68, 84
2	3	!! siri !!	43	M	38, 80
2	3	i'm just going	11	M	58, 68
2	3	side of the	5	M	2, 6
2	3	so i'm going	17	M	68, 84
4	2	to the	83	M	2, 6, 68, 84
3	2	of the	67	M	2, 6, 68
2	2	right okay	39	M	28, 66
2	2	straight down	61	M	8, 68
2	2	under the	5	M	84, 88
15	1	right	81	M	6, 12, 16, 18, 22, 26, 28, 46, 50, 52, 64, 66, 70, 72, 86
6	1	okay	51	M	16, 24, 28, 30, 54, 66
5	1	mmhmm	75	M	10, 32, 34, 62, 84
4	1	down	83	M	2, 8, 68, 84
4	1	no	65	M	14, 20, 56, 78
4	1	to	83	M	2, 6, 68, 84
3	1	uh-huh	91	M	0, 44, 90
3	1	yeah	19	M	58, 74, 76
2	1	yes	9	M	40, 48

