Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	4	the bottom of the	24	18	2	g	7, 15, 24
2	2	4	the ""e"" in crane	71	26	1	M	46, 71
2	2	3	go round the	104	66	1	g	39, 104
2	2	3	got a bakery	66	14	1	g	53, 66
2	2	3	round the bakery	62	2	1	g	61, 62
2	2	3	the old lighthouse	113	10	1	M	104, 113
2	2	3	to the left	102	26	1	g	77, 102
12	9	2	of the	24	93	5	g	7, 13, 15, 19, 21, 24, 29, 87, 91, 95, 97, 99
8	6	2	got a	4	79	1	g	3, 4, 35, 47, 53, 65, 66, 81
7	7	2	right okay	83	67	5	M	42, 44, 48, 74, 78, 83, 108
7	4	2	round the	62	98	4	g	7, 15, 39, 61, 62, 75, 104
7	5	2	to the	102	76	5	g	29, 55, 77, 85, 91, 102, 104
6	6	2	right so	24	93	3	g	7, 11, 13, 24, 55, 99
5	3	2	the bakery	62	13	2	g	57, 61, 62, 65, 69
4	4	2	at the	41	90	1	M	24, 41, 97, 113
4	4	2	the side	104	14	3	g	91, 97, 99, 104
4	4	2	where the	104	64	3	g	41, 85, 97, 104
3	3	2	from the	46	65	1	g	5, 46, 69
3	3	2	go down	46	67	1	g	7, 46, 73
3	1	2	the left	102	82	2	g	21, 77, 102
3	1	2	the old	104	11	1	g	103, 104, 113
2	2	2	crane bay	75	30	1	M	46, 75
2	2	2	going to	106	2	1	g	105, 106
2	2	2	no i	54	8	1	g	47, 54
2	2	2	right right	67	46	1	M	22, 67
48	36	1	right	3	116	1	M	0, 3, 5, 7, 8, 11, 12, 13, 16, 18, 19, 21, 22, 24, 26, 28, 31, 32, 34, 35, 37, 40, 42, 43, 44, 48, 49, 52, 53, 55, 57, 63, 67, 73, 74, 75, 78, 79, 83, 85, 87, 88, 90, 91, 99, 104, 108, 115
43	24	1	the	24	111	9	g	3, 5, 7, 11, 13, 15, 17, 19, 21, 24, 29, 31, 37, 39, 41, 43, 46, 47, 49, 51, 55, 57, 61, 62, 65, 67, 69, 71, 73, 75, 77, 83, 85, 87, 91, 95, 97, 99, 102, 103, 104, 109, 113
21	21	1	and	46	102	8	g	3, 7, 15, 19, 29, 31, 41, 43, 46, 49, 61, 63, 65, 71, 75, 79, 85, 91, 95, 103, 104
21	12	1	of	24	95	6	g	5, 7, 13, 15, 19, 21, 24, 29, 43, 47, 49, 71, 77, 79, 83, 85, 87, 91, 95, 97, 99
19	19	1	you	46	107	9	g	3, 5, 7, 9, 13, 19, 29, 35, 37, 46, 53, 65, 71, 79, 81, 85, 95, 105, 109
14	7	1	a	7	101	1	g	3, 4, 7, 9, 35, 43, 47, 49, 53, 65, 66, 81, 95, 103
14	7	1	okay	59	98	5	M	14, 20, 42, 44, 48, 59, 74, 78, 83, 92, 94, 107, 108, 111
14	14	1	uh-huh	70	111	6	g	3, 23, 25, 35, 51, 63, 70, 82, 84, 86, 89, 93, 100, 113
12	4	1	got	5	94	1	g	3, 4, 5, 35, 47, 49, 53, 65, 66, 79, 81, 96
11	8	1	down	46	102	4	g	5, 7, 37, 39, 46, 53, 73, 85, 87, 99, 106
11	7	1	go	46	100	5	g	7, 13, 19, 31, 39, 46, 61, 73, 87, 104, 106
11	2	1	to	102	78	7	g	29, 31, 49, 55, 77, 85, 91, 102, 104, 105, 106
10	8	1	in	46	67	1	g	43, 46, 55, 63, 65, 67, 71, 95, 103, 109
10	10	1	just	46	103	3	g	11, 39, 41, 46, 47, 57, 65, 67, 99, 113
10	3	1	round	50	98	5	g	7, 15, 39, 43, 49, 50, 61, 62, 75, 104
10	5	1	so	24	93	4	g	7, 11, 13, 21, 24, 29, 39, 55, 56, 99
9	9	1	yeah	15	104	2	M	6, 10, 15, 27, 36, 60, 96, 98, 109
8	8	1	it	96	74	4	g	39, 43, 55, 87, 96, 103, 105, 112
6	4	1	no	54	86	2	g	21, 47, 54, 80, 97, 106
5	5	1	don't	54	65	2	g	39, 43, 54, 87, 103
5	5	1	two	104	74	4	g	31, 65, 67, 101, 104
4	1	1	at	97	90	1	M	24, 41, 97, 113
4	1	1	crane	77	32	1	M	46, 71, 75, 77
4	1	1	left	102	102	3	g	1, 21, 77, 102
4	4	1	oh	78	105	1	g	5, 78, 81, 109
4	1	1	old	104	109	2	g	5, 103, 104, 113
4	1	1	where	104	64	3	g	41, 85, 97, 104
3	2	1	i	54	68	1	g	47, 54, 114
3	1	1	lighthouse	104	31	1	g	83, 104, 113
2	2	1	cave	104	2	1	g	103, 104
2	2	1	that's	112	92	1	g	21, 112
2	2	1	there	114	100	1	g	15, 114
2	2	1	yes	109	24	1	M	86, 109

