Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	but , uh	57	3	4	A	54,57	[[54, 57]]
2	0	3	, you know	17	3	2	A	14,17	[[14, 17]]
19	5	2	uh ,	1	73	1	A	0,1,3,6,7,14,15,24,26,27,29,31,32,35,38,39,41,68,73	[[0, 1, 3], [6, 7], [14, 15], [24, 26, 27, 29], [26, 27, 29, 31], [32, 35], [38, 39, 41], [68, 73]]
12	2	2	, uh	3	57	1	A	0,3,6,7,14,16,17,24,26,27,54,57	[[0, 3], [6, 7], [14, 16, 17], [16, 17], [24, 26, 27], [26, 27], [54, 57]]
5	1	2	, you	17	7	3	A	14,16,17,18,21	[[14, 16, 17], [16, 17, 18, 21], [18, 21]]
2	0	2	, it	29	5	1	A	24,29	[[24, 29]]
2	0	2	, well	65	1	1	A	64,65	[[64, 65]]
2	0	2	it is	39	3	3	A	36,39	[[36, 39]]
2	0	2	enjoy it	29	1	1	A	28,29	[[28, 29]]
2	0	2	talking to	65	1	1	A	64,65	[[64, 65]]
27	5	1	uh	1	73	1	A	0,1,3,6,7,14,15,16,17,24,26,27,28,29,31,32,35,38,39,41,54,57,64,67,68,70,73	[[0, 1, 3], [6, 7], [14, 15, 16, 17], [16, 17], [24, 26, 27, 28, 29], [26, 27, 28, 29, 31], [28, 29, 31], [32, 35], [38, 39, 41], [54, 57], [64, 67], [68, 70, 73]]
9	3	1	it	17	27	2	A	12,14,17,24,28,29,36,38,39	[[12, 14, 17], [14, 17], [24, 28, 29], [28, 29], [36, 38, 39], [38, 39]]
6	0	1	and	3	65	1	A	2,3,14,17,62,67	[[2, 3], [14, 17], [62, 67]]
8	2	1	the	3	67	1	A	0,3,5,24,28,29,64,67	[[0, 3, 5], [24, 28, 29], [28, 29], [64, 67]]
2	0	1	it's	5	5	1	A	0,5	[[0, 5]]
5	1	1	is	17	25	1	A	14,17,34,36,39	[[14, 17], [34, 36, 39]]
3	1	1	well	65	3	2	A	64,65,67	[[64, 65, 67]]
2	0	1	not	35	3	2	A	32,35	[[32, 35]]
2	0	1	enjoy	29	1	1	A	28,29	[[28, 29]]
2	0	1	all	67	3	1	A	64,67	[[64, 67]]
2	0	1	nice	67	3	1	A	64,67	[[64, 67]]
