Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	uh , i	1	1	1	A	0,1	[[0, 1]]
5	1	2	, i	1	7	1	A	0,1,2,5,7	[[0, 1, 2, 5], [2, 5, 7]]
5	1	2	uh ,	1	11	1	A	0,1,6,8,11	[[0, 1], [6, 8, 11]]
2	0	2	, uh	7	5	2	A	2,7	[[2, 7]]
3	1	2	i ,	1	5	1	A	0,1,5	[[0, 1, 5]]
2	0	2	i don't	7	5	1	A	2,7	[[2, 7]]
2	0	2	oh ,	9	1	1	A	8,9	[[8, 9]]
2	0	2	that we	5	3	1	A	2,5	[[2, 5]]
5	1	1	i	1	7	1	A	0,1,2,5,7	[[0, 1, 2, 5], [2, 5, 7]]
5	3	1	that	3	7	2	A	0,2,3,5,7	[[0, 2, 3, 5], [2, 3, 5, 7]]
4	2	1	have	3	7	2	A	0,2,3,7	[[0, 2, 3], [2, 3, 7]]
3	1	1	oh	9	3	3	A	6,8,9	[[6, 8, 9]]
2	0	1	to	3	3	1	A	0,3	[[0, 3]]
2	0	1	you	3	3	1	A	0,3	[[0, 3]]
2	0	1	a	7	5	2	A	2,7	[[2, 7]]
3	1	1	really	3	5	1	A	0,3,5	[[0, 3, 5]]
3	1	1	we	5	5	2	A	0,2,5	[[0, 2, 5]]
2	0	1	before	3	3	1	A	0,3	[[0, 3]]
2	0	1	it's	7	5	1	A	2,7	[[2, 7]]
2	0	1	just	7	5	1	A	2,7	[[2, 7]]
