Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	4	, you know ,	75	3	3	A	72,75	[[72, 75]]
2	0	3	, uh ,	209	1	1	A	208,209	[[208, 209]]
2	0	3	, you know	75	3	3	A	72,75	[[72, 75]]
2	0	3	you know ,	75	3	3	A	72,75	[[72, 75]]
9	3	2	, i	81	71	1	A	76,80,81,102,103,105,144,145,147	[[76, 80, 81], [80, 81], [102, 103, 105], [144, 145, 147]]
6	0	2	uh ,	103	111	1	A	98,103,170,175,208,209	[[98, 103], [170, 175], [208, 209]]
4	0	2	, you	75	11	4	A	72,75,78,83	[[72, 75], [78, 83]]
4	0	2	you know	75	49	3	A	72,75,120,121	[[72, 75], [120, 121]]
4	0	2	yeah ,	139	87	1	A	134,139,216,221	[[134, 139], [216, 221]]
5	1	2	right .	75	5	3	A	74,75,76,77,79	[[74, 75, 76, 77, 79], [76, 77, 79]]
2	0	2	. i	103	1	2	A	102,103	[[102, 103]]
3	1	2	i don't	103	3	1	A	102,103,105	[[102, 103, 105]]
2	0	2	well ,	251	5	3	A	246,251	[[246, 251]]
2	0	2	it .	81	3	1	A	78,81	[[78, 81]]
2	0	2	the first	187	3	2	A	184,187	[[184, 187]]
2	0	2	interesting .	249	3	1	A	246,249	[[246, 249]]
31	7	1	i	3	239	1	A	2,3,5,8,11,48,50,51,72,75,76,80,81,85,96,99,102,103,105,144,145,147,170,173,184,189,226,228,231,238,241	[[2, 3, 5], [8, 11], [48, 50, 51], [50, 51], [72, 75], [76, 80, 81], [80, 81, 85], [96, 99], [102, 103, 105], [144, 145, 147], [170, 173], [184, 189], [226, 228, 231], [228, 231], [238, 241]]
41	11	1	yeah	9	243	1	A	4,6,9,36,37,40,41,64,68,69,80,83,84,86,89,91,96,97,118,119,122,125,127,134,139,152,157,184,189,194,197,199,216,218,219,221,240,242,244,245,247	[[4, 6, 9], [6, 9], [36, 37, 40, 41], [40, 41], [64, 68, 69], [68, 69], [80, 83], [84, 86, 89], [86, 89, 91], [96, 97], [118, 119], [122, 125, 127], [134, 139], [152, 157], [184, 189], [194, 197, 199], [216, 218, 219, 221], [218, 219, 221], [240, 242, 244, 245], [242, 244, 245, 247], [244, 245, 247]]
12	4	1	you	73	179	1	A	72,73,75,76,78,81,83,120,121,248,250,251	[[72, 73, 75], [76, 78, 81], [78, 81, 83], [120, 121], [248, 250, 251]]
5	1	1	it's	95	157	3	A	94,95,248,250,251	[[94, 95], [248, 250, 251]]
13	1	1	know	75	133	3	A	72,75,102,103,120,121,144,145,170,171,175,204,205	[[72, 75], [102, 103], [120, 121], [144, 145], [170, 171, 175], [204, 205]]
13	3	1	the	51	141	3	A	46,51,60,63,65,102,105,116,121,182,184,186,187	[[46, 51], [60, 63, 65], [102, 105], [116, 121], [182, 184, 186, 187], [184, 186, 187], [186, 187]]
6	0	1	of	73	117	3	A	72,73,80,85,186,189	[[72, 73], [80, 85], [186, 189]]
7	1	1	that's	75	177	3	A	72,75,77,138,143,246,249	[[72, 75, 77], [138, 143], [246, 249]]
5	1	1	right	75	5	3	A	74,75,76,77,79	[[74, 75, 76, 77, 79], [76, 77, 79]]
3	1	1	don't	103	3	3	A	102,103,105	[[102, 103, 105]]
5	1	1	have	81	97	1	A	76,78,81,170,173	[[76, 78, 81], [78, 81], [170, 173]]
2	0	1	really	61	3	2	A	58,61	[[58, 61]]
4	0	1	we	187	31	4	A	182,187,208,213	[[182, 187], [208, 213]]
2	0	1	is	93	3	2	A	90,93	[[90, 93]]
2	0	1	well	251	5	4	A	246,251	[[246, 251]]
2	0	1	this	93	3	1	A	90,93	[[90, 93]]
2	0	1	neat	169	1	1	A	168,169	[[168, 169]]
2	0	1	one	173	3	1	A	170,173	[[170, 173]]
