ID	S1	S2	S1/Initiated Expression (IE_S1)	S1/Expression Repetition (ER_S1)	S1/tokens (%)	S2/Initiated Expression (IE_S2)	S2/Expression Repetition (ER_S2)	S2/tokens (%)	Voc. Overlap S1	Voc. Overlap S2	SR/S1/ELS	SR/S1/EV	SR/S1/ER	SR/S1/ENTR	SR/S1/L	SR/S1/LMAX	SR/S2/ELS	SR/S2/EV	SR/S2/ER	SR/S2/ENTR	SR/S2/L	SR/S2/LMAX
2064-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.5	0.45727482678983833	0.47924737133370227	0.5	0.5281615302869288	0.5207526286662977	0.41134751773049644	0.39057239057239057	144.0	0.1561822125813449	0.675704989154013	1.3129202916167444	1.4768041237113403	5.0	152.0	0.15245737211634905	0.6599799398194583	1.5576083256945465	1.7058823529411764	6.0
2072-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.5234375	0.37411764705882355	0.30357142857142855	0.4765625	0.4348717948717949	0.6964285714285714	0.45698924731182794	0.2623456790123457	65.0	0.13829787234042554	0.5382978723404256	1.332241643786032	1.5031446540880504	4.0	167.0	0.16372549019607843	0.6823529411764706	1.4299906636812032	1.5602836879432624	5.0
2107-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.5152284263959391	0.5380710659898477	0.5133550488599349	0.4847715736040609	0.5220883534136547	0.4866449511400652	0.436241610738255	0.42951541850220265	261.0	0.15675675675675677	0.7063063063063063	1.5690231647529091	1.677241379310345	6.0	238.0	0.15034744156664562	0.6847757422615287	1.4729103581888499	1.5805970149253732	7.0
2120-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.625	0.17073170731707318	0.363905325443787	0.375	0.23255813953488372	0.636094674556213	0.36	0.24107142857142858	11.0	0.08270676691729323	0.24060150375939848	0.41381685030363374	1.0833333333333333	2.0	32.0	0.14285714285714285	0.45535714285714285	1.2928173408664083	1.4655172413793103	4.0
2149-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.6468401486988847	0.39878542510121456	0.5887961859356377	0.35315985130111527	0.6086956521739131	0.41120381406436235	0.294478527607362	0.4645161290322581	242.0	0.15643180349062702	0.6735617323852618	1.4510018769807544	1.5817610062893082	5.0	178.0	0.1618181818181818	0.6881818181818182	1.5775287486108676	1.7013274336283186	6.0
2157-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.3359375	0.49053030303030304	0.42649434571890144	0.6640625	0.3436619718309859	0.5735056542810986	0.3951219512195122	0.3188976377952756	79.0	0.138353765323993	0.5674255691768827	1.395928961105572	1.5309278350515463	4.0	113.0	0.14986737400530503	0.6339522546419099	1.441853425792292	1.568421052631579	4.0
2187-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.5404411764705882	0.48142957252978275	0.6074925500212857	0.45955882352941174	0.5108459869848156	0.39250744997871434	0.3485576923076923	0.4517133956386293	223.0	0.15026954177897575	0.681266846361186	1.5018380507502944	1.609009009009009	5.0	145.0	0.14795918367346939	0.6265306122448979	1.4065377149167948	1.56198347107438	4.0
2220-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.6337448559670782	0.4211618257261411	0.48127808287568646	0.3662551440329218	0.5274302213666987	0.5187219171243135	0.39814814814814814	0.36752136752136755	165.0	0.1608187134502924	0.6559454191033138	1.2988621308962751	1.5127610208816706	4.0	163.0	0.148047229791099	0.6421435059037239	1.4405362295302546	1.582191780821918	5.0
2231-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.4482758620689655	0.4990825688073395	0.5604113110539846	0.5517241379310345	0.45964912280701753	0.43958868894601544	0.4171597633136095	0.45483870967741935	191.0	0.1675438596491228	0.7017543859649122	1.5986825671415101	1.7014925373134329	5.0	136.0	0.15011037527593818	0.630242825607064	1.3531823496525746	1.5195530726256983	5.0
2247-scrambled_txt-base_human-speaker_A_B_tsv	A	B	0.30708661417322836	0.5188834154351396	0.5126262626262627	0.6929133858267716	0.36614853195164077	0.48737373737373735	0.37142857142857144	0.39565217391304347	91.0	0.1421875	0.5984375	1.3049362394740798	1.469298245614035	4.0	99.0	0.16229508196721312	0.6065573770491803	1.2887128635879797	1.4791666666666667	4.0
