Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	I don't know .	120	114	1	M	7, 120
12	12	3	, uh ,	69	105	5	A	30, 48, 58, 64, 68, 69, 70, 75, 98, 105, 108, 134
4	4	3	you know .	30	82	1	M	23, 30, 48, 104
3	3	3	, I think	88	72	2	M	17, 49, 88
3	1	3	I don't know	70	114	1	M	7, 70, 120
3	3	3	I mean ,	104	21	1	M	97, 104, 117
2	2	3	, I'm a	117	96	1	A	22, 117
2	2	3	, but I	98	4	1	M	95, 98
2	2	3	. But ,	120	52	1	M	69, 120
2	2	3	I don't ,	104	10	1	M	95, 104
2	2	3	Yeah , I	73	50	1	A	24, 73
2	2	3	been in the	37	34	1	A	4, 37
2	2	3	don't want to	113	40	1	A	74, 113
2	2	3	some of the	108	84	1	M	25, 108
2	2	3	the rest of	135	16	1	A	120, 135
15	13	2	you know	23	121	1	A	12, 23, 24, 28, 30, 48, 58, 70, 72, 104, 108, 114, 120, 128, 132
14	3	2	, uh	69	127	7	A	8, 30, 40, 48, 58, 64, 68, 69, 70, 75, 98, 105, 108, 134
14	14	2	, you	79	125	6	A	8, 24, 28, 30, 48, 58, 79, 84, 104, 108, 114, 120, 128, 132
13	8	2	, I	30	114	1	M	17, 24, 30, 49, 58, 64, 70, 73, 88, 104, 120, 128, 130
8	3	2	I don't	70	114	3	M	7, 21, 29, 70, 95, 104, 113, 120
8	6	2	Yeah ,	73	125	4	A	10, 24, 44, 56, 73, 75, 108, 134
7	5	2	I think	30	72	1	M	17, 30, 49, 61, 66, 67, 88
7	5	2	in the	21	105	1	A	4, 21, 27, 35, 37, 64, 108
7	1	2	know .	73	114	2	M	7, 23, 30, 48, 73, 104, 120
6	6	2	Well ,	80	110	1	M	11, 80, 88, 110, 114, 120
6	6	2	going to	31	85	1	A	30, 31, 48, 49, 113, 114
6	5	2	of the	108	96	3	M	25, 35, 57, 108, 116, 120
6	4	2	want to	81	106	4	A	8, 40, 48, 74, 81, 113
5	5	2	that ,	79	51	2	A	58, 72, 79, 98, 108
4	2	2	, I'm	23	97	1	A	22, 23, 117, 118
4	3	2	, but	98	43	2	M	71, 95, 98, 113
4	4	2	, we	108	66	1	M	69, 108, 132, 134
4	4	2	. I	58	78	1	M	21, 58, 81, 98
4	2	2	But ,	90	62	1	M	69, 90, 120, 130
4	4	2	I know	98	76	3	M	23, 71, 73, 98
4	1	2	I mean	97	48	1	A	70, 97, 104, 117
4	4	2	a little	117	88	3	A	30, 46, 116, 117
4	4	2	that .	89	81	1	A	48, 89, 125, 128
3	3	2	, a	133	88	2	A	46, 108, 133
3	3	2	, so	22	102	1	M	3, 22, 104
3	3	2	, they	121	103	1	A	30, 121, 132
3	3	2	, well	98	122	1	M	13, 98, 134
3	3	2	. And	131	102	2	A	30, 58, 131
3	1	2	. But	118	52	1	M	69, 118, 120
3	1	2	I'm a	31	96	1	A	22, 31, 117
3	3	2	Oh ,	79	60	2	A	20, 48, 79
3	3	2	Yes .	85	68	2	A	18, 36, 85
3	1	2	don't ,	95	75	1	A	30, 95, 104
3	3	2	the one	77	81	1	A	48, 77, 128
3	3	2	with the	135	22	2	A	114, 120, 135
2	2	2	, it's	97	50	1	A	48, 97
2	2	2	, they're	44	34	1	M	11, 44
2	2	2	. It's	59	12	1	A	48, 59
2	2	2	Do you	76	44	1	M	33, 76
2	2	2	I do	95	66	1	A	30, 95
2	2	2	I have	98	40	1	M	59, 98
2	2	2	I'm in	27	24	1	A	4, 27
2	2	2	That is	105	8	1	A	98, 105
2	2	2	a while	108	72	1	M	37, 108
2	2	2	and that's	40	26	1	M	15, 40
2	2	2	be a	61	54	1	A	8, 61
2	2	2	for them	63	34	1	A	30, 63
2	2	2	is ,	105	94	1	A	12, 105
