Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	I'm not sure .	9	M	15, 23
3	3	, uh ,	83	M	27, 87, 109
3	3	I'm not sure	37	M	15, 23, 51
2	3	, like ,	50	M	65, 114
2	3	I see .	43	M	17, 59
2	3	I'm not a	17	M	37, 53
2	3	going to get	19	M	1, 19
2	3	it was a	63	M	13, 75
4	2	, I	79	M	17, 61, 69, 95
4	2	uh ,	91	M	19, 27, 87, 109
3	2	, I'm	73	M	23, 53, 95
3	2	, uh	83	M	27, 87, 109
3	2	Yeah ,	39	M	23, 47, 61
3	2	know ,	23	M	73, 77, 95
3	2	not a	33	M	21, 37, 53
3	2	was a	79	M	13, 75, 91
2	2	, and	87	M	1, 87
2	2	, she	33	M	47, 79
2	2	... and	67	M	27, 93
2	2	I don't	53	M	25, 77
2	2	I think	11	M	51, 61
2	2	You know	65	M	9, 73
2	2	You mean	50	M	65, 114
2	2	going to	19	M	1, 19
2	2	have a	75	M	27, 101
2	2	in the	95	M	11, 105
2	2	it .	7	M	57, 63
2	2	it ?	9	M	31, 39
2	2	like ,	50	M	65, 114
2	2	you have	33	M	39, 71
14	1	a	102	M	13, 21, 27, 37, 47, 51, 53, 57, 75, 83, 89, 91, 101, 114
12	1	I	111	M	1, 17, 25, 45, 51, 59, 61, 67, 69, 77, 95, 111
10	1	I'm	101	M	7, 15, 23, 37, 51, 53, 79, 95, 97, 107
8	1	not	59	M	15, 19, 21, 23, 37, 51, 53, 73
7	1	in	108	M	7, 11, 27, 95, 105, 111, 114
7	1	it	67	M	13, 31, 39, 57, 63, 75, 79
6	1	You	106	M	9, 63, 65, 73, 101, 114
6	1	and	95	M	1, 19, 27, 87, 93, 95
5	1	do	67	M	5, 39, 43, 67, 71
5	1	have	97	M	5, 27, 39, 71, 101
5	1	the	114	M	1, 11, 95, 105, 114
4	1	Yeah	89	M	23, 47, 61, 111
4	1	like	114	M	1, 65, 69, 114
4	1	sure	65	M	15, 23, 51, 79
4	1	was	93	M	13, 75, 91, 105
4	1	you	65	M	7, 39, 43, 71
3	1	Oh	21	M	29, 41, 49
3	1	get	31	M	1, 19, 31
3	1	is	68	M	47, 55, 114
3	1	to	39	M	1, 19, 39
2	1	And	69	M	19, 87
2	1	She	59	M	47, 105
2	1	You're	29	M	3, 31
2	1	be	19	M	1, 19
2	1	gonna	65	M	31, 95
2	1	just	77	M	19, 95
2	1	many	67	M	5, 71
2	1	nice	99	M	3, 101
2	1	of	57	M	57, 113
2	1	on	21	M	19, 39
2	1	one	83	M	13, 95
2	1	she	33	M	47, 79
2	1	so	3	M	3, 5
2	1	that	83	M	1, 83
2	1	you're	13	M	61, 73

