,response,context,context/0,context/1,context/2,context/3
0,,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.,"Um, actually I have, um, I've, I've been in them but, um, just visiting and, uh, we used to when we were like in, in our teen ages we'd go on Sundays and visit, you know, the older people. But, um, I have an elderly grandma that lives with us.","Um, I don't, I am only twenty-eight and I haven't had much experience with nursing homes. I don't, I have never visited any of them and, uh, I don't think I've ever even been in one. Have you?"
1,"Oh,",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.,"Um, actually I have, um, I've, I've been in them but, um, just visiting and, uh, we used to when we were like in, in our teen ages we'd go on Sundays and visit, you know, the older people. But, um, I have an elderly grandma that lives with us."
2,i.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.
3,He.,Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and"
4,...,"They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family."
5,He has a lot of time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's
6,I'm so he...,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever."
7,So what happens if he goes to the senior center and says I need to get some help?,Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.
8,You know,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center."
9,I think it's the other way around.,Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?"
10,You don't think he's done any golf?,"But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.
11,Why is she still in the house?,To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.
12,That's what I'm saying. I'm not going to consider that a loss,"Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now."
13,"Oh, okay.","Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.
14,I know.,Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,"
15,Why?,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?
16,I don't really know.,Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,"
17,"I'm so, I'm...","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way."
18,you,"I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.
19,I,When he retired?,"I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,"
20,I,"Yeah, and he's got, you know, seven brothers and sisters and, and, uh, he's the one because he's the one that isn't going to work every day and that she moved in with when she needed to move in with someone. And,",When he retired?,"I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.
21,You,"Yeah, it's like that good for us just because my uncle and my, and my mom switch off like we have her for three months and then he has her for three months.","Yeah, and he's got, you know, seven brothers and sisters and, and, uh, he's the one because he's the one that isn't going to work every day and that she moved in with when she needed to move in with someone. And,",When he retired?,"I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally"
22,"I,","Oh, well, that's great.","Yeah, it's like that good for us just because my uncle and my, and my mom switch off like we have her for three months and then he has her for three months.","Yeah, and he's got, you know, seven brothers and sisters and, and, uh, he's the one because he's the one that isn't going to work every day and that she moved in with when she needed to move in with someone. And,",When he retired?,"I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,"
23,"I'm gonna be in the hospital, I'm gonna have","So that, that works out good.","Oh, well, that's great.","Yeah, it's like that good for us just because my uncle and my, and my mom switch off like we have her for three months and then he has her for three months.","Yeah, and he's got, you know, seven brothers and sisters and, and, uh, he's the one because he's the one that isn't going to work every day and that she moved in with when she needed to move in with someone. And,",When he retired?
24,You,"That's a good idea. We ought to, Yeah, and maybe when the other brothers and sisters retire or whatever, I don't know what they're going to do. It's really not my family. It's my fiancee's so I don't, I can't say much.","So that, that works out good.","Oh, well, that's great.","Yeah, it's like that good for us just because my uncle and my, and my mom switch off like we have her for three months and then he has her for three months.","Yeah, and he's got, you know, seven brothers and sisters and, and, uh, he's the one because he's the one that isn't going to work every day and that she moved in with when she needed to move in with someone. And,"
25,"Yeah, and then I can",Uh-huh.,"That's a good idea. We ought to, Yeah, and maybe when the other brothers and sisters retire or whatever, I don't know what they're going to do. It's really not my family. It's my fiancee's so I don't, I can't say much.","So that, that works out good.","Oh, well, that's great.","Yeah, it's like that good for us just because my uncle and my, and my mom switch off like we have her for three months and then he has her for three months."
26,Yay,"But I always feel like I would never put my parents in either and I wonder, I'm going to be the only sibling that isn't going to have children so if my parents do need to live with someone, it will probably be with me because all my brothers and sisters will be having teenagers around and everything to care for. You know,",Uh-huh.,"That's a good idea. We ought to, Yeah, and maybe when the other brothers and sisters retire or whatever, I don't know what they're going to do. It's really not my family. It's my fiancee's so I don't, I can't say much.","So that, that works out good.","Oh, well, that's great."
