,response,context,context/0,context/1,context/2,context/3
0,"Ugh, the parents of kids who are going to school tomorrow.","Uh, when I went to school, I know I was scared to death about being disciplined,",Uh-huh. Uh-huh. I agree with that.,and the parents do not let the teachers discipline the children the way that they need to be disciplined right now.,Uh-huh.,"Well, what I believe is one of the major uh, things that is wrong with our public school system is that, um, we do not have enough discipline"
1,I was.,You were?,"Uh, when I went to school, I know I was scared to death about being disciplined,",Uh-huh. Uh-huh. I agree with that.,and the parents do not let the teachers discipline the children the way that they need to be disciplined right now.,Uh-huh.
2,You are not disciplined.,and the discipline that my daughter receives now in going to school is just totally different.,You were?,"Uh, when I went to school, I know I was scared to death about being disciplined,",Uh-huh. Uh-huh. I agree with that.,and the parents do not let the teachers discipline the children the way that they need to be disciplined right now.
3,"Well uh, uh, you are a woman.",Uh-huh. Uh-huh.,and the discipline that my daughter receives now in going to school is just totally different.,You were?,"Uh, when I went to school, I know I was scared to death about being disciplined,",Uh-huh. Uh-huh. I agree with that.
4,"I'm not a child, I'm a human being.","You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom.",Uh-huh. Uh-huh.,and the discipline that my daughter receives now in going to school is just totally different.,You were?,"Uh, when I went to school, I know I was scared to death about being disciplined,"
5,"It's not like it's not bad, you just don't see them.","Yeah. Yeah, yeah. From what I understand, they act up pretty bad","You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom.",Uh-huh. Uh-huh.,and the discipline that my daughter receives now in going to school is just totally different.,You were?
6,"I know, that's why I said I was a little bit scared.","Yeah, that's right,  that's right.","Yeah. Yeah, yeah. From what I understand, they act up pretty bad","You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom.",Uh-huh. Uh-huh.,and the discipline that my daughter receives now in going to school is just totally different.
7,"That's not what I meant, I mean you can't really say that about a school in the middle of the road.","What, uh, grade is your daughter in?","Yeah, that's right,  that's right.","Yeah. Yeah, yeah. From what I understand, they act up pretty bad","You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom.",Uh-huh. Uh-huh.
8,It's a girl,"My, my daughter's in the, um, fourth grade","What, uh, grade is your daughter in?","Yeah, that's right,  that's right.","Yeah. Yeah, yeah. From what I understand, they act up pretty bad","You know, you just, you did not see, I did not see anybody in my classrooms, when I was going to school, act up the way that kids do these days in the classroom."
9,"Uh, uh, uh.","Uh-huh, uh-huh.","My, my daughter's in the, um, fourth grade","What, uh, grade is your daughter in?","Yeah, that's right,  that's right.","Yeah. Yeah, yeah. From what I understand, they act up pretty bad"
10,"Uhhh, and, uh, teacher, who's the teacher?","and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach","Uh-huh, uh-huh.","My, my daughter's in the, um, fourth grade","What, uh, grade is your daughter in?","Yeah, that's right,  that's right."
11,"I'm sorry, I'm sorry. I'm not sorry.","Uh-huh, uh-huh. Yeah.","and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach","Uh-huh, uh-huh.","My, my daughter's in the, um, fourth grade","What, uh, grade is your daughter in?"
12,"Uhhh, uh, um, yeah, uh...",and when I went to school that just wasn't put up with.,"Uh-huh, uh-huh. Yeah.","and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach","Uh-huh, uh-huh.","My, my daughter's in the, um, fourth grade"
13,"Uhh, uh, uh. Uh, uh","Oh, no, uh-huh. They always had a paddle in our school.",and when I went to school that just wasn't put up with.,"Uh-huh, uh-huh. Yeah.","and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach","Uh-huh, uh-huh."
14,"I was told that they are, uh, the teachers.","Uh-huh. Well, they, they just don't do that any more.","Oh, no, uh-huh. They always had a paddle in our school.",and when I went to school that just wasn't put up with.,"Uh-huh, uh-huh. Yeah.","and, um, there's children in her classroom that just totally disrupt the classroom, where the teacher cannot teach"
15,"Uhh, uh, uh... yeah, uh.",I know.,"Uh-huh. Well, they, they just don't do that any more.","Oh, no, uh-huh. They always had a paddle in our school.",and when I went to school that just wasn't put up with.,"Uh-huh, uh-huh. Yeah."
16,We are.,"But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that.",I know.,"Uh-huh. Well, they, they just don't do that any more.","Oh, no, uh-huh. They always had a paddle in our school.",and when I went to school that just wasn't put up with.
17,"So, uh, uh. Yeah, uh... yeah, uh","Uh-huh. Yeah, yeah.","But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that.",I know.,"Uh-huh. Well, they, they just don't do that any more.","Oh, no, uh-huh. They always had a paddle in our school."
18,"We don't, that's why.","And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school.","Uh-huh. Yeah, yeah.","But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that.",I know.,"Uh-huh. Well, they, they just don't do that any more."
19,"Ohhhh, uh, yeah, yeah.","Uh-huh, uh-huh. Uh-huh.","And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school.","Uh-huh. Yeah, yeah.","But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that.",I know.
20,It's a joke,"And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.","Uh-huh, uh-huh. Uh-huh.","And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school.","Uh-huh. Yeah, yeah.","But the school system's afraid of getting sued and, um, all sorts of lawsuits I'm sure because of things like that."
21,,"Yeah. Wasn't that what part of the lottery is going to go for, if we approve it?","And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.","Uh-huh, uh-huh. Uh-huh.","And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school.","Uh-huh. Yeah, yeah."
22,...,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not.","Yeah. Wasn't that what part of the lottery is going to go for, if we approve it?","And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.","Uh-huh, uh-huh. Uh-huh.","And, I also believe we don't, even though I feel like I pay a good share towards the school system, that the teachers are still underpaid and we still don't have enough money towards put in toward public school."
23,I think that's the point of the draft,Uh-huh.,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not.","Yeah. Wasn't that what part of the lottery is going to go for, if we approve it?","And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems.","Uh-huh, uh-huh. Uh-huh."
24,It's,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire.",Uh-huh.,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not.","Yeah. Wasn't that what part of the lottery is going to go for, if we approve it?","And, um, I think that if we had enough money and paid the teachers a little bit more, that maybe that could solve some of our problems."
25,I don't really care.,Uh-huh.,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire.",Uh-huh.,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not.","Yeah. Wasn't that what part of the lottery is going to go for, if we approve it?"
26,What,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,",Uh-huh.,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire.",Uh-huh.,"Yes supposedly that's what it's suppose to go for, and you know, we'll just have to wait and see whether that's approved or not."
27,Uh uh uh uh,Uh-huh. No. Really?,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,",Uh-huh.,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire.",Uh-huh.
28,That's right.,"Oh, yeah,",Uh-huh. No. Really?,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,",Uh-huh.,"You know, I don't know your feelings toward that. I guess we shouldn't get into that but, um, and what else, um, I think in some ways that they need to be more careful of the teachers that they hire."
29,"Oh yeah, uh, I think you're right.",Ooh.,"Oh, yeah,",Uh-huh. No. Really?,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,",Uh-huh.
30,I'm sorry.,"I've, I've heard some horrible, horrible stories about high, high school teachers",Ooh.,"Oh, yeah,",Uh-huh. No. Really?,"I have heard stories, uh, from other parents that I know of, their children are in high school that teachers are out there giving drugs and selling drugs,"
31,Oooh. Uh.,Uh-huh.,"I've, I've heard some horrible, horrible stories about high, high school teachers",Ooh.,"Oh, yeah,",Uh-huh. No. Really?
32,That's why I keep a high school teacher's number.,"and, you know, to be, be more careful of the teachers that we place in our school.",Uh-huh.,"I've, I've heard some horrible, horrible stories about high, high school teachers",Ooh.,"Oh, yeah,"
33,"Well, I can't say I'm very impressed by the quality of the high school students, but it's a school.",Uh-huh. Um.,"and, you know, to be, be more careful of the teachers that we place in our school.",Uh-huh.,"I've, I've heard some horrible, horrible stories about high, high school teachers",Ooh.
34,"... um... um... you know, um...","Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now.",Uh-huh. Um.,"and, you know, to be, be more careful of the teachers that we place in our school.",Uh-huh.,"I've, I've heard some horrible, horrible stories about high, high school teachers"
35,I think they do.,"Oh, I do too, I think they're doing real good job.","Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now.",Uh-huh. Um.,"and, you know, to be, be more careful of the teachers that we place in our school.",Uh-huh.
36,So.what do you think?,"Uh-huh, so.","Oh, I do too, I think they're doing real good job.","Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now.",Uh-huh. Um.,"and, you know, to be, be more careful of the teachers that we place in our school."
37,"I don't know, I'm not sure.","But, then, what do I know,  I don't have any kids.  No, none at all","Uh-huh, so.","Oh, I do too, I think they're doing real good job.","Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now.",Uh-huh. Um.
38,I am not really interested in the subject matter.,"Yeah, okay, so this is probably a real hard subject for you.","But, then, what do I know,  I don't have any kids.  No, none at all","Uh-huh, so.","Oh, I do too, I think they're doing real good job.","Um, that's basically about all that I know that may be wrong with the school system. I think, with what they have to work with, I think they're doing a pretty good job right now."
39,"Well, it's a thing you know.","Oh, yeah","Yeah, okay, so this is probably a real hard subject for you.","But, then, what do I know,  I don't have any kids.  No, none at all","Uh-huh, so.","Oh, I do too, I think they're doing real good job."
40,I'm sorry,"Yeah. Okay, well, I guess, um, we can discontinue our call now.","Oh, yeah","Yeah, okay, so this is probably a real hard subject for you.","But, then, what do I know,  I don't have any kids.  No, none at all","Uh-huh, so."
41,I'm not.,Okay.,"Yeah. Okay, well, I guess, um, we can discontinue our call now.","Oh, yeah","Yeah, okay, so this is probably a real hard subject for you.","But, then, what do I know,  I don't have any kids.  No, none at all"
42,I'm fine.,It was a joy in talking with you.,Okay.,"Yeah. Okay, well, I guess, um, we can discontinue our call now.","Oh, yeah","Yeah, okay, so this is probably a real hard subject for you."
