,response,context,context/0,context/1,context/2,context/3
0,She was already there.,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?,Uh-huh.,Are you ready?
1,"You? Um, I'm not sure.",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?,Uh-huh.
2,She nods and walks away,"So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it.",She didn't announce that to you?
3,"Yeah, I'm not really sure. I don't really have any plans for the next year, so I'm kinda just gonna wait for the new year.","Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant","Oh, I didn't, I didn't quite hear all of it."
4,"I think, uh, I'll try to get out of the house and spend some time with her.",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right,"Oh, I see. That's fine. Um, I think, uh, that's pleasurable for all of us, if we choose the right restaurant"
5,How about food?,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?",Right
6,I do not eat at restaurants.,Okay.,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else.","So, what are your thoughts on dining out?"
7,"I like to eat at the most, and eat a lot of food.","but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,",Not for the price?,"Well, I, I really choose restaurants more for the quality of food than anything else."
8,I don't think you can afford that,Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,",Not for the price?
9,I'm sure I can find some,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.,"Well, a little bit for the price,"
10,Oh. Well... I guess you can't really argue that.,Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food.",Okay.
11,lol,"Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.,"but, uh, I think that as far as quality of food goes the some of the most expensive places I've been had the the, really the, the worst quality of food."
12,It's like a real life version of a movie.,"My word, it's like mama in the back kitchen, huh?","Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much.",Uh-huh. The Really? Okay.
13,I guess. You?,Yeah.,"My word, it's like mama in the back kitchen, huh?","Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.,"Really. Um, a lot of places that even don't look, don't look like much."
14,I was thinking more of the food.,Oh.,Yeah.,"My word, it's like mama in the back kitchen, huh?","Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food.",Uh-huh.
15,You serious?,I'm serious.,Oh.,Yeah.,"My word, it's like mama in the back kitchen, huh?","Some of the, some of the best food I have ever had was out of a, outside or inside of a place that we drove up and I was like, I'm not eating in there Are you nuts? And, uh, we went in and it was the it was the most wonderful food."
16,You serious?,Yeah.,I'm serious.,Oh.,Yeah.,"My word, it's like mama in the back kitchen, huh?"
17,She nods.,"Um, a lot of, uh, one place that we went just recently uh, was to Atchafalaya.",Yeah.,I'm serious.,Oh.,Yeah.
18,He's pretty good.,Uh-huh.,"Um, a lot of, uh, one place that we went just recently uh, was to Atchafalaya.",Yeah.,I'm serious.,Oh.
19,Is that right?,"No, that's not right. That's not right. That's not right.",Uh-huh.,"Um, a lot of, uh, one place that we went just recently uh, was to Atchafalaya.",Yeah.,I'm serious.
20,He's not wrong.,Okay.,"No, that's not right. That's not right. That's not right.",Uh-huh.,"Um, a lot of, uh, one place that we went just recently uh, was to Atchafalaya.",Yeah.
21,,"someone in the What's the name of that restaurant? in the background Where at?. someone in the background The Hari Krishna. in the background relies Oh. Kalachandji's. Kalachandji's. It's all vegetarian, and it, it was just fabulous. I mean, my husband was aghast because I ate turnip greens and liked it.",Okay.,"No, that's not right. That's not right. That's not right.",Uh-huh.,"Um, a lot of, uh, one place that we went just recently uh, was to Atchafalaya."
22,"Yeah, it's the one with the beef and the","Wow. And where was that at, near your,","someone in the What's the name of that restaurant? in the background Where at?. someone in the background The Hari Krishna. in the background relies Oh. Kalachandji's. Kalachandji's. It's all vegetarian, and it, it was just fabulous. I mean, my husband was aghast because I ate turnip greens and liked it.",Okay.,"No, that's not right. That's not right. That's not right.",Uh-huh.
23,I'm aghas aghaf.,"Um, Kalachandji's. It's, uh, it's a Hari Krishna run restaurant.","Wow. And where was that at, near your,","someone in the What's the name of that restaurant? in the background Where at?. someone in the background The Hari Krishna. in the background relies Oh. Kalachandji's. Kalachandji's. It's all vegetarian, and it, it was just fabulous. I mean, my husband was aghast because I ate turnip greens and liked it.",Okay.,"No, that's not right. That's not right. That's not right."
