,response,context,context/0,context/1,context/2,context/3
0,Texas is the only state that is currently doing this.,So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.,"I have ambivalent feelings because I don't think it serves as a kind of deterrent we would like to think it is. But, on the other hand, it is very, very expensive to maintain, you know, Texas has one of biggest criminal justice systems in the country.","Okay, so, what are, what are your views on capital punishment?"
1,Are you,"Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.,"I have ambivalent feelings because I don't think it serves as a kind of deterrent we would like to think it is. But, on the other hand, it is very, very expensive to maintain, you know, Texas has one of biggest criminal justice systems in the country."
2,"They practice capital, uh, murder, uh?","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,",Yes.
3,,"Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?,"And it's eating us alive budget wise and, uh,"
4,Not.,"That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed.",So are they currently practicing capital punishment in your state?
5,It's supposed to punish.,"Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia.","Yes, we do practice capital punishment, but the nature of the, uh, courts and the appeals and the stays and all that means that it's a very long haul before anybody's ever executed."
6,No.,"Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know.","Yes, that's similar to Georgia."
7,You would be,"Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,","Yeah. And then, I was reading in the paper just this morning, it's interesting because I had forgotten, I guess, that I wrote this little topic down, that it costs more to execute somebody than it does to keep them. Because of all the costs of the appeals and all that you know."
8,"I mean, I'm sure it would, but I think","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it.","That's probably true considering, Yes. Yes, uh, I guess in a way that, it, it kind of defeats the purpose of having capital punishment if,"
9,It would be a lot more efficient.,"Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it.","Well, I think capital punishment is supposed to be primarily a deterrent to other people. You know, who would see it."
10,I think it's a little bit more complicated than that.,"Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,","Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is.","Yes. Right, that would be the intent of it."
11,"I'm a lawyer, and I'm working on a case.","Uh-huh. What, what kind of work do you do?","Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,","Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals.","Yeah, but I'm not sure how successful that is."
12,What do you study?,"Uh, I'm a research engineer, I work, uh, with Georgia Tech.","Uh-huh. What, what kind of work do you do?","Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,","Quicker  maybe, yeah.","Well, I think it would be more successful if it was applied in a more expedient manner, if there weren't so many  appeals."
13,"Oh, well, I'm just a school teacher.","Um, well, see, I'm a school principal.","Uh, I'm a research engineer, I work, uh, with Georgia Tech.","Uh-huh. What, what kind of work do you do?","Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,","Quicker  maybe, yeah."
14,"ummm, uh, how do you feel about that?",Um.,"Um, well, see, I'm a school principal.","Uh, I'm a research engineer, I work, uh, with Georgia Tech.","Uh-huh. What, what kind of work do you do?","Yeah, if, if the person who's going to commit the crime knew that they were going to be punished severely, possibly capital punishment,"
15,"I'm a student, so uh, how?",Elementary school.,Um.,"Um, well, see, I'm a school principal.","Uh, I'm a research engineer, I work, uh, with Georgia Tech.","Uh-huh. What, what kind of work do you do?"
16,I think you mean elementary school.,Yes.,Elementary school.,Um.,"Um, well, see, I'm a school principal.","Uh, I'm a research engineer, I work, uh, with Georgia Tech."
17,I think you have it backwards.,And in a very poor section of town with predominantly Anglo kids. And I see kids already that are going to be criminals in spite of everything we can do,Yes.,Elementary school.,Um.,"Um, well, see, I'm a school principal."
18,"Well, in a small town in a rich region of England.",Um.,And in a very poor section of town with predominantly Anglo kids. And I see kids already that are going to be criminals in spite of everything we can do,Yes.,Elementary school.,Um.
19,"And, see?","and, see, I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, I mean, course, you couldn't do that because you got to do something with the ones that are already there",Um.,And in a very poor section of town with predominantly Anglo kids. And I see kids already that are going to be criminals in spite of everything we can do,Yes.,Elementary school.
20,Yeah. But I think it would be a lot easier to do if we could just do it for the other ones.,Uh-huh.,"and, see, I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, I mean, course, you couldn't do that because you got to do something with the ones that are already there",Um.,And in a very poor section of town with predominantly Anglo kids. And I see kids already that are going to be criminals in spite of everything we can do,Yes.
21,I think it's a bit of both,"but I think we would make a bigger investment in kids, we'd have fewer decisions to make. Down the road, you know.",Uh-huh.,"and, see, I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, I mean, course, you couldn't do that because you got to do something with the ones that are already there",Um.,And in a very poor section of town with predominantly Anglo kids. And I see kids already that are going to be criminals in spite of everything we can do
22,We'd be better off if we had the money to buy the kids.,"Um, that's probably true, but I guess there's other factors that,","but I think we would make a bigger investment in kids, we'd have fewer decisions to make. Down the road, you know.",Uh-huh.,"and, see, I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, I mean, course, you couldn't do that because you got to do something with the ones that are already there",Um.
23,"we could, we have, you know, children and money","Oh, yeah.","Um, that's probably true, but I guess there's other factors that,","but I think we would make a bigger investment in kids, we'd have fewer decisions to make. Down the road, you know.",Uh-huh.,"and, see, I'm afraid I think if we would take the equivalent amount of money and invest it in young people, that, I mean, course, you couldn't do that because you got to do something with the ones that are already there"
24,I think they'd be better off in the UK if they had to choose between the two.,"But, pumping more money into the school system is a good thing,","Oh, yeah.","Um, that's probably true, but I guess there's other factors that,","but I think we would make a bigger investment in kids, we'd have fewer decisions to make. Down the road, you know.",Uh-huh.
25,"Yes, but we do need to spend money on education.",Well I'm not talking about just in the school system.,"But, pumping more money into the school system is a good thing,","Oh, yeah.","Um, that's probably true, but I guess there's other factors that,","but I think we would make a bigger investment in kids, we'd have fewer decisions to make. Down the road, you know."
26,"It's a lot of money, and a lot less money than in the US.","but it's not going to, Oh, I see.",Well I'm not talking about just in the school system.,"But, pumping more money into the school system is a good thing,","Oh, yeah.","Um, that's probably true, but I guess there's other factors that,"
27,You're right.,"See, I'm talking about, like, in, in, uh, I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. Uh, I know the institutions don't work that well, but a bad day because I all these kids through my office. I have a school of five hundred and thirty-seven kids.","but it's not going to, Oh, I see.",Well I'm not talking about just in the school system.,"But, pumping more money into the school system is a good thing,","Oh, yeah."
28,... and then,Uh-huh.,"See, I'm talking about, like, in, in, uh, I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. Uh, I know the institutions don't work that well, but a bad day because I all these kids through my office. I have a school of five hundred and thirty-seven kids.","but it's not going to, Oh, I see.",Well I'm not talking about just in the school system.,"But, pumping more money into the school system is a good thing,"
29,"5,000,000, 000","Five hundred of them are good, solid kids and I have the same thirty-seven in my office every day.",Uh-huh.,"See, I'm talking about, like, in, in, uh, I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. Uh, I know the institutions don't work that well, but a bad day because I all these kids through my office. I have a school of five hundred and thirty-seven kids.","but it's not going to, Oh, I see.",Well I'm not talking about just in the school system.
30,How are you liking the,Um.,"Five hundred of them are good, solid kids and I have the same thirty-seven in my office every day.",Uh-huh.,"See, I'm talking about, like, in, in, uh, I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. Uh, I know the institutions don't work that well, but a bad day because I all these kids through my office. I have a school of five hundred and thirty-seven kids.","but it's not going to, Oh, I see."
31,That's what I meant.,And a lot of their parents are totally irresponsible. Some of them in the penal system.,Um.,"Five hundred of them are good, solid kids and I have the same thirty-seven in my office every day.",Uh-huh.,"See, I'm talking about, like, in, in, uh, I'm afraid I think that there are kids who just ought to be taken out of their homes and reared. Uh, I know the institutions don't work that well, but a bad day because I all these kids through my office. I have a school of five hundred and thirty-seven kids."
32,They were being deported to the Philippines for questioning.,So that's a difficult situation.,And a lot of their parents are totally irresponsible. Some of them in the penal system.,Um.,"Five hundred of them are good, solid kids and I have the same thirty-seven in my office every day.",Uh-huh.
33,"Yes, but that's because the law is so strict.","And, you know, you just see those kids going down the road. Now, not all of them will commit offenses that have to do with capital punishment, but some of them have already been in youth centers. And that kind of thing,",So that's a difficult situation.,And a lot of their parents are totally irresponsible. Some of them in the penal system.,Um.,"Five hundred of them are good, solid kids and I have the same thirty-seven in my office every day."
34,Uhh... what?,Um.,"And, you know, you just see those kids going down the road. Now, not all of them will commit offenses that have to do with capital punishment, but some of them have already been in youth centers. And that kind of thing,",So that's a difficult situation.,And a lot of their parents are totally irresponsible. Some of them in the penal system.,Um.
35,...,"and if we had something to do before they get to be full-blown adult criminals, and I'm not talking about necessarily in the school system, I'm not sure that the school system should be the agent of all the social action.",Um.,"And, you know, you just see those kids going down the road. Now, not all of them will commit offenses that have to do with capital punishment, but some of them have already been in youth centers. And that kind of thing,",So that's a difficult situation.,And a lot of their parents are totally irresponsible. Some of them in the penal system.
36,"Yes, but it is possible for them to be in the",Uh-huh.,"and if we had something to do before they get to be full-blown adult criminals, and I'm not talking about necessarily in the school system, I'm not sure that the school system should be the agent of all the social action.",Um.,"And, you know, you just see those kids going down the road. Now, not all of them will commit offenses that have to do with capital punishment, but some of them have already been in youth centers. And that kind of thing,",So that's a difficult situation.
37,Ayea'a'ight,"I think that's one reason we have problems in schools, uh, and some of them are our problems, but a lot of it's because everything society wants, we are supposed to do.",Uh-huh.,"and if we had something to do before they get to be full-blown adult criminals, and I'm not talking about necessarily in the school system, I'm not sure that the school system should be the agent of all the social action.",Um.,"And, you know, you just see those kids going down the road. Now, not all of them will commit offenses that have to do with capital punishment, but some of them have already been in youth centers. And that kind of thing,"
38,What's wrong with that?,Uh-huh.,"I think that's one reason we have problems in schools, uh, and some of them are our problems, but a lot of it's because everything society wants, we are supposed to do.",Uh-huh.,"and if we had something to do before they get to be full-blown adult criminals, and I'm not talking about necessarily in the school system, I'm not sure that the school system should be the agent of all the social action.",Um.
39,"I don't know, we don't have to worry about them","But that's another subject but,",Uh-huh.,"I think that's one reason we have problems in schools, uh, and some of them are our problems, but a lot of it's because everything society wants, we are supposed to do.",Uh-huh.,"and if we had something to do before they get to be full-blown adult criminals, and I'm not talking about necessarily in the school system, I'm not sure that the school system should be the agent of all the social action."
40,It's because we're all so weird,"Well, that's probably true.","But that's another subject but,",Uh-huh.,"I think that's one reason we have problems in schools, uh, and some of them are our problems, but a lot of it's because everything society wants, we are supposed to do.",Uh-huh.
41,"Oh, well I've got a lot to do and I'm not sure what to think of it","Anyway, I dealt with two or three kids today that are going to end up where somebody has, making a decision what to do with them.","Well, that's probably true.","But that's another subject but,",Uh-huh.,"I think that's one reason we have problems in schools, uh, and some of them are our problems, but a lot of it's because everything society wants, we are supposed to do."
42,I've been in the same boat as you.I'm just going to have to live with it.,"Um, yeah, I guess that's not an easy solution. There's, there's no easy solution for that.","Anyway, I dealt with two or three kids today that are going to end up where somebody has, making a decision what to do with them.","Well, that's probably true.","But that's another subject but,",Uh-huh.
43,"Yeah, I don '","Uh-huh. I don't, I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than,","Um, yeah, I guess that's not an easy solution. There's, there's no easy solution for that.","Anyway, I dealt with two or three kids today that are going to end up where somebody has, making a decision what to do with them.","Well, that's probably true.","But that's another subject but,"
44,"I'm not quite sure,",Uh-huh.,"Uh-huh. I don't, I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than,","Um, yeah, I guess that's not an easy solution. There's, there's no easy solution for that.","Anyway, I dealt with two or three kids today that are going to end up where somebody has, making a decision what to do with them.","Well, that's probably true."
45,I think it's true.,do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard? That's true.,Uh-huh.,"Uh-huh. I don't, I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than,","Um, yeah, I guess that's not an easy solution. There's, there's no easy solution for that.","Anyway, I dealt with two or three kids today that are going to end up where somebody has, making a decision what to do with them."
46,But it's cheaper to send the kid,"I'm sure it is, yeah.",do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard? That's true.,Uh-huh.,"Uh-huh. I don't, I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than,","Um, yeah, I guess that's not an easy solution. There's, there's no easy solution for that."
47,So is the state of the US.,"Statistically, that's true.","I'm sure it is, yeah.",do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard? That's true.,Uh-huh.,"Uh-huh. I don't, I don't know that there is an easy solution, but if you could find a way to prevent some of it, and I'm not sure what it would be. It would be money better spent than,"
48,"If the solution to any of these problems is to give the death penalty, then it's not going to work.","Um, yeah, I don't, I don't, certainly capital punishment isn't going to solve a lot of problems","Statistically, that's true.","I'm sure it is, yeah.",do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard? That's true.,Uh-huh.
49,He was sentenced to death row.,Uh-huh.,"Um, yeah, I don't, I don't, certainly capital punishment isn't going to solve a lot of problems","Statistically, that's true.","I'm sure it is, yeah.",do you know it costs more to keep an inmate on death row than it does to send a kid to Harvard? That's true.
50,And that's why I don'think it's going to fix anything,"but,",Uh-huh.,"Um, yeah, I don't, I don't, certainly capital punishment isn't going to solve a lot of problems","Statistically, that's true.","I'm sure it is, yeah."
51,u trollabot trollaboot,Are you for it?,"but,",Uh-huh.,"Um, yeah, I don't, I don't, certainly capital punishment isn't going to solve a lot of problems","Statistically, that's true."
52,are you for the murder of the whole of the planet?,"Uh,",Are you for it?,"but,",Uh-huh.,"Um, yeah, I don't, I don't, certainly capital punishment isn't going to solve a lot of problems"
53,"I don't know, are you?",I'm for it in  in some cases.,"Uh,",Are you for it?,"but,",Uh-huh.
54,I would say that it is pretty accurate,I guess I am  for certain,I'm for it in  in some cases.,"Uh,",Are you for it?,"but,"
55,Are you sure?,Yeah.,I guess I am  for certain,I'm for it in  in some cases.,"Uh,",Are you for it?
56,It's a good thing you're not a criminal,"yeah,  in certain crimes.",Yeah.,I guess I am  for certain,I'm for it in  in some cases.,"Uh,"
57,I use it to write.it.very.very good.it is.good.it,What kind of crimes would you use it for?,"yeah,  in certain crimes.",Yeah.,I guess I am  for certain,I'm for it in  in some cases.
58,Do you know what crimes are committed by people using it?,"Uh, premeditated murder. Crimes of that nature, I think should definitely,",What kind of crimes would you use it for?,"yeah,  in certain crimes.",Yeah.,I guess I am  for certain
59,"Uh, what?",Uh-huh.,"Uh, premeditated murder. Crimes of that nature, I think should definitely,",What kind of crimes would you use it for?,"yeah,  in certain crimes.",Yeah.
60,I think it should be a crime.,any mass murderer type individual.,Uh-huh.,"Uh, premeditated murder. Crimes of that nature, I think should definitely,",What kind of crimes would you use it for?,"yeah,  in certain crimes."
61,How would you define it?,"I, I would consider it for sexual abuse of children, on going. You know, not one instance, but perpetual abusers of children.",any mass murderer type individual.,Uh-huh.,"Uh, premeditated murder. Crimes of that nature, I think should definitely,",What kind of crimes would you use it for?
62,"What are you, a murderer?","Um. Uh-huh. Well, you always have castration","I, I would consider it for sexual abuse of children, on going. You know, not one instance, but perpetual abusers of children.",any mass murderer type individual.,Uh-huh.,"Uh, premeditated murder. Crimes of that nature, I think should definitely,"
63,"Ugh, what about that?","Well, you know, somebody elected that recently.","Um. Uh-huh. Well, you always have castration","I, I would consider it for sexual abuse of children, on going. You know, not one instance, but perpetual abusers of children.",any mass murderer type individual.,Uh-huh.
64,"You know, the one time a girl was elected to the state legislature, and she was found not guilty of anything.","Yes, I read about that","Well, you know, somebody elected that recently.","Um. Uh-huh. Well, you always have castration","I, I would consider it for sexual abuse of children, on going. You know, not one instance, but perpetual abusers of children.",any mass murderer type individual.
65,It was a big problem in the 70s and 80s.,"And all the civil rights people are up arms about it, you know.","Yes, I read about that","Well, you know, somebody elected that recently.","Um. Uh-huh. Well, you always have castration","I, I would consider it for sexual abuse of children, on going. You know, not one instance, but perpetual abusers of children."
66,They are all up votes.,Uh-huh.,"And all the civil rights people are up arms about it, you know.","Yes, I read about that","Well, you know, somebody elected that recently.","Um. Uh-huh. Well, you always have castration"
