,response,context,context/0,context/1,context/2,context/3
0,I think I'm just gonna...,Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.,"Okay. Uh, right now we're living in, well it's me, my wife and, uh, two young boys. And, uh, right now we're in a, uh, I guess it's either a zero lot line or a garden home. Which you might call it.","Well, tell me about your home."
1,It's a.me ',"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.,"Okay. Uh, right now we're living in, well it's me, my wife and, uh, two young boys. And, uh, right now we're in a, uh, I guess it's either a zero lot line or a garden home. Which you might call it."
2,"H, uh, I guess.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough.",Uh-huh.
3,We do.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.,"So we don't have a, a big yard. Uh, but, uh, when my wife and I first moved in, it was just the two of us. So it was enough."
4,I think it's because it's a big house.,Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom.",Uh-huh.
5,"Ah, uh, it's a story.","And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.,"Uh, and it's, uh, I guess what they call a story and a half. Because it's not a full two story. Where, you know, everything on top is on bottom."
6,"I'm going to start a new post for this, if you're interested.",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings.",Yeah.
7,"So, uh, what's it like?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.,"So, it's got real high ceilings on half the house and the other half is just standard sized ceilings."
8,It is.,"Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now.",Huh.
9,I know who you are.,"Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.,"And, uh, it's about a five year old house now."
10,I know.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already",It sounds nice.
11,"It's a pretty nice place to live, but you can't live there forever.It's a paradise.For now.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?","It's, uh, pretty nice. Unfortunately, the builder who built it went out of business already"
12,"Because, the economy","And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it.","Oh, yeah?"
13,I think you mean that's what happened with the Germans.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know.","Yeah. It was a, Landmark is the one who built it."
14,What is your problem with them?,I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.,"Yeah. Well, you know, these guys that gambled high lost big you know."
15,They are all home made.,"Oh, that's nice.",I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem.",Yeah. That's true.
16,I am in the same situation.,"And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.,Exactly what happened to them.,"And, uh I'm insulating myself from that problem."
17,It's going to be a fire.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.,Exactly what happened to them.
18,Do you live in the back of the house?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice.",I'm building my own house.
19,I don't think I can afford to buy a house with all that.,Are you doing it yourself?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today","Oh, that's nice."
20,You mean the truck?,Yeah.,Are you doing it yourself?,Yeah.,"Oh, really.","And as I look out the window of my trailer, I can envision all the insulation that's going up today"
21,Not much.,Wow.,Yeah.,Are you doing it yourself?,Yeah.,"Oh, really."
22,??? You're a new player,I used to be a builder.,Wow.,Yeah.,Are you doing it yourself?,Yeah.
23,Yeah. It's nice.,"Oh, that's nice.",I used to be a builder.,Wow.,Yeah.,Are you doing it yourself?
24,Yeah.You?,And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.,Wow.,Yeah.
25,He was a builder.,"Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.,Wow.
26,"Yeah, I'm not sure. I'm still here.","And now I'm a college educated builder  There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice.",I used to be a builder.
27,Did you ever build a house?,Yeah.,"And now I'm a college educated builder  There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.,"Oh, that's nice."
28,"I know, right?","So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder  There's still no work, you know.","Oh, I see. Huh.",And I retired about five years ago and  started college.
29,"Yes, we do.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder  There's still no work, you know.","Oh, I see. Huh."
30,"I have a friend who's a lawyer, he's going to sue you for this.","And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.,"And now I'm a college educated builder  There's still no work, you know."
31,"Yeah. I mean, I could build a home.",is that so?  I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did.",Yeah.
32,Can you borrow money to buy your own house?,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.,is that so?  I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.,"So, uh, you know, I decided this summer that, uh, you know, we had enough credit on the credit cards to buy the materials so I did."
33,Because it's a loan and you can borrow money from people to build houses.,Well that sounds kind of dumb.,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.,is that so?  I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home.",That's great.
34,What's the point of having a bank then?,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home",Well that sounds kind of dumb.,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.,is that so?  I didn't know that.,"And, uh, see the, the, the state has a law that says you cannot borrow the money to build your own home."
35,I think it's just for the sake of it.,Uh-huh.,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home",Well that sounds kind of dumb.,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.,is that so?  I didn't know that.
36,The bank is paying for it.,and then it doesn't sell and then the bank's  holding the bag.,Uh-huh.,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home",Well that sounds kind of dumb.,You can borrow the money to pay somebody else to build your house but you can't borrow the money to build your own.
37,"It's a bank, so it has to be a bank.",Yeah.  Yeah.,and then it doesn't sell and then the bank's  holding the bag.,Uh-huh.,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home",Well that sounds kind of dumb.
38,I don't have a bank.,Well.,Yeah.  Yeah.,and then it doesn't sell and then the bank's  holding the bag.,Uh-huh.,"Well, it's to protect the, the banks from guys that say yeah I want to build my own house and go out a build a spec home"
39,It's a bag.,Huh.,Well.,Yeah.  Yeah.,and then it doesn't sell and then the bank's  holding the bag.,Uh-huh.
40,That's why they call it a bag.,"As, as you know, anything that involves the government is, works half as well as it's supposed to costs three times as much. Right?",Huh.,Well.,Yeah.  Yeah.,and then it doesn't sell and then the bank's  holding the bag.
41,I've got a few of those.,That's right,"As, as you know, anything that involves the government is, works half as well as it's supposed to costs three times as much. Right?",Huh.,Well.,Yeah.  Yeah.
42,We have no money to buy.,Hence the savings and loan problem we have.,That's right,"As, as you know, anything that involves the government is, works half as well as it's supposed to costs three times as much. Right?",Huh.,Well.
43,"You can't really save the money, you can only borrow it.","Yeah, that's true.",Hence the savings and loan problem we have.,That's right,"As, as you know, anything that involves the government is, works half as well as it's supposed to costs three times as much. Right?",Huh.
44,I think you're misunderstanding the question.,"But, uh, you know, my home is, uh, fairly simple. It's designed to be added on to.","Yeah, that's true.",Hence the savings and loan problem we have.,That's right,"As, as you know, anything that involves the government is, works half as well as it's supposed to costs three times as much. Right?"
45,"It's not a bad place, just a little busy",Uh-huh. That's good.,"But, uh, you know, my home is, uh, fairly simple. It's designed to be added on to.","Yeah, that's true.",Hence the savings and loan problem we have.,That's right
46,"You do you, ummm, have you tried any other hobby?","Yeah. Well, I figure it's just me and my wife but, you know, I like to do stuff with my hands and whatnot, so I want  to have a shop.",Uh-huh. That's good.,"But, uh, you know, my home is, uh, fairly simple. It's designed to be added on to.","Yeah, that's true.",Hence the savings and loan problem we have.
47,I do!,Yeah.  How big a lot do you got it on?,"Yeah. Well, I figure it's just me and my wife but, you know, I like to do stuff with my hands and whatnot, so I want  to have a shop.",Uh-huh. That's good.,"But, uh, you know, my home is, uh, fairly simple. It's designed to be added on to.","Yeah, that's true."
48,Do you have a lot of plants?,Ten acres.,Yeah.  How big a lot do you got it on?,"Yeah. Well, I figure it's just me and my wife but, you know, I like to do stuff with my hands and whatnot, so I want  to have a shop.",Uh-huh. That's good.,"But, uh, you know, my home is, uh, fairly simple. It's designed to be added on to."
49,I live in a small town in the middle of nowhere.,Wow. That's nice. That's real nice.,Ten acres.,Yeah.  How big a lot do you got it on?,"Yeah. Well, I figure it's just me and my wife but, you know, I like to do stuff with my hands and whatnot, so I want  to have a shop.",Uh-huh. That's good.
50,I like the look of it.,"Well, yeah. It's really nice too because I can't see my nearest neighbor. He's on the other side of a hill.",Wow. That's nice. That's real nice.,Ten acres.,Yeah.  How big a lot do you got it on?,"Yeah. Well, I figure it's just me and my wife but, you know, I like to do stuff with my hands and whatnot, so I want  to have a shop."
51,Yeah. It is.,Oh.,"Well, yeah. It's really nice too because I can't see my nearest neighbor. He's on the other side of a hill.",Wow. That's nice. That's real nice.,Ten acres.,Yeah.  How big a lot do you got it on?
52,He's right.,And my second nearest neighbor is a dot on the horizon. Seriously.,Oh.,"Well, yeah. It's really nice too because I can't see my nearest neighbor. He's on the other side of a hill.",Wow. That's nice. That's real nice.,Ten acres.
53,I'm at the top of the hill.,God. That's pretty good.,And my second nearest neighbor is a dot on the horizon. Seriously.,Oh.,"Well, yeah. It's really nice too because I can't see my nearest neighbor. He's on the other side of a hill.",Wow. That's nice. That's real nice.
54,What do you mean?,"Well, in the winter time, I can see, see another guy but, you know, he's",God. That's pretty good.,And my second nearest neighbor is a dot on the horizon. Seriously.,Oh.,"Well, yeah. It's really nice too because I can't see my nearest neighbor. He's on the other side of a hill."
55,The weather is pretty cool.,Uh-huh.,"Well, in the winter time, I can see, see another guy but, you know, he's",God. That's pretty good.,And my second nearest neighbor is a dot on the horizon. Seriously.,Oh.
56,Not in the sun.,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",Uh-huh.,"Well, in the winter time, I can see, see another guy but, you know, he's",God. That's pretty good.,And my second nearest neighbor is a dot on the horizon. Seriously.
57,Are you talking about me?,Yeah. Yeah.,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",Uh-huh.,"Well, in the winter time, I can see, see another guy but, you know, he's",God. That's pretty good.
58,"And, uh, uh","And, uh,",Yeah. Yeah.,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",Uh-huh.,"Well, in the winter time, I can see, see another guy but, you know, he's"
59,Yes. Yes.,"Oh, that's pretty good.","And, uh,",Yeah. Yeah.,"I can just make out his place, you know. I've got a thirty mile view to the east and about ten miles to the north.",Uh-huh.
