,response,context,context/0,context/1,context/2,context/3
0,I am,"So what, what, how do you spend the time with your children?","Well, no, would they, no.","so, uh, uh, children wouldn't be very convenient for me right now.","Oh, uh-huh.","Okay, well personally, I don't have any children. I'm twenty-two and I'm doing my Master's at N C State"
1,How old are your kids?,Well both of mine are boys. They're eight and eleven,"So what, what, how do you spend the time with your children?","Well, no, would they, no.","so, uh, uh, children wouldn't be very convenient for me right now.","Oh, uh-huh."
2,"I'm going to say yes, yes I am.","Um. Okay,  and did,",Well both of mine are boys. They're eight and eleven,"So what, what, how do you spend the time with your children?","Well, no, would they, no.","so, uh, uh, children wouldn't be very convenient for me right now."
3,"Well, they're both boys.",and they're into sports,"Um. Okay,  and did,",Well both of mine are boys. They're eight and eleven,"So what, what, how do you spend the time with your children?","Well, no, would they, no."
4,Are they?,Yeah.,and they're into sports,"Um. Okay,  and did,",Well both of mine are boys. They're eight and eleven,"So what, what, how do you spend the time with your children?"
5,"Well, I mean, I'm not sure if they're gonna be any fun tonight.","I mean, as a matter of fact, that's what we're doing tonight",Yeah.,and they're into sports,"Um. Okay,  and did,",Well both of mine are boys. They're eight and eleven
6,I'm sure it's fine.,"What, what are you doing?","I mean, as a matter of fact, that's what we're doing tonight",Yeah.,and they're into sports,"Um. Okay,  and did,"
7,What is going on in this thread?,Baseball has started.,"What, what are you doing?","I mean, as a matter of fact, that's what we're doing tonight",Yeah.,and they're into sports
8,"It's an old joke, I'm sure they'll just give us a little description of the game and it'll be like, I know this game is called Baseball, but what's it's name?","Oh, okay. Do, do they play like, uh, like does the eight year old play baseball?",Baseball has started.,"What, what are you doing?","I mean, as a matter of fact, that's what we're doing tonight",Yeah.
9,I'll be right there with you. I'm going to get a ticket for this.,"Oh, oh, yes, we start here at, uh, five.","Oh, okay. Do, do they play like, uh, like does the eight year old play baseball?",Baseball has started.,"What, what are you doing?","I mean, as a matter of fact, that's what we're doing tonight"
10,I'm not sure. They've played baseball for a while now.,"Okay, and, and in, in his league do they have like a pitcher, or do they have a standing ball or a machine, or what?","Oh, oh, yes, we start here at, uh, five.","Oh, okay. Do, do they play like, uh, like does the eight year old play baseball?",Baseball has started.,"What, what are you doing?"
11,How many pitches does it take to get a strike out?,"Up until, it's coach pitch, until you get nine which my little boy will be nine in May.","Okay, and, and in, in his league do they have like a pitcher, or do they have a standing ball or a machine, or what?","Oh, oh, yes, we start here at, uh, five.","Oh, okay. Do, do they play like, uh, like does the eight year old play baseball?",Baseball has started.
12,"I'll be here until, the end of May.",Okay.,"Up until, it's coach pitch, until you get nine which my little boy will be nine in May.","Okay, and, and in, in his league do they have like a pitcher, or do they have a standing ball or a machine, or what?","Oh, oh, yes, we start here at, uh, five.","Oh, okay. Do, do they play like, uh, like does the eight year old play baseball?"
13,"I'm a pitcher, so...","So he's going to be with, uh, regular pitching",Okay.,"Up until, it's coach pitch, until you get nine which my little boy will be nine in May.","Okay, and, and in, in his league do they have like a pitcher, or do they have a standing ball or a machine, or what?","Oh, oh, yes, we start here at, uh, five."
14,He's gonna be on the mound,"Oh, okay.","So he's going to be with, uh, regular pitching",Okay.,"Up until, it's coach pitch, until you get nine which my little boy will be nine in May.","Okay, and, and in, in his league do they have like a pitcher, or do they have a standing ball or a machine, or what?"
