,response,context,context/0,context/1,context/2,context/3
0,"I don't, but I do like spaghetti","Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?",None to cook. I don't like to cook,"Oh, so what would be the, your favorite meal to cook?"
1,Like spaghetti?,Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?",None to cook. I don't like to cook
2,I'm a spaghetti person.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti.","Don't like to cook, huh?"
3,"Well, I don't have kids, so...",No.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?","Spaghetti, I guess, though. I make a mean spaghetti."
4,I'm so down for this.,married?,No.,"Uh, got kids?",Yeah,"Make a mean spaghetti, huh?"
5,I'm not sure.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.,"Uh, got kids?",Yeah
6,"Well, uh, what about my husband?",Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.,"Uh, got kids?"
7,Yeah. I don't have any of those things.,So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?,No.
8,"Well, you know what to do, huh?","Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs.",married?
9,"Oh, uh huh.",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.,"Huh-uh. *According to the following utterance, this is an AFFIRMATIVE answer, so should be ""Uh-huh"" Just my husband and I and the two dogs."
10,Do you want to cook?,"Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?,Yeah.
11,I guess it is.,"So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet.",So what about yours?
12,"I'm sorry, I don't know what you're talking about.","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.,"Well, my wife and I and we've got a thirteen week old baby so don't do much cooking for him yet."
13,I dunno.,"Uh-huh. Huh, we don't,","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?","Uh,",Uh-huh.
14,I don't know.,"Let's see, a good dinner party menu.","Uh-huh. Huh, we don't,","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?","Uh,"
15,I think you.,"Think you,","Let's see, a good dinner party menu.","Uh-huh. Huh, we don't,","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that.","So I guess it's supposed to be dinner party, is that what they said?"
16,"I'm not sure, maybe.","I suppose it would just about depend on who was coming, I guess.","Think you,","Let's see, a good dinner party menu.","Uh-huh. Huh, we don't,","Uh, yeah what kind of menu would you plan for a dinner party and, uh, what kind of dishes you might have for it, or some sort of thing like that."
17,Ohhuh. Uhuh.,"Uh-huh, uh-huh.","I suppose it would just about depend on who was coming, I guess.","Think you,","Let's see, a good dinner party menu.","Uh-huh. Huh, we don't,"
18,It's a good idea.,"You know, uh, something light and easy. If it was pretty informal about anything.","Uh-huh, uh-huh.","I suppose it would just about depend on who was coming, I guess.","Think you,","Let's see, a good dinner party menu."
19,u wot m8,"Uh-huh. Sometimes we'll have, uh, we'll have a bunch of people over and cook deer.","You know, uh, something light and easy. If it was pretty informal about anything.","Uh-huh, uh-huh.","I suppose it would just about depend on who was coming, I guess.","Think you,"
20,Oh yeah. We're gonna have a deer.,"Breast of chicken Oh, gosh, yeah. How do you usually cook your deer?","Uh-huh. Sometimes we'll have, uh, we'll have a bunch of people over and cook deer.","You know, uh, something light and easy. If it was pretty informal about anything.","Uh-huh, uh-huh.","I suppose it would just about depend on who was coming, I guess."
21,"Oh gosh, uh, yeah.",Huh?,"Breast of chicken Oh, gosh, yeah. How do you usually cook your deer?","Uh-huh. Sometimes we'll have, uh, we'll have a bunch of people over and cook deer.","You know, uh, something light and easy. If it was pretty informal about anything.","Uh-huh, uh-huh."
22,Weird...,How do you usually cook your deer?,Huh?,"Breast of chicken Oh, gosh, yeah. How do you usually cook your deer?","Uh-huh. Sometimes we'll have, uh, we'll have a bunch of people over and cook deer.","You know, uh, something light and easy. If it was pretty informal about anything."
23,"We've got, uh, we've got a deer, uh...",How do we usually?,How do you usually cook your deer?,Huh?,"Breast of chicken Oh, gosh, yeah. How do you usually cook your deer?","Uh-huh. Sometimes we'll have, uh, we'll have a bunch of people over and cook deer."
24,I don't think we can be sure.,Yeah.,How do we usually?,How do you usually cook your deer?,Huh?,"Breast of chicken Oh, gosh, yeah. How do you usually cook your deer?"
25,I'm not sure if I can do that.,"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours and throw it on the grill",Yeah.,How do we usually?,How do you usually cook your deer?,Huh?
26,"Well, you can have a steak and a beer.",Yeah.,"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours and throw it on the grill",Yeah.,How do we usually?,How do you usually cook your deer?
27,We have some in the kitchen,and it is good.,Yeah.,"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours and throw it on the grill",Yeah.,How do we usually?
28,It's been good,I imagine.,and it is good.,Yeah.,"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours and throw it on the grill",Yeah.
29,Is that good?,Real good.,I imagine.,and it is good.,Yeah.,"On the grill, we'll take the back strap and soak it in Italian dressing for a couple of hours and throw it on the grill"
30,Is it good?,I would imagine it is.,Real good.,I imagine.,and it is good.,Yeah.
31,It's like an old timey English dinner party.,"Either that or hamburgers, we really don't have dinner parties.",I would imagine it is.,Real good.,I imagine.,and it is good.
32,Oh yeah.,"Yeah. Yeah, I understand. We just had, uh, deer stew sort of uh, it was deer steak stew. Uh, well about a day, day and a half in the crock pot, uh uh, some deer steaks in kind of a mushroom gravy.","Either that or hamburgers, we really don't have dinner parties.",I would imagine it is.,Real good.,I imagine.
33,This is the only thing that's been happening to me. I can't even remember the last time.,Uh-huh. Ooh. Uh-huh. Uh-huh.,"Yeah. Yeah, I understand. We just had, uh, deer stew sort of uh, it was deer steak stew. Uh, well about a day, day and a half in the crock pot, uh uh, some deer steaks in kind of a mushroom gravy.","Either that or hamburgers, we really don't have dinner parties.",I would imagine it is.,Real good.
34,I like the way you think.,"Uh, some veggies in it.",Uh-huh. Ooh. Uh-huh. Uh-huh.,"Yeah. Yeah, I understand. We just had, uh, deer stew sort of uh, it was deer steak stew. Uh, well about a day, day and a half in the crock pot, uh uh, some deer steaks in kind of a mushroom gravy.","Either that or hamburgers, we really don't have dinner parties.",I would imagine it is.
