,response,context,context/0,context/1,context/2,context/3
0,"So, it's the US?",Yes. Exactly.,It's only getting worse exponentially it seems.,Uh-huh.,"Well, now it's in pretty disastrous shape for sure.","Well, I don't know if there's going to be solutions to the U S budget."
1,"I'm not saying it's not a good idea, but it's a terrible idea.","Um,",Yes. Exactly.,It's only getting worse exponentially it seems.,Uh-huh.,"Well, now it's in pretty disastrous shape for sure."
2,Weird. What's your point?,"There's, uh, maybe some short-term things that they can do and it hurts everybody's pocket, of course, but, um, I know that state has, uh, cutback, uh, raises for a year to help, uh, the, uh, state financial or whatever you might want to say to get better in a better condition.","Um,",Yes. Exactly.,It's only getting worse exponentially it seems.,Uh-huh.
3,I don't know.,Uh-huh.,"There's, uh, maybe some short-term things that they can do and it hurts everybody's pocket, of course, but, um, I know that state has, uh, cutback, uh, raises for a year to help, uh, the, uh, state financial or whatever you might want to say to get better in a better condition.","Um,",Yes. Exactly.,It's only getting worse exponentially it seems.
4,"I, uh, I, uh... I don't know.","That,",Uh-huh.,"There's, uh, maybe some short-term things that they can do and it hurts everybody's pocket, of course, but, um, I know that state has, uh, cutback, uh, raises for a year to help, uh, the, uh, state financial or whatever you might want to say to get better in a better condition.","Um,",Yes. Exactly.
5,State of the art.,"Oh, which state is that?","That,",Uh-huh.,"There's, uh, maybe some short-term things that they can do and it hurts everybody's pocket, of course, but, um, I know that state has, uh, cutback, uh, raises for a year to help, uh, the, uh, state financial or whatever you might want to say to get better in a better condition.","Um,"
6,Where are you from?,"Uh, State of Minnesota.","Oh, which state is that?","That,",Uh-huh.,"There's, uh, maybe some short-term things that they can do and it hurts everybody's pocket, of course, but, um, I know that state has, uh, cutback, uh, raises for a year to help, uh, the, uh, state financial or whatever you might want to say to get better in a better condition."
7,State of Minnesota.,Uh-huh.,"Uh, State of Minnesota.","Oh, which state is that?","That,",Uh-huh.
8,I'm pretty sure they're just looking for a way to make money.,"So there's the potential that perhaps, you know, the U S budget might want to take a look at it's, uh, federal employees or, and take a look at saying, well, let's freeze wages. I mean everybody's doing it so it isn't like, uh, private business has had to do it",Uh-huh.,"Uh, State of Minnesota.","Oh, which state is that?","That,"
9,"This is one of the ugliest, most bizarre, most confusing, most nonsensical, most ridiculous, most annoying, most disturbing, most incomprehensible, most hilarious, most",Uh-huh.,"So there's the potential that perhaps, you know, the U S budget might want to take a look at it's, uh, federal employees or, and take a look at saying, well, let's freeze wages. I mean everybody's doing it so it isn't like, uh, private business has had to do it",Uh-huh.,"Uh, State of Minnesota.","Oh, which state is that?"
10,The U. S. Government is not the one that has to deal with the U.,so it might have to be something that they might consider doing as a that's got to be very short term.,Uh-huh.,"So there's the potential that perhaps, you know, the U S budget might want to take a look at it's, uh, federal employees or, and take a look at saying, well, let's freeze wages. I mean everybody's doing it so it isn't like, uh, private business has had to do it",Uh-huh.,"Uh, State of Minnesota."
11,They might.,Right. Right.,so it might have to be something that they might consider doing as a that's got to be very short term.,Uh-huh.,"So there's the potential that perhaps, you know, the U S budget might want to take a look at it's, uh, federal employees or, and take a look at saying, well, let's freeze wages. I mean everybody's doing it so it isn't like, uh, private business has had to do it",Uh-huh.
12,,"And the only other avenue that I can think of is, uh, looking at where they're spending the money and not so much as saying, well, we're spending too much in that area as perhaps looking at what is costing them the money. As for, for instance, I think you probably remember the military getting caught, um, with toilet seats that cost them four hundred, five hundred dollars.",Right. Right.,so it might have to be something that they might consider doing as a that's got to be very short term.,Uh-huh.,"So there's the potential that perhaps, you know, the U S budget might want to take a look at it's, uh, federal employees or, and take a look at saying, well, let's freeze wages. I mean everybody's doing it so it isn't like, uh, private business has had to do it"
13,"The military, uh, finds",Yep. Right.,"And the only other avenue that I can think of is, uh, looking at where they're spending the money and not so much as saying, well, we're spending too much in that area as perhaps looking at what is costing them the money. As for, for instance, I think you probably remember the military getting caught, um, with toilet seats that cost them four hundred, five hundred dollars.",Right. Right.,so it might have to be something that they might consider doing as a that's got to be very short term.,Uh-huh.
14,you know.,"And it was just, I mean you can go to K-Mart and buy them for, uh, eight dollars or I think six dollars or whatever for toilet seats,",Yep. Right.,"And the only other avenue that I can think of is, uh, looking at where they're spending the money and not so much as saying, well, we're spending too much in that area as perhaps looking at what is costing them the money. As for, for instance, I think you probably remember the military getting caught, um, with toilet seats that cost them four hundred, five hundred dollars.",Right. Right.,so it might have to be something that they might consider doing as a that's got to be very short term.
15,I think you are talking about the military.,Yeah.,"And it was just, I mean you can go to K-Mart and buy them for, uh, eight dollars or I think six dollars or whatever for toilet seats,",Yep. Right.,"And the only other avenue that I can think of is, uh, looking at where they're spending the money and not so much as saying, well, we're spending too much in that area as perhaps looking at what is costing them the money. As for, for instance, I think you probably remember the military getting caught, um, with toilet seats that cost them four hundred, five hundred dollars.",Right. Right.
16,I think you know?,"so. So it gives you idea that,",Yeah.,"And it was just, I mean you can go to K-Mart and buy them for, uh, eight dollars or I think six dollars or whatever for toilet seats,",Yep. Right.,"And the only other avenue that I can think of is, uh, looking at where they're spending the money and not so much as saying, well, we're spending too much in that area as perhaps looking at what is costing them the money. As for, for instance, I think you probably remember the military getting caught, um, with toilet seats that cost them four hundred, five hundred dollars."
17,I know.That's why I said it.,Yeah. Definitely I think that there's probably a lot of waste in defense and in government funded research in the first place.,"so. So it gives you idea that,",Yeah.,"And it was just, I mean you can go to K-Mart and buy them for, uh, eight dollars or I think six dollars or whatever for toilet seats,",Yep. Right.
18,"I think you need to go to a school to learn the military, and military research is not done in school.","Sure, sure. So,",Yeah. Definitely I think that there's probably a lot of waste in defense and in government funded research in the first place.,"so. So it gives you idea that,",Yeah.,"And it was just, I mean you can go to K-Mart and buy them for, uh, eight dollars or I think six dollars or whatever for toilet seats,"
