,response,context,context/0,context/1,context/2,context/3
0,you,"Well, it seems to me that, that I'm paying anyway, because when I go, or my insurance carrier, anyway, when I pay something, the bills seem inordinately high.","Yeah, because when people can't pay, they end up going to clinics or, you know, to public hospitals, and that kind of thing, and, you know,","And, uh, I don't know exactly how we're going to cover many of these people, because I'm sure that some of them don't, uh, don't have the wherewithal to do it themselves, so, uh, I, I have a feeling, since I have just about as good a health care coverage that anybody can get, that this, uh, then becomes an obligation of the government, because it's going to become an obligation of either state, local or federal government, anyway.",Oh.,"Uh, I guess my feelings are that, uh, we almost have a universal health care system, uh, to a great degree, except that now I read where we've left out about thirty-four million people."
1,It.,"Oh, definitely.","Well, it seems to me that, that I'm paying anyway, because when I go, or my insurance carrier, anyway, when I pay something, the bills seem inordinately high.","Yeah, because when people can't pay, they end up going to clinics or, you know, to public hospitals, and that kind of thing, and, you know,","And, uh, I don't know exactly how we're going to cover many of these people, because I'm sure that some of them don't, uh, don't have the wherewithal to do it themselves, so, uh, I, I have a feeling, since I have just about as good a health care coverage that anybody can get, that this, uh, then becomes an obligation of the government, because it's going to become an obligation of either state, local or federal government, anyway.",Oh.
2,"They,...","And the reason that they're inordinately high is because that has, to cover the costs for the indigent people who apparently don't have the money or the wherewithal to do that.","Oh, definitely.","Well, it seems to me that, that I'm paying anyway, because when I go, or my insurance carrier, anyway, when I pay something, the bills seem inordinately high.","Yeah, because when people can't pay, they end up going to clinics or, you know, to public hospitals, and that kind of thing, and, you know,","And, uh, I don't know exactly how we're going to cover many of these people, because I'm sure that some of them don't, uh, don't have the wherewithal to do it themselves, so, uh, I, I have a feeling, since I have just about as good a health care coverage that anybody can get, that this, uh, then becomes an obligation of the government, because it's going to become an obligation of either state, local or federal government, anyway."
3,I'm sorry,"Right. Yeah, yeah.","And the reason that they're inordinately high is because that has, to cover the costs for the indigent people who apparently don't have the money or the wherewithal to do that.","Oh, definitely.","Well, it seems to me that, that I'm paying anyway, because when I go, or my insurance carrier, anyway, when I pay something, the bills seem inordinately high.","Yeah, because when people can't pay, they end up going to clinics or, you know, to public hospitals, and that kind of thing, and, you know,"
4,That.,"It would seem to spread it out a little better if the employers who, uh, employ these people, and pay them, uh, you know, subminimum wages or whatever, were asked to share their fair burden of this too, just as my employer is.","Right. Yeah, yeah.","And the reason that they're inordinately high is because that has, to cover the costs for the indigent people who apparently don't have the money or the wherewithal to do that.","Oh, definitely.","Well, it seems to me that, that I'm paying anyway, because when I go, or my insurance carrier, anyway, when I pay something, the bills seem inordinately high."
5,They don't really.,"Yeah. Yeah, yeah.","It would seem to spread it out a little better if the employers who, uh, employ these people, and pay them, uh, you know, subminimum wages or whatever, were asked to share their fair burden of this too, just as my employer is.","Right. Yeah, yeah.","And the reason that they're inordinately high is because that has, to cover the costs for the indigent people who apparently don't have the money or the wherewithal to do that.","Oh, definitely."
6,"If you could, sure.","And myself, I guess.","Yeah. Yeah, yeah.","It would seem to spread it out a little better if the employers who, uh, employ these people, and pay them, uh, you know, subminimum wages or whatever, were asked to share their fair burden of this too, just as my employer is.","Right. Yeah, yeah.","And the reason that they're inordinately high is because that has, to cover the costs for the indigent people who apparently don't have the money or the wherewithal to do that."
7,"I mean, I can't imagine that many people would actually be upset about this.","Yeah, that sounds like a good idea. My only concern is what happens when you turn things over to the government, I don't know","And myself, I guess.","Yeah. Yeah, yeah.","It would seem to spread it out a little better if the employers who, uh, employ these people, and pay them, uh, you know, subminimum wages or whatever, were asked to share their fair burden of this too, just as my employer is.","Right. Yeah, yeah."
8,"I guess you could, you know, just say you're the","Well   well, who, who else is going to do this, then?","Yeah, that sounds like a good idea. My only concern is what happens when you turn things over to the government, I don't know","And myself, I guess.","Yeah. Yeah, yeah.","It would seem to spread it out a little better if the employers who, uh, employ these people, and pay them, uh, you know, subminimum wages or whatever, were asked to share their fair burden of this too, just as my employer is."
9,"I'm pretty sure they have, but I don t know.","Do they wind up with more red tape, and more problems then?  Yeah,  yeah.","Well   well, who, who else is going to do this, then?","Yeah, that sounds like a good idea. My only concern is what happens when you turn things over to the government, I don't know","And myself, I guess.","Yeah. Yeah, yeah."
10,"The problem is, the government does not have the ability to do it.","I mean, it's worked successfully in Europe.","Do they wind up with more red tape, and more problems then?  Yeah,  yeah.","Well   well, who, who else is going to do this, then?","Yeah, that sounds like a good idea. My only concern is what happens when you turn things over to the government, I don't know","And myself, I guess."
11,It's a lot easier to make a lot of money when you don't have to do anything.,Uh-huh.,"I mean, it's worked successfully in Europe.","Do they wind up with more red tape, and more problems then?  Yeah,  yeah.","Well   well, who, who else is going to do this, then?","Yeah, that sounds like a good idea. My only concern is what happens when you turn things over to the government, I don't know"
12,"I'm not sure, but I think it's a common misconception.","I've heard all these stories about, I travel extensively and spend, uh, maybe half a year in Europe every year,",Uh-huh.,"I mean, it's worked successfully in Europe.","Do they wind up with more red tape, and more problems then?  Yeah,  yeah.","Well   well, who, who else is going to do this, then?"
13,"Well, if you go through the rest of Europe you'll find a lot of them.",Oh.,"I've heard all these stories about, I travel extensively and spend, uh, maybe half a year in Europe every year,",Uh-huh.,"I mean, it's worked successfully in Europe.","Do they wind up with more red tape, and more problems then?  Yeah,  yeah."
14,"Yeah, it's a good thing, I find it odd that some people are against healthcare in general.","and I find that the health care programs there, uh, are administered with, uh, at least people I talk to, with, uh, a great deal of integrity, and, uh, people don't seem to be reluctant to use them to any degree.",Oh.,"I've heard all these stories about, I travel extensively and spend, uh, maybe half a year in Europe every year,",Uh-huh.,"I mean, it's worked successfully in Europe."
15,It's interesting that you can tell when people are being sarcastic.,Yeah.,"and I find that the health care programs there, uh, are administered with, uh, at least people I talk to, with, uh, a great deal of integrity, and, uh, people don't seem to be reluctant to use them to any degree.",Oh.,"I've heard all these stories about, I travel extensively and spend, uh, maybe half a year in Europe every year,",Uh-huh.
16,Do you have a problem?,"As a matter of fact, if I'm injured or have an emergency when I'm, say in Germany or France, uh, that, I'm automatically taken care of,",Yeah.,"and I find that the health care programs there, uh, are administered with, uh, at least people I talk to, with, uh, a great deal of integrity, and, uh, people don't seem to be reluctant to use them to any degree.",Oh.,"I've heard all these stories about, I travel extensively and spend, uh, maybe half a year in Europe every year,"
17,You can be a medic if you have a heart attack.,Wow.,"As a matter of fact, if I'm injured or have an emergency when I'm, say in Germany or France, uh, that, I'm automatically taken care of,",Yeah.,"and I find that the health care programs there, uh, are administered with, uh, at least people I talk to, with, uh, a great deal of integrity, and, uh, people don't seem to be reluctant to use them to any degree.",Oh.
18,... but then you have to take care of them,I mean I don't even have to pay.,Wow.,"As a matter of fact, if I'm injured or have an emergency when I'm, say in Germany or France, uh, that, I'm automatically taken care of,",Yeah.,"and I find that the health care programs there, uh, are administered with, uh, at least people I talk to, with, uh, a great deal of integrity, and, uh, people don't seem to be reluctant to use them to any degree."
19,,"Yeah. Well, I think part of the, the tremendous benefit of that is that there's so many people who wait now because they don't have the money, until, you know, they have no preventative measures People, um, you know, just go on and on and on. I mean, so many people don't even get prenatal care or, and it just extends with if it, what would be a minor problem to deal with if they had a help available early on becomes just this horrendous, you know, burden on the taxpayers. They're saying now that one out of every ten child born in public hospitals is addicted to crack.",I mean I don't even have to pay.,Wow.,"As a matter of fact, if I'm injured or have an emergency when I'm, say in Germany or France, uh, that, I'm automatically taken care of,",Yeah.
20,,"Well I,  uh, uh, I know it.","Yeah. Well, I think part of the, the tremendous benefit of that is that there's so many people who wait now because they don't have the money, until, you know, they have no preventative measures People, um, you know, just go on and on and on. I mean, so many people don't even get prenatal care or, and it just extends with if it, what would be a minor problem to deal with if they had a help available early on becomes just this horrendous, you know, burden on the taxpayers. They're saying now that one out of every ten child born in public hospitals is addicted to crack.",I mean I don't even have to pay.,Wow.,"As a matter of fact, if I'm injured or have an emergency when I'm, say in Germany or France, uh, that, I'm automatically taken care of,"
