,response,context,context/0,context/1,context/2,context/3
0,"I love cats and I love my cats, but I can't have any.","That's right, that's like unconditional affection.","You can, you can tell them anything and they won't tell anybody.","Yeah,","no, I don't, an my kids would love a pet. I had a pet when I was a girl. I had a Cocker Spaniel. And I think one thing about pets is they're a lot of company.",So have you got a pet.
1,I don't think so.,"Right, as a matter of fact, I was thinking that same thing, unconditional love. They just give it, and don't expect too much.","That's right, that's like unconditional affection.","You can, you can tell them anything and they won't tell anybody.","Yeah,","no, I don't, an my kids would love a pet. I had a pet when I was a girl. I had a Cocker Spaniel. And I think one thing about pets is they're a lot of company."
2,They're not married.,Yeah.,"Right, as a matter of fact, I was thinking that same thing, unconditional love. They just give it, and don't expect too much.","That's right, that's like unconditional affection.","You can, you can tell them anything and they won't tell anybody.","Yeah,"
3,"Yeah, I know.","Anyway, do you have a pet?",Yeah.,"Right, as a matter of fact, I was thinking that same thing, unconditional love. They just give it, and don't expect too much.","That's right, that's like unconditional affection.","You can, you can tell them anything and they won't tell anybody."
4,I think you have to have a cat to have any pets.,"I had a cat, I've had several cats. My pet, uh, was hit by a car New Year's Eve, but, uh,","Anyway, do you have a pet?",Yeah.,"Right, as a matter of fact, I was thinking that same thing, unconditional love. They just give it, and don't expect too much.","That's right, that's like unconditional affection."
5,"She had a pet, and she's now in a relationship.",Oh! like a,"I had a cat, I've had several cats. My pet, uh, was hit by a car New Year's Eve, but, uh,","Anyway, do you have a pet?",Yeah.,"Right, as a matter of fact, I was thinking that same thing, unconditional love. They just give it, and don't expect too much."
6,She nods.,"I'm going to get another one as soon as I get back in town. I'm going out of town this weekend, when I get back I'm going to find a cat. So,",Oh! like a,"I had a cat, I've had several cats. My pet, uh, was hit by a car New Year's Eve, but, uh,","Anyway, do you have a pet?",Yeah.
7,I just had a kitten.,"Oh, I'm so sorry. But that's good that you're going to get another one.","I'm going to get another one as soon as I get back in town. I'm going out of town this weekend, when I get back I'm going to find a cat. So,",Oh! like a,"I had a cat, I've had several cats. My pet, uh, was hit by a car New Year's Eve, but, uh,","Anyway, do you have a pet?"
8,"Oh, I'm sorry, I thought you were going to say something.",Yeah.,"Oh, I'm so sorry. But that's good that you're going to get another one.","I'm going to get another one as soon as I get back in town. I'm going out of town this weekend, when I get back I'm going to find a cat. So,",Oh! like a,"I had a cat, I've had several cats. My pet, uh, was hit by a car New Year's Eve, but, uh,"
9,"that,","I know some of my friends who have pets, uh, and they just are really, you know, the ones that have dogs are very, uh, protective of them and I think that's one reason they have them, especially older people that I know, that have pets. But they just, um, really take care of them, or, uh, are protective of them.",Yeah.,"Oh, I'm so sorry. But that's good that you're going to get another one.","I'm going to get another one as soon as I get back in town. I'm going out of town this weekend, when I get back I'm going to find a cat. So,",Oh! like a
10,work,"I work and go to school and it's kind of nice you come home your, your pet's there for you and wants a little food a little attention.","I know some of my friends who have pets, uh, and they just are really, you know, the ones that have dogs are very, uh, protective of them and I think that's one reason they have them, especially older people that I know, that have pets. But they just, um, really take care of them, or, uh, are protective of them.",Yeah.,"Oh, I'm so sorry. But that's good that you're going to get another one.","I'm going to get another one as soon as I get back in town. I'm going out of town this weekend, when I get back I'm going to find a cat. So,"
11,Food.,"Yeah, an, and my, my kids,","I work and go to school and it's kind of nice you come home your, your pet's there for you and wants a little food a little attention.","I know some of my friends who have pets, uh, and they just are really, you know, the ones that have dogs are very, uh, protective of them and I think that's one reason they have them, especially older people that I know, that have pets. But they just, um, really take care of them, or, uh, are protective of them.",Yeah.,"Oh, I'm so sorry. But that's good that you're going to get another one."
12,...,"And that's, it's kind of fun.","Yeah, an, and my, my kids,","I work and go to school and it's kind of nice you come home your, your pet's there for you and wants a little food a little attention.","I know some of my friends who have pets, uh, and they just are really, you know, the ones that have dogs are very, uh, protective of them and I think that's one reason they have them, especially older people that I know, that have pets. But they just, um, really take care of them, or, uh, are protective of them.",Yeah.
13,I want a lot of course.,"um, they really want a dog badly, and they've been looking and looking and want, you know, they'd take anything I think","And that's, it's kind of fun.","Yeah, an, and my, my kids,","I work and go to school and it's kind of nice you come home your, your pet's there for you and wants a little food a little attention.","I know some of my friends who have pets, uh, and they just are really, you know, the ones that have dogs are very, uh, protective of them and I think that's one reason they have them, especially older people that I know, that have pets. But they just, um, really take care of them, or, uh, are protective of them."
14,And they want a cat badly.,Yeah.,"um, they really want a dog badly, and they've been looking and looking and want, you know, they'd take anything I think","And that's, it's kind of fun.","Yeah, an, and my, my kids,","I work and go to school and it's kind of nice you come home your, your pet's there for you and wants a little food a little attention."
15,"He was never in my house, but I do like the cat.","but, um, I don't know do you like, I guess your cat was an indoor cat.",Yeah.,"um, they really want a dog badly, and they've been looking and looking and want, you know, they'd take anything I think","And that's, it's kind of fun.","Yeah, an, and my, my kids,"
16,I don't think you know what that means.,"No it was an kind of indoor, outdoor, it, it was,","but, um, I don't know do you like, I guess your cat was an indoor cat.",Yeah.,"um, they really want a dog badly, and they've been looking and looking and want, you know, they'd take anything I think","And that's, it's kind of fun."
17,You're a cat?,It kind of traveled around travel.,"No it was an kind of indoor, outdoor, it, it was,","but, um, I don't know do you like, I guess your cat was an indoor cat.",Yeah.,"um, they really want a dog badly, and they've been looking and looking and want, you know, they'd take anything I think"
18,It was outside.,"well yeah, I don't, I don't care for the smell of the litter box so my cat was trained to go outside, other than that it was inside when it wanted to be, it was outside when.",It kind of traveled around travel.,"No it was an kind of indoor, outdoor, it, it was,","but, um, I don't know do you like, I guess your cat was an indoor cat.",Yeah.
19,Did you know the dog was trained?,"Yeah, when I had a Cocker Spaniel it, it was an outdoor dog and, uh, I think I liked that better.","well yeah, I don't, I don't care for the smell of the litter box so my cat was trained to go outside, other than that it was inside when it wanted to be, it was outside when.",It kind of traveled around travel.,"No it was an kind of indoor, outdoor, it, it was,","but, um, I don't know do you like, I guess your cat was an indoor cat."
20,i',"Yeah, I, I, think, you know, I like dogs, but I think that, uh, I'm, kind of like big big dogs and you have to have room for them.","Yeah, when I had a Cocker Spaniel it, it was an outdoor dog and, uh, I think I liked that better.","well yeah, I don't, I don't care for the smell of the litter box so my cat was trained to go outside, other than that it was inside when it wanted to be, it was outside when.",It kind of traveled around travel.,"No it was an kind of indoor, outdoor, it, it was,"
