,response,context,context/0,context/1,context/2,context/3
0,you can call me,Uh-huh.,"on my father's side we've really there, uh,","that's been,","Well,","Does your family normally have a reunion? Do you have one,"
1,You guys ever have a fight in the middle of the night?,"On my mother's side we've had several, not,  it's not really on a regular basis,",Uh-huh.,"on my father's side we've really there, uh,","that's been,","Well,"
2,You know what's up.,Uh-huh.,"On my mother's side we've had several, not,  it's not really on a regular basis,",Uh-huh.,"on my father's side we've really there, uh,","that's been,"
3,We've been to every summer since we were kids.,"but usually sometimes every few summers. Well, all, see, all the family lives in once place, except for a few of us are scattered about.",Uh-huh.,"On my mother's side we've had several, not,  it's not really on a regular basis,",Uh-huh.,"on my father's side we've really there, uh,"
4,well uhuh.,Right.,"but usually sometimes every few summers. Well, all, see, all the family lives in once place, except for a few of us are scattered about.",Uh-huh.,"On my mother's side we've had several, not,  it's not really on a regular basis,",Uh-huh.
5,It's been like that for a while,So they're pretty much just reunited always,Right.,"but usually sometimes every few summers. Well, all, see, all the family lives in once place, except for a few of us are scattered about.",Uh-huh.,"On my mother's side we've had several, not,  it's not really on a regular basis,"
6,They're all back together now.,Uh-huh.,So they're pretty much just reunited always,Right.,"but usually sometimes every few summers. Well, all, see, all the family lives in once place, except for a few of us are scattered about.",Uh-huh.
7,I dont know,"so it's, it's just once in a while we get the special gathering with everyone together.",Uh-huh.,So they're pretty much just reunited always,Right.,"but usually sometimes every few summers. Well, all, see, all the family lives in once place, except for a few of us are scattered about."
8,I'm not sure,"Well, it might be a good time for you to to, to start a tradition.","so it's, it's just once in a while we get the special gathering with everyone together.",Uh-huh.,So they're pretty much just reunited always,Right.
9,"Well, it's a good thing I'm here, I'm just gonna be alone for a while","I know, that's","Well, it might be a good time for you to to, to start a tradition.","so it's, it's just once in a while we get the special gathering with everyone together.",Uh-huh.,So they're pretty much just reunited always
10,The only time I've ever been to the place was when I was in high school,You could be responsible for that yourself.,"I know, that's","Well, it might be a good time for you to to, to start a tradition.","so it's, it's just once in a while we get the special gathering with everyone together.",Uh-huh.
11,"He could be your grandfather, your father, your mother, your SO, your son, your friend, your best friend, etc.","do that, that's true.",You could be responsible for that yourself.,"I know, that's","Well, it might be a good time for you to to, to start a tradition.","so it's, it's just once in a while we get the special gathering with everyone together."
12,"Well, that's not true.",Sure.,"do that, that's true.",You could be responsible for that yourself.,"I know, that's","Well, it might be a good time for you to to, to start a tradition."
13,I'm not a very good person.,How about your family?,Sure.,"do that, that's true.",You could be responsible for that yourself.,"I know, that's"
14,He shrugs. I've been around for a long time.,"Well, in my family, let's see, last October was the forty fifth annual  uh, reunion.",How about your family?,Sure.,"do that, that's true.",You could be responsible for that yourself.
15,I'm... not sure if I should laugh or cry.,"Wow, you're,  a pro at this.","Well, in my family, let's see, last October was the forty fifth annual  uh, reunion.",How about your family?,Sure.,"do that, that's true."
16,What about the Jordan?,"The first Sunday in October, the Jordan family gets together.","Wow, you're,  a pro at this.","Well, in my family, let's see, last October was the forty fifth annual  uh, reunion.",How about your family?,Sure.
17,"No, he just said that he is very good at this.","Oh, that's good.","The first Sunday in October, the Jordan family gets together.","Wow, you're,  a pro at this.","Well, in my family, let's see, last October was the forty fifth annual  uh, reunion.",How about your family?
18,"Well, they are.","And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together, and they come as far away from California, and there's usually oh, between a hundred and fifty and two hundred and fifty people.","Oh, that's good.","The first Sunday in October, the Jordan family gets together.","Wow, you're,  a pro at this.","Well, in my family, let's see, last October was the forty fifth annual  uh, reunion."
19,I think the only place I've ever met them was in the civil war,And then where do you meet?,"And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together, and they come as far away from California, and there's usually oh, between a hundred and fifty and two hundred and fifty people.","Oh, that's good.","The first Sunday in October, the Jordan family gets together.","Wow, you're,  a pro at this."
20,What is this?,"Uh, there's a big community hall in Vernon Texas,",And then where do you meet?,"And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together, and they come as far away from California, and there's usually oh, between a hundred and fifty and two hundred and fifty people.","Oh, that's good.","The first Sunday in October, the Jordan family gets together."
21,It's not in my state.,Okay.,"Uh, there's a big community hall in Vernon Texas,",And then where do you meet?,"And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together, and they come as far away from California, and there's usually oh, between a hundred and fifty and two hundred and fifty people.","Oh, that's good."
22,That's a little different.,"and, uh, that seems to be sort of a middle ground for all of the Texas family.",Okay.,"Uh, there's a big community hall in Vernon Texas,",And then where do you meet?,"And all of the descendants of the Civil War, I mean, yeah, the Civil War veterans come together, and they come as far away from California, and there's usually oh, between a hundred and fifty and two hundred and fifty people."
23,... yeah...,Okay. Do you have relatives in Vernon then?,"and, uh, that seems to be sort of a middle ground for all of the Texas family.",Okay.,"Uh, there's a big community hall in Vernon Texas,",And then where do you meet?
24,"... wait, do you have any relatives in Virginia?",Uh-huh.,Okay. Do you have relatives in Vernon then?,"and, uh, that seems to be sort of a middle ground for all of the Texas family.",Okay.,"Uh, there's a big community hall in Vernon Texas,"
25,"Well, uh, uh.",Okay.,Uh-huh.,Okay. Do you have relatives in Vernon then?,"and, uh, that seems to be sort of a middle ground for all of the Texas family.",Okay.
26,That sounds cool.,"Right, uh-huh. A lot of the older family lives in Vernon.",Okay.,Uh-huh.,Okay. Do you have relatives in Vernon then?,"and, uh, that seems to be sort of a middle ground for all of the Texas family."
27,He nods. Yeah.,Right.,"Right, uh-huh. A lot of the older family lives in Vernon.",Okay.,Uh-huh.,Okay. Do you have relatives in Vernon then?
28,"Uh, what?","Um, all of his direct descendants, descendants have now died and the grandchildren are in their seventies and eighties.",Right.,"Right, uh-huh. A lot of the older family lives in Vernon.",Okay.,Uh-huh.
29,He was only around for a few years.,Oh.,"Um, all of his direct descendants, descendants have now died and the grandchildren are in their seventies and eighties.",Right.,"Right, uh-huh. A lot of the older family lives in Vernon.",Okay.
30,I'm not sure if that's how it works.,So we're talking about second and third great children here.,Oh.,"Um, all of his direct descendants, descendants have now died and the grandchildren are in their seventies and eighties.",Right.,"Right, uh-huh. A lot of the older family lives in Vernon."
31,His descendants,Right.,So we're talking about second and third great children here.,Oh.,"Um, all of his direct descendants, descendants have now died and the grandchildren are in their seventies and eighties.",Right.
32,Why not?,"Uh, I take my boys well, I took them up until this year, they're grown and gone from home now",Right.,So we're talking about second and third great children here.,Oh.,"Um, all of his direct descendants, descendants have now died and the grandchildren are in their seventies and eighties."
33,"It's okay, I'm a second generation, I was raised by my father.",Oh.,"Uh, I take my boys well, I took them up until this year, they're grown and gone from home now",Right.,So we're talking about second and third great children here.,Oh.
34,"So they, they, their, their","so they, they take their family.",Oh.,"Uh, I take my boys well, I took them up until this year, they're grown and gone from home now",Right.,So we're talking about second and third great children here.
35,They are,Right.,"so they, they take their family.",Oh.,"Uh, I take my boys well, I took them up until this year, they're grown and gone from home now",Right.
36,That's what I said.,"But, uh, let's see, that would make them, grandfather, great grandfather, great great grandfather, okay, so it would be the second great grandchild. And so they,",Right.,"so they, they take their family.",Oh.,"Uh, I take my boys well, I took them up until this year, they're grown and gone from home now"
37,What is this?,"Okay, so this town hall that you meet in, is that like a, um,","But, uh, let's see, that would make them, grandfather, great grandfather, great great grandfather, okay, so it would be the second great grandchild. And so they,",Right.,"so they, they take their family.",Oh.
38,What is this?,"Well, it's a community center, it's a community hall. It's,  a great big open building that has a wonderful kitchen it in,","Okay, so this town hall that you meet in, is that like a, um,","But, uh, let's see, that would make them, grandfather, great grandfather, great great grandfather, okay, so it would be the second great grandchild. And so they,",Right.,"so they, they take their family."
39,It's a town hall. It's not a church.,Okay.,"Well, it's a community center, it's a community hall. It's,  a great big open building that has a wonderful kitchen it in,","Okay, so this town hall that you meet in, is that like a, um,","But, uh, let's see, that would make them, grandfather, great grandfather, great great grandfather, okay, so it would be the second great grandchild. And so they,",Right.
40,"So,","and, uh, you just bring the covered dishes. Every, every family brings a, a dish of some kind, and you get all the wonderful old family recipes,  that have been handed,  down for years",Okay.,"Well, it's a community center, it's a community hall. It's,  a great big open building that has a wonderful kitchen it in,","Okay, so this town hall that you meet in, is that like a, um,","But, uh, let's see, that would make them, grandfather, great grandfather, great great grandfather, okay, so it would be the second great grandchild. And so they,"
41,"I just eat a potato salad and, uh, eat it.","Potato salad and, uh,","and, uh, you just bring the covered dishes. Every, every family brings a, a dish of some kind, and you get all the wonderful old family recipes,  that have been handed,  down for years",Okay.,"Well, it's a community center, it's a community hall. It's,  a great big open building that has a wonderful kitchen it in,","Okay, so this town hall that you meet in, is that like a, um,"
42,I'll have you know that I am a vegetarian.,"Well, we try to stay away from those things which might have, uh, salmonella in them.","Potato salad and, uh,","and, uh, you just bring the covered dishes. Every, every family brings a, a dish of some kind, and you get all the wonderful old family recipes,  that have been handed,  down for years",Okay.,"Well, it's a community center, it's a community hall. It's,  a great big open building that has a wonderful kitchen it in,"
43,"I know, I know.","Oh, that's good.","Well, we try to stay away from those things which might have, uh, salmonella in them.","Potato salad and, uh,","and, uh, you just bring the covered dishes. Every, every family brings a, a dish of some kind, and you get all the wonderful old family recipes,  that have been handed,  down for years",Okay.
44,"We have a lot of stuff in the US, so we can have a salad in","And we choose to bring congealed salad. You can bring a congealed vegetable salad,  as opposed to potato salad.","Oh, that's good.","Well, we try to stay away from those things which might have, uh, salmonella in them.","Potato salad and, uh,","and, uh, you just bring the covered dishes. Every, every family brings a, a dish of some kind, and you get all the wonderful old family recipes,  that have been handed,  down for years"
45,"Well, we are trying to bring potatoes to the party",Right.,"And we choose to bring congealed salad. You can bring a congealed vegetable salad,  as opposed to potato salad.","Oh, that's good.","Well, we try to stay away from those things which might have, uh, salmonella in them.","Potato salad and, uh,"
46,I don't think you can.,"And we are very conscious of, most of us are very conscious of, of, uh, sanitation aspects,  whatever you've got to carry for any distance.",Right.,"And we choose to bring congealed salad. You can bring a congealed vegetable salad,  as opposed to potato salad.","Oh, that's good.","Well, we try to stay away from those things which might have, uh, salmonella in them."
47,We are very aware of the human condition.,Right.,"And we are very conscious of, most of us are very conscious of, of, uh, sanitation aspects,  whatever you've got to carry for any distance.",Right.,"And we choose to bring congealed salad. You can bring a congealed vegetable salad,  as opposed to potato salad.","Oh, that's good."
48,"Yes, but only for you.","I always, take home baked bread.",Right.,"And we are very conscious of, most of us are very conscious of, of, uh, sanitation aspects,  whatever you've got to carry for any distance.",Right.,"And we choose to bring congealed salad. You can bring a congealed vegetable salad,  as opposed to potato salad."
49,Take home baked Bread,"Oh, that's nice.","I always, take home baked bread.",Right.,"And we are very conscious of, most of us are very conscious of, of, uh, sanitation aspects,  whatever you've got to carry for any distance.",Right.
50,"I know, right?","Uh, that happens to be my specialty for that family. I do other things very well,","Oh, that's nice.","I always, take home baked bread.",Right.,"And we are very conscious of, most of us are very conscious of, of, uh, sanitation aspects,  whatever you've got to carry for any distance."
