,response,context,context/0,context/1,context/2,context/3
0,That's why there are so many people.,"Oh, my.","And there would be like thirty people. So people talk about, you know, big family reunions and I think, like I have a friend who just went to, like, Wyoming to some big ranch, you know, where like there were four hundred people for their family reunion.","Oh, gee.","Well, for, I grew up in the deep south like south Alabama. So whenever I think of family reunions, my family, like, got together almost every week.",How would you go about organizing a family reunion?
1,"I,","And I, so I mean, how I would go about doing it is I would just call all my relatives.","Oh, my.","And there would be like thirty people. So people talk about, you know, big family reunions and I think, like I have a friend who just went to, like, Wyoming to some big ranch, you know, where like there were four hundred people for their family reunion.","Oh, gee.","Well, for, I grew up in the deep south like south Alabama. So whenever I think of family reunions, my family, like, got together almost every week."
2,I think I'm gonna go to the top of the mountain and go for a walk.,Uh-huh.,"And I, so I mean, how I would go about doing it is I would just call all my relatives.","Oh, my.","And there would be like thirty people. So people talk about, you know, big family reunions and I think, like I have a friend who just went to, like, Wyoming to some big ranch, you know, where like there were four hundred people for their family reunion.","Oh, gee."
3,,"Because I, since I came from, my father has, uh, five sisters and two brothers and my mother has four brothers and two sisters. So I both of my parents had big families, and we always we always got together, just always. Now it's different because I live here and I, you know, when I go home I try to see the families, as much of the family as I can but it's real different.",Uh-huh.,"And I, so I mean, how I would go about doing it is I would just call all my relatives.","Oh, my.","And there would be like thirty people. So people talk about, you know, big family reunions and I think, like I have a friend who just went to, like, Wyoming to some big ranch, you know, where like there were four hundred people for their family reunion."
4,,Yes.,"Because I, since I came from, my father has, uh, five sisters and two brothers and my mother has four brothers and two sisters. So I both of my parents had big families, and we always we always got together, just always. Now it's different because I live here and I, you know, when I go home I try to see the families, as much of the family as I can but it's real different.",Uh-huh.,"And I, so I mean, how I would go about doing it is I would just call all my relatives.","Oh, my."
5,I'm not,"And I grew up in a real not, I think not normal setting.",Yes.,"Because I, since I came from, my father has, uh, five sisters and two brothers and my mother has four brothers and two sisters. So I both of my parents had big families, and we always we always got together, just always. Now it's different because I live here and I, you know, when I go home I try to see the families, as much of the family as I can but it's real different.",Uh-huh.,"And I, so I mean, how I would go about doing it is I would just call all my relatives."
6,How does it,With all of you living so close together.,"And I grew up in a real not, I think not normal setting.",Yes.,"Because I, since I came from, my father has, uh, five sisters and two brothers and my mother has four brothers and two sisters. So I both of my parents had big families, and we always we always got together, just always. Now it's different because I live here and I, you know, when I go home I try to see the families, as much of the family as I can but it's real different.",Uh-huh.
7,I'm in the day,"Right. I mean Sunday dinner was at my grandmother's and, you know, like I said there would be thirty, you know, thirty people, and everyone would just bring things and my grandmother would cook and cook and cook.",With all of you living so close together.,"And I grew up in a real not, I think not normal setting.",Yes.,"Because I, since I came from, my father has, uh, five sisters and two brothers and my mother has four brothers and two sisters. So I both of my parents had big families, and we always we always got together, just always. Now it's different because I live here and I, you know, when I go home I try to see the families, as much of the family as I can but it's real different."
8,I'm just a regular person.,Oh.,"Right. I mean Sunday dinner was at my grandmother's and, you know, like I said there would be thirty, you know, thirty people, and everyone would just bring things and my grandmother would cook and cook and cook.",With all of you living so close together.,"And I grew up in a real not, I think not normal setting.",Yes.
9,I am the tree,And,Oh.,"Right. I mean Sunday dinner was at my grandmother's and, you know, like I said there would be thirty, you know, thirty people, and everyone would just bring things and my grandmother would cook and cook and cook.",With all of you living so close together.,"And I grew up in a real not, I think not normal setting."
10,What?,"Well, I come from a very small family. And we planned a family reunion this spring. Uh, where we are from Texas and my family is from Ohio and we met in Florida.",And,Oh.,"Right. I mean Sunday dinner was at my grandmother's and, you know, like I said there would be thirty, you know, thirty people, and everyone would just bring things and my grandmother would cook and cook and cook.",With all of you living so close together.
11,"Well, I came from Texas, and my mother was from Florida",Uh-huh.,"Well, I come from a very small family. And we planned a family reunion this spring. Uh, where we are from Texas and my family is from Ohio and we met in Florida.",And,Oh.,"Right. I mean Sunday dinner was at my grandmother's and, you know, like I said there would be thirty, you know, thirty people, and everyone would just bring things and my grandmother would cook and cook and cook."
12,"Yea, I am, and I'm just here for the fun.","So the seven of us went on a cruise and then went to Disney together. So that's all the family, so planning our family reunion was very easy you know.",Uh-huh.,"Well, I come from a very small family. And we planned a family reunion this spring. Uh, where we are from Texas and my family is from Ohio and we met in Florida.",And,Oh.
13,Oh. I guess I was thinking of it as a family thing.,"Yeah, I guess so. It really sounds like it was fun.","So the seven of us went on a cruise and then went to Disney together. So that's all the family, so planning our family reunion was very easy you know.",Uh-huh.,"Well, I come from a very small family. And we planned a family reunion this spring. Uh, where we are from Texas and my family is from Ohio and we met in Florida.",And
