Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i'm not sure	65	M	3, 67
2	3	right of the	29	M	39, 67
2	3	the right of	45	M	67, 111
2	3	you want to	11	M	17, 27
6	2	of the	83	M	19, 25, 39, 63, 67, 101
5	2	in the	71	M	7, 25, 55, 67, 77
4	2	to the	95	M	17, 59, 71, 111
3	2	how far	49	M	9, 23, 57
3	2	i'm not	97	M	3, 67, 99
3	2	the right	47	M	67, 111, 113
2	2	, i'm	23	M	3, 25
2	2	and you	19	M	41, 59
2	2	are you	3	M	7, 9
2	2	boat house	19	M	59, 77
2	2	do you	13	M	23, 35
2	2	go to	43	M	17, 59
2	2	got a	107	M	5, 111
2	2	i don't	41	M	49, 89
2	2	i think	35	M	63, 97
2	2	is in	35	M	77, 111
2	2	that .	87	M	3, 89
2	2	the bottom	15	M	63, 77
2	2	the fort	63	M	19, 81
2	2	the river	9	M	59, 67
2	2	you can	51	M	59, 109
2	2	you can't	5	M	67, 71
2	2	you know	5	M	99, 103
2	2	you mean	53	M	3, 55
23	1	the	115	M	1, 7, 17, 19, 21, 25, 39, 43, 55, 59, 63, 67, 69, 71, 75, 77, 81, 99, 101, 109, 111, 113, 115
16	1	you	107	M	3, 5, 7, 9, 17, 23, 27, 35, 41, 55, 59, 67, 71, 99, 103, 109
12	1	right	103	M	11, 15, 17, 19, 39, 67, 77, 93, 95, 101, 111, 113
9	1	i	73	M	25, 31, 37, 49, 63, 65, 89, 93, 97
9	1	of	93	M	19, 25, 27, 39, 63, 67, 77, 101, 111
9	1	to	95	M	17, 27, 49, 59, 71, 75, 89, 107, 111
7	1	it	89	M	21, 31, 41, 51, 59, 67, 109
6	1	a	111	M	1, 5, 27, 67, 75, 111
6	1	go	77	M	17, 23, 29, 59, 71, 93
6	1	in	105	M	7, 25, 55, 67, 77, 111
5	1	how	49	M	9, 23, 31, 49, 57
5	1	i'm	97	M	3, 19, 25, 67, 99
4	1	and	101	M	11, 41, 59, 111
4	1	do	67	M	23, 35, 65, 89
4	1	is	69	M	43, 77, 87, 111
4	1	that	87	M	3, 21, 87, 89
4	1	what	101	M	3, 83, 87, 103
4	1	you're	81	M	33, 67, 89, 113
3	1	can	79	M	31, 59, 109
3	1	down	57	M	57, 85, 113
3	1	got	107	M	5, 109, 111
3	1	it's	51	M	47, 85, 97
3	1	know	55	M	49, 99, 103
3	1	on	89	M	21, 105, 109
3	1	so	59	M	17, 63, 75
3	1	then	93	M	1, 11, 93
3	1	think	35	M	63, 89, 97
3	1	up	31	M	29, 47, 59
2	1	about	3	M	97, 99
2	1	but	67	M	1, 67
2	1	corner	7	M	77, 83
2	1	east	57	M	17, 73
2	1	just	19	M	41, 59
2	1	left	11	M	105, 115
2	1	like	19	M	37, 55
2	1	no	3	M	51, 53
2	1	oh	29	M	17, 45
2	1	river	9	M	59, 67
2	1	side	13	M	101, 113
2	1	still	33	M	35, 67
2	1	stop	31	M	63, 93
2	1	supposed	65	M	25, 89
2	1	sure	65	M	3, 67
2	1	this	41	M	37, 77
2	1	your	93	M	13, 105

