Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	do you want me to go	123	86	1	f	38, 123
3	1	3	do you want	38	113	1	M	11, 38, 123
3	3	3	the top of	82	92	1	M	3, 82, 94
3	1	3	want me to	77	86	1	f	38, 77, 123
2	2	3	i'm on the	93	2	1	f	92, 93
11	11	2	of the	14	120	1	M	3, 14, 23, 41, 65, 70, 76, 89, 92, 118, 122
8	8	2	to the	14	118	1	M	5, 14, 36, 49, 94, 98, 118, 122
7	4	2	do you	38	113	2	M	11, 37, 38, 71, 83, 105, 123
5	3	2	on the	92	71	3	M	23, 57, 65, 92, 93
5	2	2	the top	10	92	1	M	3, 10, 69, 82, 94
4	1	2	me to	77	86	2	f	38, 56, 77, 123
4	4	2	the right	122	98	3	M	25, 65, 119, 122
3	3	2	at the	50	78	1	M	3, 50, 80
3	3	2	below the	111	90	2	f	22, 74, 111
3	3	2	have a	25	57	1	f	8, 25, 64
3	3	2	how far	115	50	1	f	74, 115, 123
3	3	2	i don't	64	69	1	M	47, 64, 115
3	3	2	it's a	126	82	2	M	45, 55, 126
2	2	2	and then	113	58	1	f	56, 113
2	2	2	don't know	115	114	1	f	2, 115
2	2	2	i go	113	40	1	f	74, 113
2	2	2	i have	97	90	1	f	8, 97
2	2	2	i'm just	107	18	1	f	90, 107
2	2	2	right there	106	48	1	M	59, 106
2	2	2	the pine	118	80	1	M	39, 118
2	2	2	you mean	71	40	1	f	32, 71
45	25	1	the	3	127	1	f	0, 3, 5, 10, 14, 22, 23, 25, 34, 36, 37, 38, 39, 41, 45, 49, 50, 57, 61, 65, 66, 69, 70, 74, 76, 77, 80, 82, 85, 87, 89, 90, 92, 93, 94, 95, 98, 99, 103, 111, 114, 118, 119, 122, 126
24	18	1	right	25	123	3	f	4, 6, 16, 25, 28, 32, 34, 35, 49, 56, 59, 62, 65, 72, 74, 75, 78, 80, 90, 92, 106, 119, 122, 126
21	16	1	i	3	114	1	f	2, 3, 5, 8, 21, 22, 25, 27, 32, 39, 47, 53, 64, 65, 74, 97, 98, 101, 107, 113, 115
20	7	1	of	34	120	1	M	3, 14, 23, 34, 36, 38, 41, 57, 61, 65, 70, 76, 79, 82, 87, 89, 92, 94, 118, 122
19	15	1	a	8	124	1	M	3, 8, 19, 25, 40, 43, 45, 55, 57, 64, 65, 69, 79, 87, 91, 109, 111, 122, 126
18	8	1	to	14	119	3	M	5, 9, 11, 14, 21, 36, 38, 49, 56, 77, 89, 94, 98, 107, 118, 119, 122, 123
17	9	1	you	32	123	4	M	1, 5, 11, 21, 32, 35, 37, 38, 56, 61, 63, 71, 83, 105, 114, 115, 123
13	13	1	is	34	97	2	M	23, 29, 34, 37, 41, 45, 65, 69, 87, 95, 99, 117, 119
12	12	1	it	26	97	1	M	21, 26, 29, 34, 36, 47, 74, 77, 82, 94, 96, 117
11	9	1	and	17	109	1	f	14, 17, 35, 56, 57, 69, 76, 92, 111, 113, 122
11	9	1	just	26	122	3	M	1, 19, 25, 26, 39, 50, 66, 87, 90, 107, 122
10	3	1	do	74	113	2	M	11, 37, 38, 71, 74, 83, 98, 105, 119, 123
10	10	1	left	14	112	1	M	7, 14, 35, 36, 38, 76, 81, 99, 113, 118
10	10	1	yeah	33	101	2	f	24, 26, 33, 42, 55, 88, 93, 96, 102, 124
9	9	1	okay	89	101	6	f	20, 22, 28, 32, 46, 50, 89, 92, 120
8	4	1	have	21	107	1	f	8, 21, 25, 64, 83, 97, 105, 114
8	6	1	i'm	90	113	3	M	3, 5, 67, 90, 92, 93, 107, 115
8	5	1	it's	66	114	5	M	13, 19, 21, 45, 55, 66, 107, 126
8	3	1	on	23	80	1	f	20, 23, 34, 57, 65, 92, 93, 99
7	7	1	in	25	85	1	f	14, 25, 41, 77, 83, 97, 98
7	7	1	what	63	118	2	f	2, 32, 63, 71, 103, 117, 119
6	6	1	but	14	111	1	M	5, 14, 21, 80, 84, 115
6	2	1	go	38	109	1	M	15, 38, 39, 74, 113, 123
6	6	1	no	52	80	1	M	25, 52, 64, 67, 101, 104
6	6	1	that	41	113	2	f	14, 38, 41, 65, 71, 126
6	6	1	up	76	97	2	M	17, 21, 76, 92, 98, 113
5	5	1	about	76	105	1	M	5, 76, 92, 103, 109
5	3	1	at	14	82	1	M	3, 14, 50, 80, 84
5	1	1	me	38	123	1	M	1, 38, 56, 77, 123
5	3	1	there	59	105	1	f	2, 59, 83, 95, 106
5	5	1	where	98	70	4	M	29, 37, 75, 85, 98
4	1	1	below	122	101	2	f	22, 74, 111, 122
4	2	1	how	74	87	1	M	37, 74, 115, 123
4	2	1	know	37	114	2	f	2, 32, 37, 115
4	4	1	not	114	110	3	M	5, 45, 67, 114
4	4	1	so	70	116	1	M	11, 70, 90, 126
3	3	1	am	65	80	1	f	22, 65, 101
3	3	1	aye	27	83	1	f	4, 27, 86
3	3	1	like	107	38	2	f	70, 84, 107
3	3	1	still	73	60	1	f	36, 73, 95
3	3	1	way	119	82	2	f	38, 92, 119
2	2	1	all	14	2	1	M	13, 14
2	2	1	be	59	60	1	f	0, 59
2	2	1	bit	69	30	1	f	40, 69
2	2	1	doing	63	62	1	f	2, 63
2	2	1	down	81	80	1	f	2, 81
2	2	1	east	84	70	1	M	15, 84
2	2	1	end	98	76	1	M	23, 98
2	2	1	forest	91	18	1	f	74, 91
2	2	1	good	108	96	1	M	13, 108
2	2	1	noose	43	30	1	f	14, 43
2	2	1	oh	88	56	1	M	33, 88
2	2	1	over	40	36	1	M	5, 40
2	2	1	stone	23	10	1	f	14, 23
2	2	1	they're	79	40	1	f	40, 79
2	2	1	turn	56	22	1	M	35, 56
2	2	1	white	90	34	1	M	57, 90
2	2	1	yes	79	32	1	f	48, 79

