,response,context,context/0,context/1,context/2,context/3
0,it's just a little curve,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh,right okay have you got the start up at the top left-hand corner
1,and the left,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest,uh-huh
2,how do you get to the burnt tree?,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah,to the left of the burnt forest
3,left to the left,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right,yeah
4,right i can see it,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right,right okay ehm right you're going to start coming down but but as you come down you're you curve to the right
5,how far away do you wanna go?,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest,to the right
6,"understood, what is it going to?",understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far,uh-huh just just below the burnt forest without touching the burnt forest
7,I have,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start,right how far
8,have they gone to the wrong end?,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh,right you're what you're going to do is you're going to curve to the right and then back left okay so that when you come you're going to be about three to four inches below directly below start
9,you can't curve the tree in the way you curve it,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve,uh-huh
10,is this a joke,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage,understand what i mean so it's not going to it's it's not going to be a straight line it's going to be a curve
11,how do you go about it?,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no,have you not got have you not got the carpenter's cottage
12,i think you just got the joke,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve,no
13,its just a small radius,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how,how how far below the burnt forest do i go do i go right along the beneath it before i curve
14,huh u just,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it,no you just see how
15,uhhh and then backwards,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just,i just go past it
16,"um, and then the right",uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve,uh-huh you just
17,right uhh,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve,so it's only a slight curve
18,yeah i think so,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left,uh-huh it's just a slight curve
19,ummm and then right,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left,to the right and then back to the left
20,no its just a regular ravine that i built,right okay so you're going to in a straight line go go to the right have you got the ravine,mm mmhmm,okay so you're about eh three to four inches below start then directly underneath,right uh-huh,uh-huh and then back to the left
