,response,context,context/0,context/1,context/2,context/3
0,what size diamond mine are you mining?,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep,right at the very top of the page there's a cross
1,can you give me a rough estimate of the distance?,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it,yep
2,the only thing i can think of is the diamond mining part,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm,do you have a diamond mine just below it
3,i have one.,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down,mmhmm
4,yeah i know i can't afford a wagon right now but i could do it in a few hours,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah,about an inch to your right draw a line straight down
5,do you have the diamond?,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a,right start from the cross yeah
6,"yeah i've got a diamond mine, and it's in the diamond mines",what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah,'til it's 'til it's an inch below the diamond mine right do you have a
7,I've got a wooden rock to the left,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine,it's directly down yeah
8,I have the same problem.,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel,yeah do you have a a wagon wheel just to the right of the the diamond mine
9,it's a wagon wheel.,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right,mm no i haven't got any wagon wheel
10,yeah i guess youre right,yeah okay,oh i've got a rift valley above that,you don't have a rift valley,to the right i've got eventually a cactus,what's the next thing to its right
