,response,context,context/0,context/1,context/2,context/3
0,i dont get it,well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah,okay ehm have you got a starting point above the missionary camp
1,Where are the bodies?,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas,uh-huh i have yeah
2,i'm guessing they're all around the corner from me,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no,and have you got gorillas
3,what do you mean by that?,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner,no
4,Of the camp,of the map,of the camp or of the map,roughly up a bit huh,bottom,well they're in the bottom left-hand corner
5,of course,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh,bottom
6,"I'm not sure how to get it, but it's on the map.",right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map,roughly up a bit huh
7,so do i just go to the camp?,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map,of the camp or of the map
8,i don't get it,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead,of the map
9,"left, down?",yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down,of the map now i have a banana tree instead
10,i mean i'm going to try it right now,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down,right okay so if you just go left from the missionary camp a bit and then down
11,"yes, right.",so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page,left and down
12,i don't see what you mean,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah,yeah to about a couple of centimetres above the top of the bottom of the page
13,"no, it's on the other side of the map",so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again,yeah
14,"yes, but if you're on the right, you'll end up right on the far left",yeah probably yeah,so that i end up on the left of what is the banana tree on this map or maybe the gorillas on yours,sorry,so that i'm on the left of what i have as a banana tree,and then continue straight left along until about four centimetres from the end and then go straight up again
