,response,context,context/0,context/1,context/2,context/3
0,right i'll be there soon,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right,the start is ah here it's due north of the crest falls at the bottom right-hand side of your page,ah where do i start ross
1,just go north,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right,the start is ah here it's due north of the crest falls at the bottom right-hand side of your page
2,oh right so you want to go to the east?,west,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it,oh right i've got it see it anyway right
3,i'm on the way to the east then,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay,be my left as well,right ehm go just beyond the crest falls to to well it's my left anyway mmhmm i think it
4,west to the end,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay,be my left as well
5,what level?,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west,ah yeah to to the to the west then okay
6,yea north of crestfall,right okay yes,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls,west
7,"sure, whats your steam id?",due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls,how far do you west do you want me to go,come due south to level at the bottom of crest falls
8,"I don't know if I'm missing something, but how far away are you?",just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls,how far do you west do you want me to go
9,where is the line?,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes,just beyond crest falls
10,I'm going to take a guess and say it's the bottom right of the bottom line.,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken,right okay yes
11,I'm pretty sure that's the end.,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom,due south to level at the bottom of crest falls that sounded like a long line ken
12,where are you going to stop at?,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper,just the bottom
13,just stop,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right,it's right ehm go right along to about an inch from the end of the paper
14,gravel is a sign of a lie,right,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge,right
15,"east, east",ah right do you have a poisoned stream directly east,right,yeah just stop,east over the footbridge,go north and go north due north and proceed east over the footbridge just over it stop at the end of the footbridge
16,i do,no,ah right do you have a poisoned stream directly east,right,yeah just stop,east over the footbridge
17,i'm in the south and i'm getting there,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east,right,yeah just stop
18,right walkin,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east,right
19,about 2 inches,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no,ah right do you have a poisoned stream directly east
20,how far are you willing to go,right that's okay,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches,no
21,i'm going to be doing the whole thing in the temple,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross,two inches right,right come due south from the edge of the footbridge straight south for about two inches
22,i have a temple,yes,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross,two inches right
23,just east west of old temple and north east of the new temple,right go east and go north west of the old you know go north just to the west of the old temple,yes,then do you have the old temple,right that's okay,just ehm just about an inch above the starting cross
24,right do you go right to the left,do you go go right go to the right,right go east and go north west of the old you know go north just to the west of the old temple,yes,then do you have the old temple,right that's okay
25,"i dont know where i am, i dont know what i am doing, i am just in the right place",ah yeah and go up to the left of the north temple of the old temple go north to the left of the old temple,do you go go right go to the right,right go east and go north west of the old you know go north just to the west of the old temple,yes,then do you have the old temple
26,right to the top,right,ah yeah and go up to the left of the north temple of the old temple go north to the left of the old temple,do you go go right go to the right,right go east and go north west of the old you know go north just to the west of the old temple,yes
27,go to the top of the temple,"go keep going up 'til you're about an inch below the ""x"" marks finish which i don't know if you have",right,ah yeah and go up to the left of the north temple of the old temple go north to the left of the old temple,do you go go right go to the right,right go east and go north west of the old you know go north just to the west of the old temple
