,response,context,context/0,context/1,context/2,context/3
0,so what you're saying is that the top is my house?,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again,aye,eh starting at the top of the caravan park
1,The caravan park?,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again,aye
2,so i guess i'm the only one that thinks this is a good idea,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left,turning to your left then left again
3,no that's not the right one,uh-huh,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map,my left
4,You turn left and then turn right so you get the train.,then left again so you're coming down the side of the caravan park,uh-huh,you turn left,uh-huh,yes that's something like the top of the caravan park you're facing up to top of the map
5,uhuhhuhuhuh uhuhuh,right,then left again so you're coming down the side of the caravan park,uh-huh,you turn left,uh-huh
6,and then the other way,keep going down,right,then left again so you're coming down the side of the caravan park,uh-huh,you turn left
7,I'll keep going,mmhmm,keep going down,right,then left again so you're coming down the side of the caravan park,uh-huh
8,then turn right,then you turn left go,mmhmm,keep going down,right,then left again so you're coming down the side of the caravan park
9,i say you go up north,aye i'm going back down south,then you turn left go,mmhmm,keep going down,right
10,i'm coming back,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go,mmhmm,keep going down
11,"aye, ay, ay",aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go,mmhmm
12,yea but the joke is that you're going to the wrong way up there,okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south,then you turn left go
13,I am a big fan of the fact that the last guy on the right is wearing a red shirt.,uh-huh,okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map,aye i'm going back down south
14,I'm going along with you,you're going along and you're turning left again,uh-huh,okay you got that,aye aye right,you're coming you're coming back you're coming down the map so you're turning left that's into that's into the map
15,no no no you're going on,right well stop now,you're going along and you're turning left again,uh-huh,okay you got that,aye aye right
16,it's a bot,okay,right well stop now,you're going along and you're turning left again,uh-huh,okay you got that
17,i mean the caravan,right so out the caravan park,okay,right well stop now,you're going along and you're turning left again,uh-huh
18,"i don't know where it is, i just know that the caravan is out the front of the house",ah out the top of the caravan park,right so out the caravan park,okay,right well stop now,you're going along and you're turning left again
19,right where the caravan is,right go left then left again,ah out the top of the caravan park,right so out the caravan park,okay,right well stop now
20,left come up the side,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park,right so out the caravan park,okay
21,theres nothing to watch for,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park,right so out the caravan park
22,I don't have a car,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again,ah out the top of the caravan park
23,is it too late to come?,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park,right go left then left again
24,he walks past the door and gets in,you turn left,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for,then so you're coming down the side of the caravan park
25,is it there?,immediately past the caravan park,you turn left,aye,not not to the if you come have you come down past the caravan park,right now is there anything i should be watching for
26,you come down the caravan,no come down and turn left,immediately past the caravan park,you turn left,aye,not not to the if you come have you come down past the caravan park
27,"Heh, you're right.",uh-huh,no come down and turn left,immediately past the caravan park,you turn left,aye
28,then turn left!,then you go along,uh-huh,no come down and turn left,immediately past the caravan park,you turn left
29,you can go on the roof and it's a park,right,then you go along,uh-huh,no come down and turn left,immediately past the caravan park
30,the left one,turn left again,right,then you go along,uh-huh,no come down and turn left
31,I'm going to make a joke about the map being upside down and you have to be really careful to not accidentally turn around,i don't go to the bottom of the map,turn left again,right,then you go along,uh-huh
32,and you can't get to the top of the maps,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again,right,then you go along
33,top right,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again,right
34,turn right so you can't get in,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map,turn left again
35,left comes out of the caravan and then the caravan comes out,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map,i don't go to the bottom of the map
36,you can go into the caravan and go through the door and then go through it again,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh,no you don't go to the bottom of the map
37,left then right,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park,right uh-huh
38,"turn left, then turn right",and left back up into the map,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again,turn left so that's two turns left after you come out the caravan park
39,you how how?,how how how,and left back up into the map,right,yeah,left come out turn left then turn left again and get to the bottom then turn left again
40,it's on my left,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map,right,yeah
41,you'll see,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map,right
42,I'm in the old Mill now.,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how,and left back up into the map
43,u still there?,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side,how how how
44,I think the new mill has a better layout.,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right,be careful for the old mill you'll see it it should be on your right-hand side
45,left turn round,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet,right
46,you mean the right?,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill,you go up past the the old mill keeping the old mill on your right-hand side okay you got eh you at the old mill yet
47,left,right,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill,aye i'm by the old mill
48,"okay, you can go over to the left and then the other way.",that's you going across to the other side of the map,right,yeah to the right after the old mill,the right,right turn round the old turn to the right after the old mill
49,I'm just waiting for the new map,uh-huh,that's you going across to the other side of the map,right,yeah to the right after the old mill,the right
50,"left, right, left, right",keep going,uh-huh,that's you going across to the other side of the map,right,yeah to the right after the old mill
51,.,uh-huh,keep going,uh-huh,that's you going across to the other side of the map,right
52,you should go to a meadow,now you should come to a fenced meadow on your right,uh-huh,keep going,uh-huh,that's you going across to the other side of the map
53,oh hai there,aye,now you should come to a fenced meadow on your right,uh-huh,keep going,uh-huh
54,now i'm going up,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right,uh-huh,keep going
55,how do you do this?,right up the map,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right,uh-huh
56,i'm not sure where it is,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again,aye,now you should come to a fenced meadow on your right
57,put the beacon in the creeper's spawner and go to the cactuar,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again,aye
58,oh i'm on the right side,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map,well you turn left so you're going up the map again
59,you can see it in the map.,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side,right up the map
60,just be on top of it,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it,up the map you'll then come to an abandoned cottage it should be on your left-hand side
61,is that in the middle of the road?,aye,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side,uh i'm nowhere near it
62,i'm right handed,what,aye,is there,ah but there's something in the road,well never mind you should be on the left-hand side of it but it should be on your left-hand side
63,A forest,a forest,what,aye,is there,ah but there's something in the road
64,yea,is there,a forest,what,aye,is there
65,"aye, but the forest",aye but but the,is there,a forest,what,aye
66,i am,i think you're on the wrong one,aye but but the,is there,a forest,what
67,but the maps have not been drawn,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the,is there,a forest
68,the map has been drawn,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the,is there
69,aye but the maps have already been drawn,see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one,aye but but the
70,the map is in a tree,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers,i think you're on the wrong one
71,I'll have a look at it,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye,the maps have been drawn by different explorers
72,yea im fine,mm,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle,aye aye
73,the trees are gone,unfortunately right,mm,i'll have to go through the forest,i see you'll have to go through the forest then,see i've landed in an obstacle
74,i can arrange it for you if you want,can you manage that,unfortunately right,mm,i'll have to go through the forest,i see you'll have to go through the forest then
75,The whole thing is just a big wall of text.,right i've managed to get through it,can you manage that,unfortunately right,mm,i'll have to go through the forest
76,I am sorry I am going to bed now,right now you should hopefully emerge at the cottage yeah,right i've managed to get through it,can you manage that,unfortunately right,mm
77,"yeah you can, i think you have to be in a certain area to do it",at the abandoned cottage aye,right now you should hopefully emerge at the cottage yeah,right i've managed to get through it,can you manage that,unfortunately right
78,"i've got it on the left, i'll see if i can get a pic of it on my left side",that should be on your left-hand side,at the abandoned cottage aye,right now you should hopefully emerge at the cottage yeah,right i've managed to get through it,can you manage that
79,"i'm a lefty too, are you a left hander?",yes,that should be on your left-hand side,at the abandoned cottage aye,right now you should hopefully emerge at the cottage yeah,right i've managed to get through it
80,ok i'll be on the way,okay you go up round the uh abandoned cottage,yes,that should be on your left-hand side,at the abandoned cottage aye,right now you should hopefully emerge at the cottage yeah
81,"ok okay, I'll just put my hands up and say aye.",uh-huh,okay you go up round the uh abandoned cottage,yes,that should be on your left-hand side,at the abandoned cottage aye
82,What's the deal with the blue letters on the map?,keeping it always on your left,uh-huh,okay you go up round the uh abandoned cottage,yes,that should be on your left-hand side
83,"right, i'll be there in a few",right,keeping it always on your left,uh-huh,okay you go up round the uh abandoned cottage,yes
84,oh yeah,no your left,right,keeping it always on your left,uh-huh,okay you go up round the uh abandoned cottage
85,right now,uh okay,no your left,right,keeping it always on your left,uh-huh
86,i am in the room,okay coming round you should see a fenced meadow in front of you,uh okay,no your left,right,keeping it always on your left
87,another 2?,another one,okay coming round you should see a fenced meadow in front of you,uh okay,no your left,right
88,oh okay,yes,another one,okay coming round you should see a fenced meadow in front of you,uh okay,no your left
89,do you have a faired meadow?,no i've had a fenced meadow but there's only another there's nae more fenced meadows,yes,another one,okay coming round you should see a fenced meadow in front of you,uh okay
90,there is no,there's no,no i've had a fenced meadow but there's only another there's nae more fenced meadows,yes,another one,okay coming round you should see a fenced meadow in front of you
91,there are fenced areas,no so that's irrelevant,there's no,no i've had a fenced meadow but there's only another there's nae more fenced meadows,yes,another one
92,I have a meadow and a meow meadow,you no got two fenced meadows,no so that's irrelevant,there's no,no i've had a fenced meadow but there's only another there's nae more fenced meadows,yes
93,have you ever fenced yourself,no,you no got two fenced meadows,no so that's irrelevant,there's no,no i've had a fenced meadow but there's only another there's nae more fenced meadows
94,i don't,well what have you got instead of a fenced meadow,no,you no got two fenced meadows,no so that's irrelevant,there's no
95,i don't understand,i can't i don't know if i'm supposed to tell you that,well what have you got instead of a fenced meadow,no,you no got two fenced meadows,no so that's irrelevant
96,i dont know,well you've just told me about the forest,i can't i don't know if i'm supposed to tell you that,well what have you got instead of a fenced meadow,no,you no got two fenced meadows
97,"well i've seen some in the forest, but not many in the wild",aye right so i've been through a forest,well you've just told me about the forest,i can't i don't know if i'm supposed to tell you that,well what have you got instead of a fenced meadow,no
98,you know the forest?,yes,aye right so i've been through a forest,well you've just told me about the forest,i can't i don't know if i'm supposed to tell you that,well what have you got instead of a fenced meadow
99,why would they have a different map?,because uh the the maps are different,yes,aye right so i've been through a forest,well you've just told me about the forest,i can't i don't know if i'm supposed to tell you that
100,but i'm still stuck on the forest and i don't know what to do,aye,because uh the the maps are different,yes,aye right so i've been through a forest,well you've just told me about the forest
101,i've been on the forest map,so there's nae fenced meadow right,aye,because uh the the maps are different,yes,aye right so i've been through a forest
102,are you sure?,no fenced meadow,so there's nae fenced meadow right,aye,because uh the the maps are different,yes
103,Is it nae meadow?,no,no fenced meadow,so there's nae fenced meadow right,aye,because uh the the maps are different
104,oh so i'm a hundred degrees,you should be round a hundred and eighty degrees around to the abandoned cottage and then turn right okay so you've what you've done is you went round,no,no fenced meadow,so there's nae fenced meadow right,aye
105,I don't know how to turn.,come up to the abandoned cottage skirted it,you should be round a hundred and eighty degrees around to the abandoned cottage and then turn right okay so you've what you've done is you went round,no,no fenced meadow,so there's nae fenced meadow right
106,are you coming up to camp?,cottage round yes,come up to the abandoned cottage skirted it,you should be round a hundred and eighty degrees around to the abandoned cottage and then turn right okay so you've what you've done is you went round,no,no fenced meadow
107,but then come up to me and ask me to turn right,and then turn right right,cottage round yes,come up to the abandoned cottage skirted it,you should be round a hundred and eighty degrees around to the abandoned cottage and then turn right okay so you've what you've done is you went round,no
108,"right, i am",right,and then turn right right,cottage round yes,come up to the abandoned cottage skirted it,you should be round a hundred and eighty degrees around to the abandoned cottage and then turn right okay so you've what you've done is you went round
109,Verstanden vraiment,verstanden,right,and then turn right right,cottage round yes,come up to the abandoned cottage skirted it
110,I'll keep this one.,i'll keep it english,verstanden,right,and then turn right right,cottage round yes
111,I'll keep that in mind.,right,i'll keep it english,verstanden,right,and then turn right right
112,i can do it,okay,right,i'll keep it english,verstanden,right
113,uuhh ok,uh-huh so i turn right by the abandoned cottage,okay,right,i'll keep it english,verstanden
114,Where is it?,cottage,uh-huh so i turn right by the abandoned cottage,okay,right,i'll keep it english
