,response,context,context/0,context/1,context/2,context/3
0,what about the start of the hill?,well directly above them maybe about three quarters of an inch above there is the start point,mmhmm,have you got crest falls,right,we're starting down at the bottom right-hand corner nearly
1,yeah but they're a bit too far away,yeah,well directly above them maybe about three quarters of an inch above there is the start point,mmhmm,have you got crest falls,right
2,i'm at the start of the mountain,go along to the the left,yeah,well directly above them maybe about three quarters of an inch above there is the start point,mmhmm,have you got crest falls
3,my banana tree.,my left or the paper's left towards the banana tree,go along to the the left,yeah,well directly above them maybe about three quarters of an inch above there is the start point,mmhmm
4,the banana tree is there,there's no banana tree in this one,my left or the paper's left towards the banana tree,go along to the the left,yeah,well directly above them maybe about three quarters of an inch above there is the start point
5,no it's not,well my left yeah paper left uh-huh right,there's no banana tree in this one,my left or the paper's left towards the banana tree,go along to the the left,yeah
6,the top is north,uh-huh well say the top's north and,well my left yeah paper left uh-huh right,there's no banana tree in this one,my left or the paper's left towards the banana tree,go along to the the left
7,left and right,right,uh-huh well say the top's north and,well my left yeah paper left uh-huh right,there's no banana tree in this one,my left or the paper's left towards the banana tree
8,i can't,go west,right,uh-huh well say the top's north and,well my left yeah paper left uh-huh right,there's no banana tree in this one
9,o u,okey-dokey,go west,right,uh-huh well say the top's north and,well my left yeah paper left uh-huh right
10,go north,until you've just got past the edge of the crest falls,okey-dokey,go west,right,uh-huh well say the top's north and
11,Go east,right,until you've just got past the edge of the crest falls,okey-dokey,go west,right
12,that's a lot of up and down,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""",right,until you've just got past the edge of the crest falls,okey-dokey,go west
13,"You can't go north of the river, you can only go south.",mm okey-dokey,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""",right,until you've just got past the edge of the crest falls,okey-dokey
14,then go east and up the slope,right and then go due west until about two centimetres from the edge of the paper,mm okey-dokey,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""",right,until you've just got past the edge of the crest falls
15,now go west and go east,right,right and then go due west until about two centimetres from the edge of the paper,mm okey-dokey,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c""",right
16,I have a bridge,now do you have a footbridge,right,right and then go due west until about two centimetres from the edge of the paper,mm okey-dokey,"and then come down until you reach a an angle maybe just past south towards west slightly past until you reach the bottom of crest falls and a level with the ""c"" and maybe about an inch to west of the ""c"""
17,did you get to the footbridge?,just north of the banana tree yeah,now do you have a footbridge,right,right and then go due west until about two centimetres from the edge of the paper,mm okey-dokey
18,"right i am going up north, i am just going up the tree",right go up north now until you're just due north until you're just below the the level of the footbridge,just north of the banana tree yeah,now do you have a footbridge,right,right and then go due west until about two centimetres from the edge of the paper
19,"just east of the level, east of a level.",mmhmm,right go up north now until you're just due north until you're just below the the level of the footbridge,just north of the banana tree yeah,now do you have a footbridge,right
20,start at the foot bridge,and then from there go over right to the edge of the the the western side of footbridge,mmhmm,right go up north now until you're just due north until you're just below the the level of the footbridge,just north of the banana tree yeah,now do you have a footbridge
21,yeah i just saw that,mmhmm,and then from there go over right to the edge of the the the western side of footbridge,mmhmm,right go up north now until you're just due north until you're just below the the level of the footbridge,just north of the banana tree yeah
22,yes sir,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,mmhmm,and then from there go over right to the edge of the the the western side of footbridge,mmhmm,right go up north now until you're just due north until you're just below the the level of the footbridge
23,you want to try a bit of poison?,no not at all,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,mmhmm,and then from there go over right to the edge of the the the western side of footbridge,mmhmm
24,i think it's just the foot bridge,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,no not at all,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,mmhmm,and then from there go over right to the edge of the the the western side of footbridge
25,"yes, you have the right path",right,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,no not at all,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there,mmhmm
26,it's fine. i just don't like to be caught in the middle of a river when i'm on the foot bridge,uh-huh and then och take a wee bit more to be safe just a wee touch more,right,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,no not at all,right and then the path the path starts again at the other side of the footbridge now do you have a poisoned stream there
27,"i did, i just left and came back",mmhmm,uh-huh and then och take a wee bit more to be safe just a wee touch more,right,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half,no not at all
28,"and just like that, you're in",and then do you have an old temple,mmhmm,uh-huh and then och take a wee bit more to be safe just a wee touch more,right,well just at the the footbridge next to when you come off there's a poisoned stream so when you come off the footbridge you have to go due south maybe about an inch and a half
29,and u have to go to the old temple first,yes,and then do you have an old temple,mmhmm,uh-huh and then och take a wee bit more to be safe just a wee touch more,right
30,and do you want to go to the eastward,right go along eastward for about two inches,yes,and then do you have an old temple,mmhmm,uh-huh and then och take a wee bit more to be safe just a wee touch more
31,you know you can get a lot of stuff from the same place you get a certain item in the same spot,mmhmm,right go along eastward for about two inches,yes,and then do you have an old temple,mmhmm
32,right then go along westward for a few inches,and then curve up until you're at the bottom of the old temple,mmhmm,right go along eastward for about two inches,yes,and then do you have an old temple
33,oh right,rightee-ho,and then curve up until you're at the bottom of the old temple,mmhmm,right go along eastward for about two inches,yes
34,"yes, yes I do",mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,rightee-ho,and then curve up until you're at the bottom of the old temple,mmhmm,right go along eastward for about two inches
35,upvote for your name,nothing up until a poisoned stream,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,rightee-ho,and then curve up until you're at the bottom of the old temple,mmhmm
36,I have a car.,right what about do you have an abandoned truck,nothing up until a poisoned stream,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,rightee-ho,and then curve up until you're at the bottom of the old temple
37,where is the road up to the top of the mountain,what way to the left of it,right what about do you have an abandoned truck,nothing up until a poisoned stream,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there,rightee-ho
38,okay where are you?,uh-huh,what way to the left of it,right what about do you have an abandoned truck,nothing up until a poisoned stream,mmhmm now go up about two and a half inches do you have anything above the old temple in that area up there
39,did you try going up?,yeah,uh-huh,what way to the left of it,right what about do you have an abandoned truck,nothing up until a poisoned stream
