,response,context,context/0,context/1,context/2,context/3
0,"Oh, really?","But, then again I originally was from California and, uh, there is a big difference between Texas and California. And, uh  they'd have their smog alerts and where you'd have to stay indoors for so many hours with an air conditioner.",Uh-huh.,"Yeah. Is it, like water running and she is doing I know in here, uh, downtown Dallas, it's, you, I mean you drive by and you can just, you can see it.","Okay Carol. So, air quality.",Okay
1,"So, I think that's one of the reasons that we have so many problems with, uh",Surely.,"But, then again I originally was from California and, uh, there is a big difference between Texas and California. And, uh  they'd have their smog alerts and where you'd have to stay indoors for so many hours with an air conditioner.",Uh-huh.,"Yeah. Is it, like water running and she is doing I know in here, uh, downtown Dallas, it's, you, I mean you drive by and you can just, you can see it.","Okay Carol. So, air quality."
2,"Well, that's true. I have a friend who lives in Dallas and she says that there's, there, there are a lot of smog problems,","And, of course, they don't have that here in Texas so, there's...",Surely.,"But, then again I originally was from California and, uh, there is a big difference between Texas and California. And, uh  they'd have their smog alerts and where you'd have to stay indoors for so many hours with an air conditioner.",Uh-huh.,"Yeah. Is it, like water running and she is doing I know in here, uh, downtown Dallas, it's, you, I mean you drive by and you can just, you can see it."
3,"Well, no, not really. We've had some, uh. We had some hail, uh in the forecast for about an hour or so, and, um, we were watching for hail.","You mean they don't have the, uh, the smog alerts?","And, of course, they don't have that here in Texas so, there's...",Surely.,"But, then again I originally was from California and, uh, there is a big difference between Texas and California. And, uh  they'd have their smog alerts and where you'd have to stay indoors for so many hours with an air conditioner.",Uh-huh.
4,"Well, they do have, uh the, the, they have a couple of areas where you can go to and, and you can, uh uh, uh, mulch and things like that.","No, not in, not in well not in Dallas, that is.","You mean they don't have the, uh, the smog alerts?","And, of course, they don't have that here in Texas so, there's...",Surely.,"But, then again I originally was from California and, uh, there is a big difference between Texas and California. And, uh  they'd have their smog alerts and where you'd have to stay indoors for so many hours with an air conditioner."
5,"Oh, okay.","Right. I, I, yeah, I spent a summer in Tyler so I know, just east of Dallas there.","No, not in, not in well not in Dallas, that is.","You mean they don't have the, uh, the smog alerts?","And, of course, they don't have that here in Texas so, there's...",Surely.
6,Okay.,Yeah. We're going there tomorrow.,"Right. I, I, yeah, I spent a summer in Tyler so I know, just east of Dallas there.","No, not in, not in well not in Dallas, that is.","You mean they don't have the, uh, the smog alerts?","And, of course, they don't have that here in Texas so, there's..."
7,"Yeah, so,","Oh, really",Yeah. We're going there tomorrow.,"Right. I, I, yeah, I spent a summer in Tyler so I know, just east of Dallas there.","No, not in, not in well not in Dallas, that is.","You mean they don't have the, uh, the smog alerts?"
8,"Oh. Well, we're,  going to have to go again.",Uh-huh We're  packing and getting ready to go to.,"Oh, really",Yeah. We're going there tomorrow.,"Right. I, I, yeah, I spent a summer in Tyler so I know, just east of Dallas there.","No, not in, not in well not in Dallas, that is."
9,I see.,"Yeah. Actually, I'm a California born person.",Uh-huh We're  packing and getting ready to go to.,"Oh, really",Yeah. We're going there tomorrow.,"Right. I, I, yeah, I spent a summer in Tyler so I know, just east of Dallas there."
10,"And, uh, I grew up in New York,",Uh-huh.,"Yeah. Actually, I'm a California born person.",Uh-huh We're  packing and getting ready to go to.,"Oh, really",Yeah. We're going there tomorrow.
11,"Yeah, it is.","I was born in L A so I know what you're talking about. In L A, it's pretty bad.",Uh-huh.,"Yeah. Actually, I'm a California born person.",Uh-huh We're  packing and getting ready to go to.,"Oh, really"
12,"But, uh, I've lived here all my life.","Yeah. Oh, okay. Yeah, you do then.","I was born in L A so I know what you're talking about. In L A, it's pretty bad.",Uh-huh.,"Yeah. Actually, I'm a California born person.",Uh-huh We're  packing and getting ready to go to.
13,"Oh, okay, okay","Uh, the worst city in the, in the world is actually, uh, Mexico City.","Yeah. Oh, okay. Yeah, you do then.","I was born in L A so I know what you're talking about. In L A, it's pretty bad.",Uh-huh.,"Yeah. Actually, I'm a California born person."
14,"Yeah, it is.",Is it really?,"Uh, the worst city in the, in the world is actually, uh, Mexico City.","Yeah. Oh, okay. Yeah, you do then.","I was born in L A so I know what you're talking about. In L A, it's pretty bad.",Uh-huh.
15,Oh.,Yes.,Is it really?,"Uh, the worst city in the, in the world is actually, uh, Mexico City.","Yeah. Oh, okay. Yeah, you do then.","I was born in L A so I know what you're talking about. In L A, it's pretty bad."
16,Yeah.,I would not imagine that.,Yes.,Is it really?,"Uh, the worst city in the, in the world is actually, uh, Mexico City.","Yeah. Oh, okay. Yeah, you do then."
17,"Oh, really? Oh, yeah, well, I guess, I don't know. I guess you just have to look at it from the south, because we're so heavily polluted down there that, uh",The worst one for smog is Mexico City.,I would not imagine that.,Yes.,Is it really?,"Uh, the worst city in the, in the world is actually, uh, Mexico City."
